Default time range,Classifier description,Matthews correlation coefficient,Brier Score,Balanced Accuracy,AUC Score,H-measure,Average true positive rate,Average true negative rate,Average false positive rate,Average false negative rate,Standard Deviation of MCC,Standard Deviation of BS,Standard Deviation of BACC,Standard Deviation of AUC,Standard Deviation of H-measure,Standard Deviation of TPR,Standard Deviation of TNR,initialisation_values
"(50, 150)",SVM (RBF),0.24274478132166138,0.21246446572120309,0.6700470729695616,0.71990395229465165,0.2418807654438856,0.6232336321585134,0.7168605137806093,0.28313948621939056,0.3767663678414862,0.03620817146069424,0.012514772558953197,0.02322828734184597,0.028657666685876944,0.04302982149865782,0.04736496221725447,0.04658312451384948,
"(100, 200)",SVM (RBF),0.23590762789079772,0.21605116445590475,0.6597352054496467,0.69816478093736967,0.22374740827388795,0.606974020690631,0.7124963902086628,0.28750360979133704,0.393025979309369,0.04675493307516459,0.012119069220576232,0.02904958734948449,0.03285070845801333,0.05376004753633393,0.04507306662563064,0.04666870378402204,
"(200, 1000)",SVM (RBF),0.21773238128927783,0.2097382545981275,0.6378966702485991,0.6778983735721118,0.15437818808321382,0.5548330472779731,0.7209602932192244,0.27903970678077533,0.44516695272202694,0.05672817103480701,0.01826104227057873,0.0347320320343761,0.03650256678297241,0.050051792564386376,0.07178141271994519,0.052326843681107564,
"(0, 30)",SVM (linear),0.25744360448404097,-9999.0,0.6309290396537609,-9999.0,-9999.0,0.40844538057639296,0.8534126987311292,0.1465873012688709,0.591554619423607,0.047332538546913855,0.0,0.024856373219091038,0.0,0.0,0.05221494261183571,0.02605327224279296,
"(0, 60)",SVM (linear),0.26060785956229826,-9999.0,0.632517643443356,-9999.0,-9999.0,0.40352063607462696,0.8615146508120847,0.13848534918791494,0.5964793639253729,0.04752913706112667,0.0,0.02273551098612049,0.0,0.0,0.0426950608673634,0.026013658329328535,
"(0, 100)",SVM (linear),0.21573696838920178,-9999.0,0.6285475416392607,-9999.0,-9999.0,0.4449083142014682,0.8121867690770531,0.18781323092294702,0.5550916857985319,0.040727700384526895,0.0,0.02451510073714049,0.0,0.0,0.050549814701798826,0.02350390746199531,
"(0, 200)",SVM (linear),0.14643532023228759,-9999.0,0.6225064760613874,-9999.0,-9999.0,0.4606691790623675,0.784343773060407,0.21565622693959313,0.5393308209376326,0.023092567371745046,0.0,0.016426232787894658,0.0,0.0,0.02623458267034423,0.02570630274660169,
"(0, 300)",SVM (linear),0.10682292064005859,-9999.0,0.6035393178457426,-9999.0,-9999.0,0.4125334835052225,0.7945451521862629,0.20545484781373755,0.5874665164947774,0.02609944266688743,0.0,0.024647950813202278,0.0,0.0,0.051250872281763574,0.0239328551739957,
"(50, 150)",SVM (linear),0.26936634606942284,-9999.0,0.6825776829875724,-9999.0,-9999.0,0.6040611717792068,0.7610941941959382,0.23890580580406184,0.39593882822079285,0.027013432812412464,0.0,0.01629698562657112,0.0,0.0,0.03025869862983814,0.025675579828681277,
"(100, 200)",SVM (linear),0.2662308920792294,-9999.0,0.6713165676520285,-9999.0,-9999.0,0.5679705988481772,0.7746625364558803,0.22533746354412001,0.4320294011518227,0.02848961715319436,0.0,0.016463082133441363,0.0,0.0,0.03178644499816055,0.027382390254939718,
"(200, 1000)",SVM (linear),0.23020263423901727,-9999.0,0.6362604654241384,-9999.0,-9999.0,0.4809633322013266,0.79155759864695,0.20844240135305,0.5190366677986735,0.021011620522574895,0.0,0.010796436980171223,0.0,0.0,0.021482493413370368,0.020422964145829815,
"(0, 30)",SVM (polynomial),0.33337651629675669,-9999.0,0.6609700617611907,-9999.0,-9999.0,0.44068120219358614,0.8812589213287952,0.11874107867120434,0.5593187978064138,0.04784433489526286,0.0,0.020873412391510665,0.0,0.0,0.06145795351056992,0.052218050710349455,
"(0, 60)",SVM (polynomial),0.3191340266254919,-9999.0,0.6464217216288101,-9999.0,-9999.0,0.3851368059542353,0.9077066373033844,0.09229336269661494,0.6148631940457647,0.03281376737879335,0.0,0.015267723623934746,0.0,0.0,0.040467901948731205,0.02340524973228756,
"(0, 100)",SVM (polynomial),0.26398456463010583,-9999.0,0.6448779282272976,-9999.0,-9999.0,0.434739563992523,0.855016292462072,0.14498370753792772,0.5652604360074771,0.045172498270912714,0.0,0.02121225627227324,0.0,0.0,0.05040568250419225,0.04126691229968844,
"(0, 200)",SVM (polynomial),0.15834267965559187,-9999.0,0.6242363698376104,-9999.0,-9999.0,0.43237950982997403,0.8160932298452462,0.18390677015475393,0.567620490170026,0.038009365728986846,0.0,0.024661682835844818,0.0,0.0,0.03713709242964713,0.03714186377080527,
"(0, 300)",SVM (polynomial),0.11357229859032948,-9999.0,0.6048413531772368,-9999.0,-9999.0,0.3985431520974999,0.8111395542569737,0.1888604457430263,0.6014568479025001,0.040700246607680894,0.0,0.033403106360942625,0.0,0.0,0.05136354933472912,0.03930676973260832,
"(50, 150)",SVM (polynomial),0.2708283153740515,-9999.0,0.6726894629868835,-9999.0,-9999.0,0.5453292052518968,0.80004972072187,0.19995027927813014,0.45467079474810335,0.04391278999353862,0.0,0.023893150321747325,0.0,0.0,0.04962446145007086,0.04825916884288774,
"(100, 200)",SVM (polynomial),0.27030608859202332,-9999.0,0.6686362465212714,-9999.0,-9999.0,0.5425414533382149,0.7947310397043286,0.20526896029567182,0.45745854666178526,0.044373742716399316,0.0,0.025441482443650847,0.0,0.0,0.05775670261015517,0.0411660171001841,
"(200, 1000)",SVM (polynomial),0.25170991778576318,-9999.0,0.6409795537654808,-9999.0,-9999.0,0.4542335208624843,0.8277255866684776,0.1722744133315225,0.5457664791375156,0.051031980663897004,0.0,0.03178442838374479,0.0,0.0,0.08591000239513613,0.043903389902188374,
"(300, 1000)",SVM (polynomial),0.18612135656922912,-9999.0,0.592663058293228,-9999.0,-9999.0,0.3352627663493285,0.8500633502371275,0.14993664976287224,0.6647372336506716,0.06900567504014406,0.0,0.03573117095821287,0.0,0.0,0.08644986208811575,0.056247852742954,
"(300, 1000)",Decision Tree,0.12102566518676933,0.25852231521260582,0.568426954473329,0.59825306440198367,0.0965454992639616,0.42574279306250284,0.7111111158841551,0.2888888841158449,0.5742572069374972,0.12020519907818011,0.04019594061999043,0.06963358726169915,0.07024047469211478,0.060966863063731384,0.16785998602421343,0.1440806151595777,
"(300, 1000)",SVM (RBF),0.16724792139766836,0.21348184272638571,0.6000874355179154,0.63918047517843257,0.10810107409790724,0.4702767209183926,0.7298981501174379,0.2701018498825619,0.5297232790816073,0.07328148887790752,0.023111997468729245,0.043643916249253734,0.05053786845605122,0.0486482662974451,0.09477469795564746,0.059944212328664766,
"(300, 1000)",Extreme Learning Machine,0.14774919668719336,0.19567837880465117,0.5806725749365552,0.6146426502547041,0.08556992347288168,0.35373886629550244,0.8076062835776078,0.19239371642239228,0.6462611337044973,0.05770717247504337,0.010997766783797904,0.03271345409830796,0.04358788574865113,0.03931822058698835,0.07616844180742548,0.03309662084821718,
"(300, 1000)",Logistic regression,0.16930917934596273,0.18614657480668537,0.5827082706134287,0.61571904863797333,0.08882088200642951,0.30226845766231686,0.8631480835645408,0.1368519164354591,0.6977315423376829,0.04638521488767715,0.010536591734490907,0.02390839466553834,0.03040175877282143,0.028530460884981543,0.05089963370354981,0.021538114617749383,
"(300, 1000)",SVM (linear),0.16550548829087375,-9999.0,0.5846571198714078,-9999.0,-9999.0,0.3257502078447739,0.8435640318980419,0.15643596810195828,0.674249792155226,0.04455906849210775,0.0,0.024183536003618618,0.0,0.0,0.0539799687562323,0.023315892168180467,
"(300, 1000)",Gaussian Naive Bayes,-0.0063957234951325867,0.70757890165534287,0.49750377508018717,0.58635410419424216,0.08728811443302886,0.8248473450833012,0.1701602050770735,0.8298397949229268,0.17515265491669882,0.021873756094868402,0.04974587962420278,0.012730813527889845,0.028911205462200128,0.03238455716082711,0.04057955932959204,0.057068501212739,
"(300, 1000)",Random forest,0.16869770962482142,0.21223046128190406,0.6022814128883056,0.63763843663773212,0.11297670933257878,0.4934839576251634,0.7110788681514475,0.2889211318485525,0.5065160423748366,0.08106514345998193,0.020157483668524826,0.04976091336397677,0.05176191906747274,0.05290943034705878,0.10382837730140217,0.07151376977874456,
"(300, 1000)",AdaBoost,0.1792209252110506,0.23086431564767551,0.5867829612177359,0.65849902765390467,0.11880526588014075,0.3046999987356486,0.8688659236998233,0.13113407630017682,0.6953000012643509,0.047633851493609596,0.0033353788334733636,0.025243130490361997,0.0257381251872556,0.028348681987902722,0.0594518203297883,0.02422088612894064,
"(300, 1000)",K-nearest neighbours,0.18980679100663603,0.23398186195826645,0.6128411636741579,0.63346156138565535,0.09402158186403135,0.4795830421063377,0.746099285241978,0.2539007147580219,0.5204169578936623,0.047250302574214795,0.009256132587779067,0.026527711829208645,0.025635113387221176,0.02933753617863589,0.04694878159663753,0.03866954356282787,
"(300, 1000)",Bernoulli Naive Bayes,0.1690141294317267,0.22053194638822263,0.5991981393389313,0.64800587884278071,0.11352536443909651,0.44119245491822384,0.7572038237596392,0.24279617624036107,0.5588075450817761,0.04645058979438877,0.015266004412935692,0.02717452717645497,0.024139319418703068,0.024554619818692128,0.05123729710855686,0.02955138063505414,
"(300, 1000)",Artificial neural network,0.16905128321838461,0.18541386295119344,0.5826558016637143,0.6252400087947807,0.09412862500327686,0.3025542498594771,0.8627573534679511,0.13724264653204873,0.6974457501405229,0.04244055047632699,0.010970185647648616,0.022185463257426537,0.03207821753478486,0.02908302432341477,0.04921411188072564,0.02186560698988564,
