layers,Data balancer,Matthews correlation coefficient,Cohen Kappa Score,Balanced Accuracy,Average true positive rate,Average true negative rate,Average false positive rate,Average false negative rate,Average true positive with cutoff,Average true negative rate with cutoff,Average false positive rate with cutoff,Average false negative rate with cutoff,Average unclassified from cutoff
"[(50, 'lin'), (50, 'lin')]",OneSidedSelection,0.37532332017326864,0.37308261583623903,0.6788095238095239,0.5066666666666667,0.850952380952381,0.14904761904761904,0.4933333333333334,0.1922222222222222,0.6033333333333333,0.02619047619047619,0.18111111111111108,0.18111111111111108,0.04349048932393392
"[(25, 'rbf_linf'), (25, 'rbf_linf')]",RandomUnderSampler,0.31707384742615669,0.30332660943002093,0.6715873015873015,0.6788888888888889,0.6642857142857143,0.3357142857142857,0.3211111111111111,0.36999999999999994,0.36714285714285716,0.13142857142857145,0.1322222222222222,0.1322222222222222,0.21581252415974936
"[(25, 'tanh'), (25, 'tanh')]",TomekLinks,0.32584891680111644,0.3207395081092706,0.6498412698412699,0.4411111111111112,0.8585714285714285,0.14142857142857143,0.5588888888888889,0.13666666666666666,0.5752380952380953,0.029047619047619048,0.2111111111111111,0.2111111111111111,0.042142391204833984
"[(25, 'lin'), (25, 'lin')]",TomekLinks,0.35412168398790284,0.34768836666720987,0.6615873015873016,0.45222222222222225,0.870952380952381,0.12904761904761905,0.5477777777777778,0.1433333333333333,0.5957142857142858,0.028095238095238093,0.21444444444444447,0.21444444444444447,0.13021151224772134
"[(50, 'sigm'), (50, 'sigm')]",OneSidedSelection,0.32089402438020298,0.32006643759463527,0.6556349206349207,0.48888888888888893,0.8223809523809523,0.1776190476190476,0.5111111111111111,0.22777777777777775,0.6014285714285715,0.04666666666666667,0.2222222222222222,0.2222222222222222,0.06051786740620931
"[(50, 'tanh'), (50, 'tanh')]",OneSidedSelection,0.32226964667955604,0.32102773939334411,0.6551587301587302,0.48222222222222216,0.828095238095238,0.17190476190476192,0.5177777777777778,0.20888888888888887,0.5928571428571429,0.043809523809523805,0.23777777777777778,0.23777777777777778,0.06019242604573568
"[(50, 'lin'), (50, 'lin')]",RandomUnderSampler,0.38155421244714471,0.36794226776761191,0.7056349206349206,0.7122222222222222,0.699047619047619,0.3009523809523809,0.2877777777777778,0.42444444444444446,0.4304761904761905,0.11714285714285715,0.1111111111111111,0.1111111111111111,0.2694549560546875
"[(25, 'rbf_l2'), (25, 'rbf_l2')]",TomekLinks,0.36510160266823527,0.36297153919052144,0.6745238095238095,0.5033333333333333,0.8457142857142858,0.15428571428571428,0.49666666666666665,0.1822222222222222,0.6047619047619048,0.03571428571428572,0.20333333333333334,0.20333333333333334,0.08606600761413574
"[(25, 'rbf_l1'), (25, 'rbf_l1')]",TomekLinks,0.031059238705057359,0.021692470133717112,0.5084920634920634,0.06888888888888889,0.9480952380952381,0.0519047619047619,0.931111111111111,0.01,0.03047619047619048,0.0,0.01777777777777778,0.01777777777777778,0.08376622200012207
"[(50, 'sigm'), (50, 'sigm')]",RandomUnderSampler,0.28994234049694667,0.27759754250671881,0.6569047619047619,0.6566666666666667,0.6571428571428571,0.3428571428571428,0.3433333333333333,0.4133333333333333,0.4366666666666667,0.16714285714285712,0.14333333333333334,0.14333333333333334,0.13262788454691568
"[(25, 'tanh'), (25, 'tanh')]",ADASYN,0.32468858482660173,0.31715212317980551,0.6734126984126982,0.6411111111111111,0.7057142857142856,0.2942857142857143,0.35888888888888887,0.2988888888888889,0.3971428571428572,0.09000000000000001,0.11888888888888889,0.11888888888888889,0.36539777119954425
"[(25, 'lin'), (25, 'lin')]",ADASYN,0.37023733553489691,0.3595647959262902,0.6987301587301588,0.6888888888888888,0.7085714285714285,0.2914285714285714,0.31111111111111106,0.31444444444444447,0.3757142857142857,0.06285714285714285,0.06888888888888887,0.06888888888888887,0.2515522638956706
"[(25, 'rbf_linf'), (25, 'rbf_linf')]",TomekLinks,0.30636291172941793,0.30084295944505918,0.64,0.42333333333333334,0.8566666666666668,0.1433333333333333,0.5766666666666667,0.1322222222222222,0.589047619047619,0.032857142857142856,0.24444444444444446,0.24444444444444446,0.07681441307067871
"[(50, 'tanh'), (50, 'tanh')]",RandomUnderSampler,0.28771368364161815,0.27505379862153051,0.6557936507936508,0.6577777777777778,0.6538095238095237,0.34619047619047616,0.3422222222222222,0.40888888888888886,0.42333333333333334,0.16904761904761903,0.14666666666666667,0.14666666666666667,0.1871656576792399
"[(50, 'lin'), (50, 'lin')]",TomekLinks,0.37865961964074563,0.37639785465872427,0.6803968253968254,0.5088888888888888,0.8519047619047618,0.14809523809523809,0.4911111111111112,0.18777777777777774,0.6033333333333334,0.02619047619047619,0.18333333333333335,0.18333333333333335,0.0966024398803711
"[(25, 'rbf_l1'), (25, 'rbf_l1')]",ADASYN,0.068274620634496339,0.057935627033813421,0.5239682539682539,0.15222222222222223,0.8957142857142856,0.1042857142857143,0.8477777777777776,0.015555555555555557,0.028095238095238093,0.0009523809523809524,0.013333333333333334,0.013333333333333334,0.2812048594156901
"[(25, 'tanh'), (25, 'tanh')]",RandomOverSampler,0.31932075680311889,0.307395273333466,0.6723015873015873,0.668888888888889,0.6757142857142857,0.3242857142857143,0.3311111111111111,0.3277777777777778,0.39999999999999997,0.0961904761904762,0.10777777777777776,0.10777777777777776,0.253994623819987
"[(25, 'rbf_l2'), (25, 'rbf_l2')]",ADASYN,0.3570695277089222,0.35538733486955237,0.6847619047619048,0.6,0.7695238095238096,0.23047619047619047,0.39999999999999997,0.2422222222222222,0.48428571428571426,0.06857142857142856,0.14888888888888888,0.14888888888888888,0.3966524600982666
"[(25, 'lin'), (25, 'lin')]",RandomOverSampler,0.36702566326799096,0.35437387310450436,0.6977777777777777,0.6988888888888889,0.6966666666666667,0.3033333333333333,0.3011111111111111,0.37333333333333335,0.41238095238095235,0.08285714285714285,0.10111111111111111,0.10111111111111111,0.27388540903727215
"[(50, 'sigm'), (50, 'sigm')]",TomekLinks,0.31952007916505154,0.31844478242685964,0.6542857142857142,0.48333333333333334,0.8252380952380952,0.17476190476190476,0.5166666666666667,0.22888888888888884,0.6047619047619048,0.04523809523809524,0.2222222222222222,0.2222222222222222,0.08420046170552571
"[(25, 'rbf_linf'), (25, 'rbf_linf')]",ADASYN,0.30352231521473899,0.30296819132972025,0.65515873015873,0.5422222222222222,0.768095238095238,0.23190476190476186,0.45777777777777784,0.1822222222222222,0.4128571428571428,0.049523809523809526,0.14222222222222222,0.14222222222222222,0.397381067276001
"[(50, 'tanh'), (50, 'tanh')]",TomekLinks,0.31486270515409842,0.31331533803679251,0.6508730158730159,0.47222222222222215,0.8295238095238094,0.17047619047619045,0.5277777777777778,0.2022222222222222,0.5947619047619047,0.04333333333333333,0.2333333333333333,0.2333333333333333,0.08287803332010905
"[(25, 'rbf_l2'), (25, 'rbf_l2')]",RandomOverSampler,0.37241183185480398,0.35985898144708778,0.7005555555555555,0.7011111111111111,0.7000000000000001,0.3,0.29888888888888887,0.38666666666666666,0.4371428571428571,0.10999999999999999,0.11888888888888888,0.11888888888888888,0.28124070167541504
"[(25, 'rbf_l1'), (25, 'rbf_l1')]",RandomOverSampler,0.069102600991420168,0.065248435623005349,0.5372222222222223,0.4844444444444444,0.59,0.41,0.5155555555555555,0.017777777777777778,0.02190476190476191,0.0038095238095238095,0.006666666666666667,0.006666666666666667,0.28222910563151044
"[(50, 'lin'), (50, 'lin')]",ADASYN,0.40228721874061396,0.39118721482477187,0.7157142857142856,0.71,0.7214285714285715,0.2785714285714285,0.29,0.33777777777777773,0.4204761904761905,0.07285714285714286,0.08666666666666667,0.08666666666666667,0.22749543190002441
"[(25, 'lin'), (25, 'lin')]",SMOTE,0.34718415630288058,0.3363002535760185,0.6866666666666666,0.6766666666666667,0.6966666666666667,0.3033333333333333,0.3233333333333333,0.3833333333333333,0.42904761904761907,0.09476190476190476,0.11,0.11,0.23894317944844565
"[(25, 'tanh'), (25, 'tanh')]",SMOTE,0.32378778674999459,0.31364605128614148,0.6740476190476189,0.66,0.688095238095238,0.3119047619047619,0.34,0.35000000000000003,0.4166666666666667,0.1042857142857143,0.11333333333333333,0.11333333333333333,0.16233952840169272
"[(25, 'rbf_linf'), (25, 'rbf_linf')]",RandomOverSampler,0.33292720598457248,0.32319434044663448,0.6786507936507936,0.6611111111111111,0.6961904761904764,0.3038095238095238,0.33888888888888885,0.3288888888888889,0.38047619047619047,0.10523809523809524,0.12555555555555556,0.12555555555555556,0.2675536473592122
"[(50, 'sigm'), (50, 'sigm')]",ADASYN,0.31861190666587541,0.31637228455916583,0.665952380952381,0.5833333333333334,0.7485714285714286,0.2514285714285714,0.4166666666666667,0.3,0.4747619047619048,0.07428571428571427,0.15333333333333332,0.15333333333333332,0.2545364697774251
"[(50, 'lin'), (50, 'lin')]",RandomOverSampler,0.39639318555042008,0.38405810928918527,0.7130952380952381,0.7133333333333333,0.7128571428571427,0.28714285714285714,0.2866666666666667,0.4011111111111112,0.45285714285714285,0.10047619047619048,0.11333333333333333,0.11333333333333333,0.3671809832255046
"[(50, 'tanh'), (50, 'tanh')]",ADASYN,0.30968981516044963,0.30473496297680192,0.663968253968254,0.6088888888888889,0.719047619047619,0.28095238095238095,0.39111111111111113,0.31777777777777777,0.4647619047619047,0.10523809523809524,0.12888888888888886,0.12888888888888886,0.41898655891418457
"[(25, 'rbf_l2'), (25, 'rbf_l2')]",SMOTE,0.35389823310592955,0.34615736838808209,0.6887301587301587,0.6588888888888889,0.7185714285714285,0.2814285714285714,0.34111111111111114,0.37222222222222223,0.4633333333333334,0.1057142857142857,0.12333333333333334,0.12333333333333334,0.10047070185343425
"[(50, 'sigm'), (50, 'sigm')]",RandomOverSampler,0.35295479929484008,0.34604225264117217,0.6877777777777778,0.6522222222222221,0.7233333333333335,0.27666666666666667,0.34777777777777774,0.3611111111111111,0.4747619047619048,0.10428571428571427,0.14555555555555555,0.14555555555555555,0.3034669558207194
"[(25, 'rbf_l1'), (25, 'rbf_l1')]",SMOTE,0.067653683063818318,0.057996724684080569,0.5362698412698412,0.6344444444444445,0.4380952380952381,0.561904761904762,0.3655555555555556,0.015555555555555557,0.018095238095238095,0.006190476190476191,0.005555555555555556,0.005555555555555556,0.12783002853393555
"[(25, 'rbf_linf'), (25, 'rbf_linf')]",SMOTE,0.31890388351961035,0.31405819391430673,0.6686507936507936,0.6144444444444445,0.7228571428571429,0.2771428571428571,0.3855555555555556,0.31666666666666665,0.4261904761904762,0.09047619047619047,0.16,0.16,0.1565984090169271
"[(25, 'tanh'), (25, 'tanh')]",SMOTEENN,0.32418793037365717,0.32348778002052075,0.665952380952381,0.5599999999999999,0.771904761904762,0.22809523809523805,0.44,0.2611111111111111,0.5152380952380953,0.07380952380952381,0.19555555555555557,0.19555555555555557,0.07692567507425944
"[(25, 'lin'), (25, 'lin')]",SMOTEENN,0.34810054531950813,0.3469660602285371,0.6792063492063493,0.5855555555555556,0.7728571428571428,0.22714285714285717,0.41444444444444445,0.3266666666666667,0.5247619047619047,0.06904761904761904,0.18333333333333335,0.18333333333333335,0.14444486300150552
"[(50, 'tanh'), (50, 'tanh')]",RandomOverSampler,0.33023767798022313,0.32296156791139463,0.6760317460317461,0.6411111111111111,0.710952380952381,0.28904761904761905,0.35888888888888887,0.35000000000000003,0.4576190476190476,0.11857142857142856,0.1411111111111111,0.1411111111111111,0.32393916447957355
"[(50, 'lin'), (50, 'lin')]",SMOTE,0.39487955601944585,0.38362409795652858,0.711904761904762,0.7066666666666666,0.7171428571428571,0.28285714285714286,0.2933333333333333,0.43111111111111117,0.4661904761904762,0.10809523809523809,0.11222222222222222,0.11222222222222222,0.08076945940653484
"[(50, 'sigm'), (50, 'sigm')]",SMOTE,0.32838192786284531,0.3238777247549352,0.6732539682539681,0.6155555555555555,0.730952380952381,0.26904761904761904,0.3844444444444444,0.3511111111111111,0.4980952380952381,0.11238095238095237,0.17,0.17,0.14446298281351724
"[(25, 'rbf_l1'), (25, 'rbf_l1')]",SMOTEENN,0.07451722806691452,0.07293021186511979,0.537142857142857,0.41333333333333333,0.660952380952381,0.33904761904761904,0.5866666666666668,0.015555555555555557,0.022857142857142857,0.004285714285714286,0.006666666666666665,0.006666666666666665,0.04605889320373535
"[(25, 'rbf_l2'), (25, 'rbf_l2')]",SMOTEENN,0.33819940172308877,0.33786599628258102,0.6717460317460316,0.5577777777777778,0.7857142857142856,0.21428571428571427,0.44222222222222224,0.29444444444444445,0.5519047619047619,0.07333333333333333,0.20666666666666667,0.20666666666666667,0.06600252787272136
"[(50, 'tanh'), (50, 'tanh')]",SMOTE,0.31617410348656133,0.30978316005882084,0.6683333333333333,0.6266666666666666,0.7100000000000001,0.29,0.37333333333333335,0.3511111111111111,0.471904761904762,0.1119047619047619,0.15666666666666665,0.15666666666666665,0.1765429973602295
"[(25, 'rbf_linf'), (25, 'rbf_linf')]",SMOTEENN,0.29533209747546207,0.29517882433441633,0.6470634920634921,0.5022222222222222,0.7919047619047618,0.2080952380952381,0.4977777777777779,0.25666666666666665,0.5352380952380952,0.06714285714285713,0.2588888888888889,0.2588888888888889,0.05143904685974121
"[(25, 'tanh'), (25, 'tanh')]",SMOTETomek,0.32914474364312762,0.31927498594322251,0.6767460317460317,0.6611111111111111,0.6923809523809523,0.3076190476190476,0.33888888888888885,0.34888888888888886,0.4166666666666667,0.10142857142857142,0.11444444444444445,0.11444444444444445,0.02964019775390625
"[(50, 'lin'), (50, 'lin')]",SMOTEENN,0.37653695482491628,0.3746970659275799,0.6949206349206349,0.6155555555555555,0.7742857142857144,0.22571428571428567,0.3844444444444444,0.3444444444444444,0.5466666666666667,0.07904761904761905,0.17555555555555555,0.17555555555555555,0.0878768761952718
"[(25, 'lin'), (25, 'lin')]",SMOTETomek,0.35052737992285593,0.34048001596711358,0.688095238095238,0.6733333333333335,0.7028571428571428,0.29714285714285715,0.32666666666666666,0.3833333333333333,0.43285714285714283,0.09285714285714286,0.11666666666666665,0.11666666666666665,0.1457658608754476
"[(50, 'sigm'), (50, 'sigm')]",SMOTEENN,0.3270623011851217,0.32685230335966764,0.6645238095238096,0.5366666666666666,0.7923809523809524,0.2076190476190476,0.4633333333333334,0.28111111111111114,0.580952380952381,0.08380952380952382,0.24444444444444446,0.24444444444444446,0.0730893611907959
"[(50, 'rbf_l1'), (50, 'rbf_l1')]",None,0.022672167385330094,0.010425396299261277,0.5038888888888889,0.027777777777777776,0.98,0.02,0.9722222222222223,0.008888888888888889,0.04619047619047619,0.0004761904761904762,0.02777777777777778,0.02777777777777778,0.21607391039530435
"[(25, 'rbf_l2'), (25, 'rbf_l2')]",SMOTETomek,0.35189988196673877,0.34445877560875365,0.6875396825396826,0.6555555555555556,0.7195238095238095,0.2804761904761905,0.3444444444444444,0.3711111111111111,0.46761904761904766,0.10571428571428569,0.12555555555555556,0.12555555555555556,0.06969865163167317
"[(25, 'rbf_l1'), (25, 'rbf_l1')]",SMOTETomek,0.068045713134494104,0.058850757074641456,0.5365873015873016,0.6288888888888889,0.44428571428571423,0.5557142857142857,0.3711111111111111,0.015555555555555557,0.018571428571428572,0.005714285714285714,0.005555555555555556,0.005555555555555556,0.12571891148885092
"[(50, 'rbf_l2'), (50, 'rbf_l2')]",None,0.3538813098333437,0.34922067100507626,0.6640476190476191,0.4666666666666666,0.8614285714285715,0.13857142857142857,0.5333333333333333,0.19666666666666666,0.6542857142857142,0.03380952380952381,0.24333333333333332,0.24333333333333332,0.23346368471781412
"[(50, 'tanh'), (50, 'tanh')]",SMOTEENN,0.31309824278071363,0.31276574583382444,0.6585714285714285,0.5366666666666666,0.7804761904761905,0.21952380952380954,0.4633333333333334,0.27999999999999997,0.539047619047619,0.08380952380952382,0.23111111111111113,0.23111111111111113,0.10467036565144856
"[(25, 'rbf_linf'), (25, 'rbf_linf')]",SMOTETomek,0.31256618799066987,0.30829868211147232,0.6648412698412698,0.6044444444444445,0.7252380952380952,0.2747619047619047,0.3955555555555555,0.3144444444444444,0.4266666666666666,0.09285714285714286,0.16555555555555554,0.16555555555555554,0.13071775436401367
"[(50, 'rbf_linf'), (50, 'rbf_linf')]",None,0.32670065789046354,0.32169880537216483,0.6503968253968254,0.44222222222222224,0.8585714285714285,0.14142857142857143,0.5577777777777777,0.15666666666666665,0.6304761904761905,0.03238095238095238,0.26,0.26,0.30664793650309247
"[(50, 'lin'), (50, 'lin')]",SMOTETomek,0.39439068381452236,0.38345987710154589,0.7115079365079365,0.7044444444444444,0.7185714285714285,0.2814285714285714,0.29555555555555557,0.42555555555555563,0.4680952380952381,0.10619047619047617,0.11222222222222222,0.11222222222222222,0.05707232157389323
"[(75, 'sigm'), (75, 'sigm')]",None,0.32985454352193827,0.32702343963056341,0.6553968253968254,0.46555555555555556,0.8452380952380952,0.15476190476190477,0.5344444444444445,0.20333333333333334,0.6271428571428572,0.04952380952380952,0.2655555555555555,0.2655555555555555,0.32404907544453937
"[(50, 'sigm'), (50, 'sigm')]",SMOTETomek,0.33638417365739554,0.33172704394535379,0.6775396825396826,0.6222222222222222,0.732857142857143,0.2671428571428571,0.37777777777777777,0.34888888888888886,0.5014285714285714,0.11238095238095237,0.17666666666666667,0.17666666666666667,0.21327312787373862
"[(75, 'lin'), (75, 'lin')]",None,0.37186964375701476,0.36432572103900429,0.6687301587301588,0.45888888888888885,0.8785714285714287,0.12142857142857143,0.5411111111111111,0.13888888888888887,0.6428571428571428,0.01761904761904762,0.20666666666666664,0.20666666666666664,0.27372217178344727
"[(75, 'tanh'), (75, 'tanh')]",None,0.29703589297368715,0.29505525721061193,0.641031746031746,0.4511111111111112,0.830952380952381,0.16904761904761903,0.5488888888888889,0.21222222222222223,0.6295238095238095,0.047142857142857146,0.2766666666666666,0.2766666666666666,0.37380194664001465
"[(50, 'tanh'), (50, 'tanh')]",SMOTETomek,0.31520645324665797,0.30898914276008732,0.6676984126984126,0.6244444444444444,0.710952380952381,0.28904761904761905,0.3755555555555556,0.3544444444444444,0.4714285714285715,0.10952380952380951,0.16333333333333333,0.16333333333333333,0.08962003389994304
"[(75, 'rbf_l1'), (75, 'rbf_l1')]",None,0.073941850526440422,0.023909078751994366,0.5087301587301587,0.025555555555555554,0.991904761904762,0.008095238095238095,0.9744444444444444,0.013333333333333336,0.06999999999999999,0.0004761904761904762,0.05777777777777778,0.05777777777777778,0.5110090573628744
"[(75, 'rbf_l2'), (75, 'rbf_l2')]",None,0.33460896024569564,0.3311391809062163,0.6565873015873017,0.46222222222222226,0.850952380952381,0.14904761904761904,0.5377777777777778,0.2088888888888889,0.6480952380952381,0.041428571428571426,0.29,0.29,0.5198899110158285
"[(50, 'rbf_l1'), (50, 'rbf_l1')]",ClusterCentroids,0.075419911632914449,0.075013593236333498,0.5361111111111111,0.31555555555555553,0.7566666666666667,0.24333333333333332,0.6844444444444444,0.01888888888888889,0.027619047619047616,0.002857142857142857,0.005555555555555556,0.005555555555555556,0.14713629086812338
"[(50, 'rbf_l2'), (50, 'rbf_l2')]",ClusterCentroids,0.28831007643663681,0.26619844843948093,0.6572222222222223,0.7111111111111111,0.6033333333333334,0.39666666666666667,0.2888888888888889,0.4877777777777778,0.3542857142857143,0.19095238095238096,0.1177777777777778,0.1177777777777778,0.20228918393452963
"[(50, 'rbf_l1'), (50, 'rbf_l1')]",EditedNearestNeighbours,0.069621642882791823,0.068966209270074311,0.5353174603174603,0.3944444444444444,0.6761904761904761,0.32380952380952377,0.6055555555555556,0.024444444444444446,0.031428571428571424,0.0038095238095238095,0.01,0.01,0.05512197812398275
"[(50, 'rbf_linf'), (50, 'rbf_linf')]",ClusterCentroids,0.24230887728745279,0.211748532852054,0.6313492063492063,0.7388888888888889,0.5238095238095238,0.4761904761904762,0.2611111111111111,0.4688888888888889,0.2842857142857143,0.24666666666666667,0.10666666666666667,0.10666666666666667,0.21509313583374023
"[(75, 'sigm'), (75, 'sigm')]",ClusterCentroids,0.25112544924443153,0.23772691047238304,0.6364285714285715,0.6466666666666666,0.6261904761904762,0.3738095238095238,0.35333333333333333,0.4466666666666667,0.41238095238095235,0.19333333333333336,0.1788888888888889,0.1788888888888889,0.1483482519785563
"[(50, 'rbf_l2'), (50, 'rbf_l2')]",EditedNearestNeighbours,0.38806977757897126,0.36845269308046064,0.7106349206349206,0.7455555555555556,0.6757142857142857,0.3242857142857143,0.2544444444444445,0.5111111111111111,0.4633333333333333,0.1657142857142857,0.11777777777777777,0.11777777777777777,0.05068389574686686
"[(75, 'lin'), (75, 'lin')]",ClusterCentroids,0.35837011890656312,0.34505683294734552,0.6934126984126984,0.6977777777777779,0.6890476190476189,0.3109523809523809,0.3022222222222222,0.42444444444444446,0.4309523809523809,0.11714285714285715,0.11555555555555556,0.11555555555555556,0.19243876139322916
"[(75, 'tanh'), (75, 'tanh')]",ClusterCentroids,0.25209058140493507,0.23934589246269014,0.6368253968253966,0.6422222222222222,0.6314285714285713,0.36857142857142855,0.35777777777777775,0.42555555555555563,0.4161904761904762,0.18095238095238098,0.17333333333333334,0.17333333333333334,0.2251927057902018
"[(50, 'rbf_linf'), (50, 'rbf_linf')]",EditedNearestNeighbours,0.35825178575647637,0.34183718296523508,0.6941269841269841,0.7144444444444445,0.6738095238095237,0.32619047619047614,0.28555555555555556,0.5033333333333334,0.44333333333333336,0.15428571428571428,0.12111111111111111,0.12111111111111111,0.1035626729329427
"[(75, 'sigm'), (75, 'sigm')]",EditedNearestNeighbours,0.33503209636466963,0.31781115525116671,0.6819047619047619,0.7066666666666667,0.6571428571428571,0.3428571428571428,0.2933333333333333,0.5,0.44047619047619047,0.19476190476190477,0.12666666666666668,0.12666666666666668,0.0851297378540039
"[(75, 'rbf_l1'), (75, 'rbf_l1')]",ClusterCentroids,0.094737006435478444,0.091986020912488198,0.5484126984126984,0.40111111111111103,0.6957142857142857,0.3042857142857143,0.5988888888888889,0.02888888888888889,0.04000000000000001,0.006666666666666667,0.012222222222222223,0.012222222222222223,0.2512332598368327
"[(75, 'lin'), (75, 'lin')]",EditedNearestNeighbours,0.3999070049100717,0.38074878550341223,0.7169047619047619,0.75,0.6838095238095239,0.3161904761904762,0.25,0.5055555555555556,0.44857142857142857,0.14142857142857143,0.09000000000000001,0.09000000000000001,0.0923926830291748
"[(75, 'tanh'), (75, 'tanh')]",EditedNearestNeighbours,0.32500067483337319,0.30673279546076704,0.6766666666666667,0.7066666666666667,0.6466666666666667,0.35333333333333333,0.29333333333333333,0.4877777777777778,0.4533333333333333,0.19476190476190477,0.12444444444444443,0.12444444444444443,0.09682798385620117
"[(75, 'rbf_l2'), (75, 'rbf_l2')]",ClusterCentroids,0.24320020477492688,0.22192222316568691,0.6326190476190475,0.6900000000000001,0.5752380952380952,0.42476190476190473,0.31,0.45777777777777784,0.35619047619047617,0.22857142857142856,0.1511111111111111,0.1511111111111111,0.2577532132466634
"[(75, 'rbf_l1'), (75, 'rbf_l1')]",EditedNearestNeighbours,0.10532926501400607,0.10383108555644804,0.5507142857142856,0.3466666666666666,0.7547619047619047,0.24523809523809526,0.6533333333333333,0.02888888888888889,0.04619047619047619,0.007619047619047619,0.023333333333333334,0.023333333333333334,0.1021118958791097
"[(75, 'rbf_l2'), (75, 'rbf_l2')]",EditedNearestNeighbours,0.36267057534281438,0.34754290819612849,0.6961904761904764,0.71,0.6823809523809524,0.31761904761904763,0.29,0.51,0.46380952380952384,0.17476190476190476,0.1388888888888889,0.1388888888888889,0.07195901870727539
"[(50, 'rbf_l2'), (50, 'rbf_l2')]",InstanceHardnessThreshold,0.35835169957826968,0.30879563831508261,0.6936507936507937,0.8377777777777777,0.5495238095238095,0.4504761904761905,0.1622222222222222,0.6833333333333332,0.3557142857142857,0.27285714285714285,0.062222222222222213,0.062222222222222213,0.19709372520446777
"[(50, 'rbf_l1'), (50, 'rbf_l1')]",InstanceHardnessThreshold,0.068886267449512664,0.062265820098263834,0.5371428571428573,0.58,0.4942857142857143,0.5057142857142857,0.42,0.03222222222222222,0.024285714285714285,0.009999999999999998,0.005555555555555556,0.005555555555555556,0.18305492401123047
"[(50, 'rbf_linf'), (50, 'rbf_linf')]",InstanceHardnessThreshold,0.33280528995135744,0.28688376404699678,0.6799206349206349,0.818888888888889,0.540952380952381,0.4590476190476191,0.1811111111111111,0.6622222222222222,0.34904761904761905,0.2842857142857143,0.07777777777777778,0.07777777777777778,0.17566164334615073
"[(75, 'sigm'), (75, 'sigm')]",InstanceHardnessThreshold,0.33817118671936619,0.29032508990879075,0.6826190476190477,0.8266666666666668,0.5385714285714286,0.46142857142857147,0.17333333333333334,0.6677777777777778,0.35428571428571426,0.2909523809523809,0.07222222222222223,0.07222222222222223,0.25359590848286945
"[(50, 'rbf_l2'), (50, 'rbf_l2')]",NearMiss,0.29657211385428678,0.2767821230523741,0.6615873015873016,0.7022222222222222,0.620952380952381,0.379047619047619,0.29777777777777775,0.47444444444444445,0.3961904761904762,0.20142857142857143,0.12333333333333334,0.12333333333333334,0.07955265045166016
"[(50, 'rbf_l1'), (50, 'rbf_l1')]",NearMiss,0.018178225775820501,0.017105912981714894,0.5096031746031746,0.4644444444444445,0.5547619047619047,0.44523809523809527,0.5355555555555555,0.02666666666666667,0.03428571428571429,0.0033333333333333335,0.008888888888888889,0.008888888888888889,0.0421138604482015
"[(75, 'tanh'), (75, 'tanh')]",InstanceHardnessThreshold,0.33820971220837376,0.29026064164575849,0.6826190476190476,0.8266666666666668,0.5385714285714286,0.46142857142857135,0.17333333333333334,0.6633333333333334,0.3528571428571429,0.2914285714285714,0.07666666666666666,0.07666666666666666,0.15607198079427084
"[(75, 'lin'), (75, 'lin')]",InstanceHardnessThreshold,0.38932579318044463,0.33664593049781527,0.7106349206349206,0.8588888888888889,0.5623809523809524,0.43761904761904763,0.1411111111111111,0.6722222222222222,0.3633333333333333,0.2595238095238095,0.05555555555555555,0.05555555555555555,0.2229305903116862
"[(50, 'rbf_linf'), (50, 'rbf_linf')]",NearMiss,0.27663830550947549,0.25841597835461649,0.6506349206349206,0.6855555555555556,0.6157142857142858,0.3842857142857143,0.31444444444444447,0.4511111111111112,0.3966666666666667,0.2219047619047619,0.1288888888888889,0.1288888888888889,0.060547431310017906
"[(75, 'rbf_l1'), (75, 'rbf_l1')]",InstanceHardnessThreshold,0.095941714306710016,0.083438768465746896,0.5507936507936508,0.5977777777777779,0.5038095238095238,0.4961904761904763,0.4022222222222222,0.04777777777777778,0.040952380952380955,0.021428571428571432,0.013333333333333334,0.013333333333333334,0.2083604335784912
"[(75, 'sigm'), (75, 'sigm')]",NearMiss,0.26504076522220715,0.24795471437020192,0.6443650793650794,0.6744444444444445,0.6142857142857143,0.38571428571428573,0.32555555555555554,0.4633333333333334,0.41333333333333333,0.2176190476190476,0.16555555555555554,0.16555555555555554,0.0784002145131429
"[(75, 'lin'), (75, 'lin')]",NearMiss,0.33881963384471137,0.31931515922339543,0.6842857142857145,0.7200000000000001,0.6485714285714286,0.3514285714285714,0.28,0.4411111111111112,0.40523809523809523,0.18285714285714286,0.08666666666666667,0.08666666666666667,0.03636813163757324
"[(75, 'tanh'), (75, 'tanh')]",NearMiss,0.25355938254948479,0.23640990295499473,0.6381746031746032,0.6711111111111111,0.6052380952380952,0.3947619047619047,0.3288888888888889,0.47222222222222227,0.40380952380952384,0.22523809523809524,0.16222222222222224,0.16222222222222224,0.10757327079772949
"[(50, 'rbf_l2'), (50, 'rbf_l2')]",NeighbourhoodCleaningRule,0.4019338547682943,0.39223498246014782,0.7148412698412697,0.701111111111111,0.7285714285714286,0.27142857142857146,0.2988888888888889,0.4466666666666666,0.49333333333333335,0.12904761904761905,0.13333333333333333,0.13333333333333333,0.0714561144510905
