algorithm,leaf_size,n_neighbors,p,weights,Data balancer,Matthews correlation coefficient,Brier Score,Balanced Accuracy,AUC Score,Average true positive rate,Average true negative rate,Average false positive rate,Average false negative rate,Average true positive with cutoff,Average true negative rate with cutoff,Average false positive rate with cutoff,Average false negative rate with cutoff
auto,30,50,1,distance,NeighbourhoodCleaningRule,0.331335065,0.319086398,0.655496684,0.929185511,0.381807858,0.618192142,0.070814489,0.882368702,0.294484064,0.48937122,0.054471604,0.054471604
auto,30,35,3,distance,EditedNearestNeighbours,0.466874677,0.244634309,0.743182485,0.886603192,0.599761779,0.400238221,0.113396808,0.832717507,0.470515053,0.31534442,0.072636943,0.072636943
auto,30,35,3,uniform,EditedNearestNeighbours,0.471923734,0.231252661,0.745811757,0.889637157,0.601986356,0.398013644,0.110362843,0.80084287,0.469667146,0.297242453,0.067382587,0.067382587
auto,30,50,1,uniform,OneSidedSelection,0.388100768,0.196452221,0.70321421,0.807088407,0.599340012,0.400659988,0.192911593,0.468719216,0.36847217,0.095168109,0.053867985,0.053867985
auto,30,50,1,uniform,RandomUnderSampler,0.355312184,0.252362533,0.672353802,0.919702768,0.425004837,0.574995163,0.080297232,0.727161647,0.275642533,0.310892573,0.035709359,0.035709359
auto,30,50,1,distance,OneSidedSelection,0.396910144,0.195159363,0.70824168,0.798617596,0.617865765,0.382134235,0.201382404,0.557897403,0.393453285,0.105327849,0.081714425,0.081714425
auto,30,50,1,distance,RandomUnderSampler,0.342830128,0.252667566,0.669469248,0.892661967,0.446276529,0.553723471,0.107338033,0.753618359,0.298715354,0.311528167,0.052253654,0.052253654
auto,30,50,1,uniform,TomekLinks,0.371431176,0.190724317,0.695038292,0.743526504,0.646550079,0.353449921,0.256473496,0.3847844,0.39165468,0.067327832,0.060321035,0.060321035
auto,30,50,2,uniform,ClusterCentroids,0.344236378,0.315131737,0.658647894,0.94934969,0.367946097,0.632053903,0.05065031,0.859555067,0.194026463,0.441940764,0.020180659,0.020180659
auto,30,50,1,distance,TomekLinks,0.405152246,0.190919886,0.712863859,0.787114651,0.638613067,0.361386933,0.212885349,0.547610241,0.417481683,0.099400241,0.087568128,0.087568128
auto,30,50,2,uniform,EditedNearestNeighbours,0.412356515,0.260802455,0.707735958,0.914263481,0.501208435,0.498791565,0.085736519,0.814575361,0.379163533,0.350382483,0.055680674,0.055680674
auto,30,50,1,uniform,ADASYN,0.361433458,0.236138177,0.680382566,0.89448137,0.466283763,0.533716237,0.10551863,0.581292685,0.185022165,0.197844567,0.032077878,0.032077878
auto,30,50,2,distance,ClusterCentroids,0.323284247,0.330900609,0.644866153,0.952170039,0.337562268,0.662437732,0.047829961,0.873274131,0.192015377,0.477931713,0.021592359,0.021592359
auto,30,50,1,distance,ADASYN,0.346359174,0.242156204,0.67348019,0.879939577,0.467020802,0.532979198,0.120060423,0.714879307,0.220166385,0.230976859,0.062954622,0.062954622
auto,30,50,1,uniform,RandomOverSampler,0.326877504,0.228215087,0.669057596,0.812338491,0.525776701,0.474223299,0.187661509,0.584722146,0.352585863,0.177946181,0.095431658,0.095431658
auto,30,50,2,distance,EditedNearestNeighbours,0.416539949,0.2702389,0.711130368,0.909408893,0.512851843,0.487148157,0.090591107,0.855725838,0.390489145,0.366154053,0.060731179,0.060731179
auto,30,50,1,distance,RandomOverSampler,0.355933213,0.229765337,0.681609835,0.859357319,0.50386235,0.49613765,0.140642681,0.687032256,0.35290652,0.207478907,0.086756996,0.086756996
auto,30,50,1,uniform,SMOTE,0.359515377,0.226556673,0.68239008,0.870657634,0.494122526,0.505877474,0.129342366,0.605506424,0.298288877,0.184823311,0.040555403,0.040555403
auto,30,20,3,uniform,ADASYN,0.49478648,0.186358317,0.760280031,0.834947054,0.685613008,0.314386992,0.165052946,0.584531722,0.347082545,0.125439052,0.05264976,0.05264976
auto,30,50,1,distance,SMOTE,0.347084747,0.230830164,0.676619146,0.857739937,0.495498355,0.504501645,0.142260063,0.674918368,0.344124292,0.206737662,0.078892246,0.078892246
auto,30,50,1,uniform,SMOTEENN,0.35906574,0.201739032,0.686928841,0.683803595,0.690054088,0.309945912,0.316196405,0.460451036,0.48788099,0.108293504,0.165252525,0.165252525
auto,30,50,1,distance,SMOTEENN,0.359999127,0.211200448,0.687190485,0.677554396,0.696826574,0.303173426,0.322445604,0.526222955,0.512226512,0.114009135,0.216099362,0.216099362
auto,30,50,1,uniform,SMOTETomek,0.357043546,0.223940683,0.682133347,0.859558119,0.504708574,0.495291426,0.140441881,0.596631573,0.300511436,0.17445008,0.040958223,0.040958223
auto,30,20,3,distance,ADASYN,0.469131108,0.194599073,0.746754174,0.820812963,0.672695384,0.327304616,0.179187037,0.675532973,0.41568005,0.160477452,0.089983826,0.089983826
auto,30,50,1,distance,SMOTETomek,0.347909711,0.228053487,0.678069302,0.848254753,0.50788385,0.49211615,0.151745247,0.657568434,0.34909952,0.195094422,0.081920107,0.081920107
auto,30,50,2,uniform,InstanceHardnessThreshold,0.442777964,0.237903826,0.730830538,0.868036864,0.593624212,0.406375788,0.131963136,0.692269523,0.44722891,0.256908,0.063146266,0.063146266
auto,30,50,2,uniform,NearMiss,0.379730404,0.205934693,0.699019125,0.799225488,0.598812762,0.401187238,0.200774512,0.507862919,0.386046551,0.136663386,0.057097867,0.057097867
auto,30,50,2,uniform,NeighbourhoodCleaningRule,0.43521922,0.237201723,0.72256348,0.907396625,0.537730335,0.462269665,0.092603375,0.777630688,0.404782261,0.299892834,0.057297446,0.057297446
auto,30,20,3,uniform,RandomOverSampler,0.494700823,0.175487344,0.758195317,0.777430498,0.738960137,0.261039863,0.222569502,0.570206598,0.522595368,0.113264357,0.113795966,0.113795966
auto,30,50,2,distance,InstanceHardnessThreshold,0.444988038,0.252403194,0.730457311,0.88962434,0.571290282,0.428709718,0.11037566,0.820415026,0.446381003,0.32126715,0.061942079,0.061942079
auto,30,50,2,uniform,OneSidedSelection,0.487183624,0.164908016,0.752940315,0.754217706,0.751662923,0.248337077,0.245782294,0.44430834,0.527147315,0.071666961,0.085349568,0.085349568
auto,30,35,3,uniform,InstanceHardnessThreshold,0.495824326,0.212534959,0.760728618,0.851086698,0.670370539,0.329629461,0.148913302,0.701761421,0.555833985,0.21975404,0.091802618,0.091802618
auto,30,50,2,distance,NearMiss,0.3772986,0.208985616,0.697965658,0.790342702,0.605588614,0.394411386,0.209657298,0.578891025,0.400229137,0.152858741,0.083129177,0.083129177
auto,30,35,3,distance,InstanceHardnessThreshold,0.490247913,0.229209658,0.75738282,0.868636821,0.646128818,0.353871182,0.131363179,0.805076749,0.541119775,0.277548305,0.088373768,0.088373768
auto,30,50,2,uniform,RandomUnderSampler,0.446496719,0.207563381,0.731600448,0.886405444,0.576795451,0.423204549,0.113594556,0.667234276,0.370803408,0.195303034,0.050034484,0.050034484
auto,30,50,2,distance,NeighbourhoodCleaningRule,0.433937834,0.251470786,0.722864603,0.899318258,0.546410949,0.453589051,0.100681742,0.825257408,0.416637983,0.326037634,0.068396961,0.068396961
auto,30,50,2,uniform,TomekLinks,0.472292551,0.161347358,0.740757486,0.694286063,0.78722891,0.21277109,0.305713937,0.366426806,0.555094422,0.049542484,0.094228081,0.094228081
auto,30,50,3,uniform,None,0.489125798,0.155458451,0.743804387,0.661002167,0.826606607,0.173393393,0.338997833,0.325659007,0.622312396,0.045307997,0.116417956,0.116417956
auto,30,50,2,distance,OneSidedSelection,0.502025744,0.16413649,0.759597168,0.750381153,0.768813183,0.231186817,0.249618847,0.529653026,0.55519856,0.079287859,0.109967958,0.109967958
auto,30,50,3,distance,None,0.517992557,0.15653723,0.761629903,0.704379749,0.818880057,0.181119943,0.295620251,0.475971803,0.646022157,0.067961239,0.142451707,0.142451707
auto,30,20,3,distance,RandomOverSampler,0.491413876,0.181831565,0.757608324,0.797004486,0.718212162,0.281787838,0.202995514,0.647481461,0.55509274,0.143751987,0.126912631,0.126912631
auto,30,50,2,distance,RandomUnderSampler,0.437973646,0.208113309,0.728654635,0.859766853,0.597542416,0.402457584,0.140233147,0.70559065,0.394510309,0.1948811,0.065772529,0.065772529
auto,30,50,2,uniform,ADASYN,0.460602186,0.196123729,0.741655554,0.852105954,0.631205155,0.368794845,0.147894046,0.549012786,0.297330608,0.128193235,0.044990082,0.044990082
auto,30,50,2,distance,TomekLinks,0.507463665,0.161266913,0.761463427,0.74331716,0.779609694,0.220390306,0.25668284,0.520575544,0.577322364,0.074948394,0.11582044,0.11582044
auto,30,50,2,uniform,RandomOverSampler,0.431839023,0.188388037,0.726691939,0.771581067,0.681802811,0.318197189,0.228418933,0.564140499,0.478549979,0.116652787,0.110768714,0.110768714
auto,30,35,3,uniform,NearMiss,0.444497708,0.193929915,0.733247082,0.7740047,0.692489464,0.307510536,0.2259953,0.567388691,0.444267629,0.149256315,0.071414447,0.071414447
auto,30,50,2,distance,ADASYN,0.456551971,0.201805007,0.739673529,0.844016601,0.635330457,0.364669543,0.155983399,0.678150691,0.338403614,0.160160328,0.073241173,0.073241173
auto,30,50,2,uniform,SMOTE,0.421541439,0.220159697,0.717269545,0.883363545,0.551175545,0.448824455,0.116636455,0.720314932,0.385934169,0.23171474,0.052865208,0.052865208
auto,30,35,3,distance,NearMiss,0.437919459,0.198668308,0.729698643,0.765527785,0.6938695,0.3061305,0.234472215,0.596640728,0.452629941,0.153066344,0.089581006,0.089581006
auto,30,50,2,distance,RandomOverSampler,0.469110445,0.189699461,0.746671551,0.826466477,0.666876625,0.333123375,0.173533523,0.668457994,0.485221356,0.144175772,0.104513412,0.104513412
auto,30,50,2,uniform,SMOTEENN,0.439448941,0.185633629,0.730594387,0.791140407,0.670048368,0.329951632,0.208859593,0.561510574,0.499097249,0.126916665,0.097448808,0.097448808
auto,30,50,2,distance,SMOTE,0.414784953,0.21060298,0.716714845,0.84139278,0.592036911,0.407963089,0.15860722,0.698728676,0.432934952,0.199749834,0.084541487,0.084541487
auto,30,50,2,uniform,SMOTETomek,0.423557233,0.21868417,0.718641459,0.881343953,0.555938964,0.444061036,0.118656047,0.713660472,0.389003121,0.226950816,0.053470048,0.053470048
auto,30,50,2,distance,SMOTEENN,0.432385509,0.191898664,0.723169137,0.699334127,0.747004147,0.252995853,0.300665873,0.546188776,0.571714403,0.102890285,0.199355488,0.199355488
auto,30,65,1,uniform,None,0.374629382,0.186222703,0.696758131,0.75966981,0.633846451,0.366153549,0.24033019,0.328293814,0.391441862,0.040544746,0.061329915,0.061329915
auto,30,20,3,uniform,SMOTE,0.488687045,0.196027257,0.757012128,0.847255638,0.666768617,0.333231383,0.152744362,0.66483872,0.425203355,0.183230962,0.072430041,0.072430041
auto,30,50,2,distance,SMOTETomek,0.415733834,0.208670352,0.717550732,0.835337667,0.599763797,0.400236203,0.164662333,0.684402331,0.437062441,0.192234419,0.088173579,0.088173579
auto,30,65,1,distance,None,0.394435377,0.186506522,0.707243634,0.770371388,0.644115881,0.355884119,0.229628612,0.491111111,0.413248374,0.066690724,0.090390918,0.090390918
auto,30,35,3,uniform,NeighbourhoodCleaningRule,0.482317689,0.215264332,0.752434181,0.878535811,0.626332551,0.373667449,0.121464189,0.767142726,0.479825203,0.261357997,0.071418719,0.071418719
auto,30,35,3,distance,NeighbourhoodCleaningRule,0.471928915,0.23323157,0.74687208,0.874292777,0.619451384,0.380548616,0.125707223,0.804266227,0.485969499,0.287927423,0.082924105,0.082924105
auto,30,20,3,distance,SMOTE,0.478483704,0.192469949,0.751440882,0.806687418,0.696194346,0.303805654,0.193312582,0.661605176,0.496235732,0.170002944,0.110766883,0.110766883
auto,30,50,3,uniform,ClusterCentroids,0.397916509,0.275136605,0.699117663,0.915649547,0.482585779,0.517414221,0.084350453,0.797605054,0.315334662,0.354929888,0.040558455,0.040558455
auto,30,50,3,distance,ClusterCentroids,0.35708893,0.299099122,0.673142533,0.921497757,0.424787308,0.575212692,0.078502243,0.820606671,0.287282913,0.397801835,0.041163295,0.041163295
auto,30,65,1,uniform,ClusterCentroids,0.093353776,0.463301193,0.513862409,0.997981629,0.029743189,0.970256811,0.002018371,0.97356465,0.014183932,0.845454362,0.00040343,0.00040343
auto,30,65,1,uniform,EditedNearestNeighbours,0.314398438,0.334788943,0.64307048,0.937465898,0.348675062,0.651324938,0.062534102,0.877335286,0.287390752,0.533305574,0.04841466,0.04841466
auto,30,20,3,uniform,SMOTEENN,0.474176424,0.176848918,0.744469499,0.722350392,0.766588605,0.233411395,0.277649608,0.554267143,0.624642121,0.125012071,0.151319845,0.151319845
auto,30,65,1,distance,ClusterCentroids,0.08822503,0.470522337,0.513704931,0.995761238,0.031648623,0.968351377,0.004238762,0.970334768,0.014395572,0.8395281,0.00141231,0.00141231
auto,30,65,1,distance,EditedNearestNeighbours,0.322182197,0.342475445,0.648576145,0.935035552,0.362116739,0.637883261,0.064964448,0.903761482,0.301148375,0.538065124,0.051448625,0.051448625
auto,30,20,3,distance,SMOTEENN,0.454688919,0.184859182,0.728861116,0.655144191,0.80257804,0.19742196,0.344855809,0.537513504,0.691116831,0.099396371,0.251816656,0.251816656
auto,30,35,3,uniform,OneSidedSelection,0.508195829,0.158805324,0.760300719,0.728187006,0.792414431,0.207585569,0.271812994,0.483047392,0.576687948,0.077595915,0.106733803,0.106733803
auto,30,50,3,uniform,EditedNearestNeighbours,0.456966274,0.230562729,0.736960667,0.890249931,0.583671402,0.416328598,0.109750069,0.786520797,0.475064644,0.292374391,0.074850621,0.074850621
auto,30,35,3,distance,OneSidedSelection,0.517450061,0.160590997,0.764422132,0.728594098,0.800250166,0.199749834,0.271405902,0.530652141,0.59277681,0.082887089,0.125909854,0.125909854
auto,30,50,3,distance,EditedNearestNeighbours,0.457620014,0.241925201,0.737780693,0.886808264,0.588753123,0.411246877,0.113191736,0.827876347,0.484697807,0.315662385,0.079494644,0.079494644
auto,30,65,1,uniform,InstanceHardnessThreshold,0.349624847,0.315309535,0.670445148,0.911022613,0.429867683,0.570132317,0.088977387,0.719110745,0.328884347,0.404362346,0.051645152,0.051645152
auto,30,35,3,uniform,RandomUnderSampler,0.490315248,0.187396738,0.757705347,0.8557295,0.659681194,0.340318806,0.1442705,0.665835393,0.473791607,0.172862106,0.071618298,0.071618298
auto,30,35,3,distance,RandomUnderSampler,0.486149302,0.192439069,0.755611613,0.835349873,0.675873352,0.324126648,0.164650127,0.689658519,0.479083621,0.171806765,0.083326925,0.083326925
auto,30,20,3,uniform,SMOTETomek,0.488481231,0.194290462,0.756925209,0.842213067,0.671637352,0.328362648,0.157786933,0.658786048,0.430601526,0.177302344,0.074449022,0.074449022
auto,30,65,1,uniform,NearMiss,0.339953229,0.218705425,0.672061791,0.860166011,0.483957571,0.516042429,0.139833989,0.493744087,0.343598557,0.136990268,0.054068785,0.054068785
auto,30,65,2,uniform,None,0.469794692,0.161491282,0.741328628,0.709823919,0.772833338,0.227166662,0.290176081,0.327678599,0.54715354,0.039063097,0.092004639,0.092004639
auto,30,65,1,uniform,NeighbourhoodCleaningRule,0.320204957,0.307145877,0.646268753,0.938675578,0.353861929,0.646138071,0.061324422,0.8514944,0.279665043,0.494879754,0.04740578,0.04740578
auto,30,65,1,distance,InstanceHardnessThreshold,0.351266105,0.329527,0.669685507,0.920299673,0.41907134,0.58092866,0.079700327,0.858150081,0.328354068,0.474121012,0.049431475,0.049431475
auto,30,65,1,uniform,OneSidedSelection,0.376971976,0.198598925,0.695496615,0.836960542,0.554032688,0.445967312,0.163039458,0.456619366,0.374824236,0.09273391,0.057498245,0.057498245
auto,30,65,1,distance,NearMiss,0.320297483,0.219759646,0.664802515,0.817382892,0.512222138,0.487777862,0.182617108,0.565369709,0.363497952,0.135821368,0.078486985,0.078486985
auto,30,65,1,uniform,RandomUnderSampler,0.342601331,0.256584918,0.663246016,0.926363331,0.4001287,0.5998713,0.073636669,0.746541548,0.235318848,0.339258586,0.025823797,0.025823797
auto,30,20,3,distance,SMOTETomek,0.476755862,0.190578043,0.750274048,0.795991944,0.704556153,0.295443847,0.204008056,0.648892551,0.509043666,0.162698833,0.117022796,0.117022796
auto,30,65,1,distance,NeighbourhoodCleaningRule,0.323687841,0.319015993,0.650602112,0.930194391,0.371009833,0.628990167,0.069805609,0.882771522,0.290988804,0.496041083,0.054470994,0.054470994
auto,30,65,1,uniform,TomekLinks,0.360718592,0.19167039,0.689200926,0.771972901,0.60642895,0.39357105,0.228027099,0.360983857,0.385937871,0.056741447,0.059718026,0.059718026
auto,30,65,2,distance,None,0.495138272,0.161167953,0.754009505,0.723751717,0.784267293,0.215732707,0.276248283,0.474762733,0.567900842,0.057482693,0.118847081,0.118847081
auto,30,65,1,distance,OneSidedSelection,0.379492377,0.195545714,0.698493934,0.807493668,0.5894942,0.4105058,0.192506332,0.539941408,0.399488732,0.091144085,0.081111416,0.081111416
auto,30,65,1,distance,RandomUnderSampler,0.335288388,0.253653669,0.664652256,0.894882358,0.434422153,0.565577847,0.105117642,0.757849187,0.276066487,0.316287885,0.049028045,0.049028045
auto,30,65,1,uniform,ADASYN,0.358081282,0.238402256,0.677355247,0.901133388,0.453577107,0.546422893,0.098866612,0.606932772,0.246308157,0.239232342,0.0359126,0.0359126
auto,30,65,1,distance,TomekLinks,0.386965648,0.19083813,0.703070327,0.793568922,0.612571731,0.387428269,0.206431078,0.525818304,0.407850203,0.08140628,0.083329977,0.083329977
auto,30,65,1,uniform,RandomOverSampler,0.317788002,0.231791806,0.663711832,0.814350758,0.513072905,0.486927095,0.185649242,0.616816503,0.383512756,0.224839293,0.101492264,0.101492264
auto,30,65,1,uniform,SMOTE,0.358707804,0.231487439,0.680337981,0.882961946,0.477714017,0.522285983,0.117038054,0.633766059,0.311207678,0.233942009,0.041971375,0.041971375
auto,30,65,1,distance,ADASYN,0.341916993,0.243405266,0.670572991,0.881958558,0.459187423,0.540812577,0.118041442,0.723961671,0.247368881,0.25457979,0.061339681,0.061339681
auto,30,65,2,uniform,ClusterCentroids,0.288739656,0.335999578,0.620933157,0.961250572,0.280615742,0.719384258,0.038749428,0.879731454,0.151157039,0.504715976,0.014929964,0.014929964
auto,30,35,3,uniform,TomekLinks,0.50455747,0.154227645,0.753886656,0.687836065,0.819937248,0.180062752,0.312163935,0.418886142,0.636390003,0.059599095,0.127318502,0.127318502
auto,30,35,3,distance,TomekLinks,0.524992463,0.156345788,0.76699043,0.723145656,0.810835205,0.189164795,0.276854344,0.52298819,0.646234302,0.079817465,0.142858799,0.142858799
auto,30,65,2,uniform,EditedNearestNeighbours,0.38760571,0.265938307,0.692645883,0.914462449,0.470829317,0.529170683,0.085537551,0.817804632,0.363496774,0.371134832,0.055879642,0.055879642
auto,30,65,1,distance,RandomOverSampler,0.35159106,0.232043455,0.678590417,0.863798712,0.493382122,0.506617878,0.136201288,0.698330129,0.367630656,0.230977364,0.084943697,0.084943697
auto,30,65,1,uniform,SMOTEENN,0.336846496,0.205109088,0.676151529,0.689449785,0.662853273,0.337146727,0.310550215,0.470547163,0.489785079,0.119622143,0.165253746,0.165253746
auto,30,50,3,uniform,InstanceHardnessThreshold,0.484919781,0.211156803,0.754996935,0.843012603,0.666981267,0.333018733,0.156987397,0.667043852,0.537733532,0.208214601,0.088772926,0.088772926
auto,30,65,1,distance,SMOTE,0.34359153,0.234832499,0.674272351,0.860563948,0.487980754,0.512019246,0.139436052,0.689050627,0.344656253,0.236801339,0.076472276,0.076472276
auto,30,65,1,uniform,SMOTETomek,0.356670809,0.228833306,0.680292215,0.874084653,0.486499777,0.513500223,0.125915347,0.620650005,0.314171314,0.22483862,0.042375416,0.042375416
auto,30,50,3,distance,InstanceHardnessThreshold,0.484702226,0.226455351,0.754371831,0.868436632,0.64030703,0.35969297,0.131563368,0.798017028,0.531486949,0.270139047,0.088174189,0.088174189
auto,30,65,2,distance,ClusterCentroids,0.28753338,0.344311123,0.620818159,0.959433611,0.282202707,0.717797293,0.040566389,0.884367542,0.151262523,0.506301596,0.016343495,0.016343495
auto,30,65,1,distance,SMOTEENN,0.345764116,0.212865473,0.680620096,0.686429247,0.674810945,0.325189055,0.313570753,0.527847051,0.507887047,0.115279313,0.20964204,0.20964204
auto,30,65,2,distance,EditedNearestNeighbours,0.397899832,0.273568055,0.699353786,0.912635112,0.486072459,0.513927541,0.087364888,0.85129299,0.373445546,0.371766052,0.058711587,0.058711587
auto,30,65,1,distance,SMOTETomek,0.343273387,0.232034535,0.675155673,0.850474534,0.499836812,0.500163188,0.149525466,0.674724282,0.348890403,0.225158436,0.079298117,0.079298117
auto,30,50,3,uniform,NearMiss,0.4400905,0.191385287,0.730991526,0.775418841,0.686564211,0.313435789,0.224581159,0.505436846,0.473589556,0.133697395,0.075657481,0.075657481
auto,30,50,3,distance,NearMiss,0.443049362,0.194144343,0.732293299,0.767542494,0.697044103,0.302955897,0.232457506,0.577271201,0.488406053,0.144810525,0.09805731,0.09805731
auto,30,65,2,uniform,InstanceHardnessThreshold,0.423514388,0.240780702,0.71926425,0.875707528,0.562820972,0.437179028,0.124292472,0.68198053,0.431985263,0.263576686,0.063552138,0.063552138
auto,30,65,2,uniform,NearMiss,0.3742773,0.206365413,0.694921072,0.823843877,0.565998267,0.434001733,0.176156123,0.50221734,0.39875102,0.140265812,0.062542037,0.062542037
auto,30,65,3,uniform,None,0.483721406,0.157037363,0.744795045,0.685000458,0.804589632,0.195410368,0.314999542,0.309109219,0.621147198,0.042448667,0.113997376,0.113997376
auto,30,35,3,uniform,ADASYN,0.486642873,0.186287133,0.755993952,0.836964814,0.67502309,0.32497691,0.163035186,0.58291495,0.371963224,0.129461394,0.062343678,0.062343678
auto,30,65,2,uniform,NeighbourhoodCleaningRule,0.407990349,0.241216092,0.705720681,0.910020446,0.501420917,0.498579083,0.089979554,0.782681803,0.383505354,0.31979593,0.059515396,0.059515396
auto,30,35,3,distance,ADASYN,0.476958975,0.193141132,0.750859845,0.823837774,0.677881916,0.322118084,0.176162226,0.665644969,0.393874883,0.152114636,0.091197778,0.091197778
auto,30,65,2,uniform,OneSidedSelection,0.477711122,0.167953544,0.749994998,0.779446428,0.720543569,0.279456431,0.220553572,0.430586835,0.528629638,0.07262052,0.087161647,0.087161647
auto,30,65,2,uniform,RandomUnderSampler,0.424572652,0.21459743,0.717939609,0.895285178,0.540594039,0.459405961,0.104714822,0.687421649,0.326139585,0.212026144,0.039947511,0.039947511
auto,30,65,2,distance,InstanceHardnessThreshold,0.428221863,0.253995684,0.720521476,0.891241722,0.54980123,0.45019877,0.108758278,0.814973298,0.426903879,0.320313759,0.0607324,0.0607324
auto,30,65,3,distance,None,0.511388029,0.156524682,0.758872634,0.704579328,0.813165939,0.186834061,0.295420672,0.457407306,0.638400585,0.060551644,0.138214166,0.138214166
auto,30,50,3,uniform,NeighbourhoodCleaningRule,0.47357901,0.213177166,0.747222064,0.881766914,0.612677215,0.387322785,0.118233086,0.751796515,0.498037365,0.253845442,0.079895633,0.079895633
auto,30,65,2,distance,NearMiss,0.366568146,0.207404213,0.692081087,0.790746742,0.593415432,0.406584568,0.209253258,0.564355946,0.411029349,0.137827912,0.084941255,0.084941255
auto,30,65,2,uniform,TomekLinks,0.463525418,0.163599924,0.739629332,0.722938143,0.756320522,0.243679478,0.277061857,0.346246758,0.537520209,0.045944768,0.091195337,0.091195337
auto,30,50,3,distance,NeighbourhoodCleaningRule,0.468302429,0.228949177,0.744803158,0.874495407,0.615110909,0.384889091,0.125504593,0.802248467,0.505446287,0.282424441,0.089381428,0.089381428
auto,30,65,2,distance,NeighbourhoodCleaningRule,0.418600794,0.253332791,0.713253177,0.90275016,0.523756193,0.476243807,0.09724984,0.822838048,0.393770577,0.326250789,0.066174738,0.066174738
auto,30,65,2,distance,OneSidedSelection,0.489646869,0.165096394,0.754192514,0.755025787,0.753359242,0.246640758,0.244974213,0.511488907,0.54736518,0.07251369,0.108956636,0.108956636
auto,30,65,2,uniform,ADASYN,0.457721558,0.197040049,0.739559103,0.864005615,0.615112592,0.384887408,0.135994385,0.562549361,0.350363809,0.143011415,0.045597363,0.045597363
auto,30,65,2,distance,RandomUnderSampler,0.424210306,0.212013612,0.720475263,0.865215295,0.575735231,0.424264769,0.134784705,0.702565229,0.363074335,0.194561789,0.060326528,0.060326528
auto,30,65,2,uniform,RandomOverSampler,0.427132839,0.191492077,0.724528694,0.781862126,0.667195262,0.332804738,0.218137874,0.58715005,0.493281685,0.141001337,0.11803778,0.11803778
auto,30,65,2,distance,TomekLinks,0.495280842,0.162081393,0.756194652,0.746750893,0.765638412,0.234361588,0.253249107,0.502813025,0.555516525,0.06658625,0.112389148,0.112389148
auto,30,65,2,uniform,SMOTE,0.41785336,0.224710292,0.711701894,0.912029052,0.511374736,0.488625264,0.087970948,0.75704904,0.372182266,0.260611368,0.052462388,0.052462388
auto,30,65,2,distance,ADASYN,0.452962882,0.201737467,0.737500756,0.850680216,0.624321296,0.375678704,0.149319784,0.681588697,0.355763326,0.163440079,0.070216973,0.070216973
auto,30,65,2,uniform,SMOTEENN,0.422714468,0.187992469,0.721726687,0.790340261,0.653113113,0.346886887,0.209659739,0.563945192,0.472847133,0.130202303,0.099066191,0.099066191
auto,30,65,2,distance,RandomOverSampler,0.459907251,0.191194777,0.741823974,0.829896549,0.653751398,0.346248602,0.170103451,0.671692148,0.482164686,0.152327285,0.101492264,0.101492264
auto,30,65,2,uniform,SMOTETomek,0.417983785,0.223224628,0.712069064,0.910011901,0.514126227,0.485873773,0.089988099,0.75321676,0.375569014,0.254789916,0.05428057,0.05428057
auto,30,35,3,uniform,RandomOverSampler,0.472402013,0.178105454,0.747303395,0.777240685,0.717366106,0.282633894,0.222759315,0.575239403,0.543866724,0.117712166,0.129132412,0.129132412
auto,30,35,3,distance,RandomOverSampler,0.491606611,0.181598592,0.758038362,0.805484452,0.710592273,0.289407727,0.194515548,0.64969819,0.539951043,0.139095566,0.126102719,0.126102719
auto,30,65,2,distance,SMOTE,0.406633637,0.21390098,0.711181987,0.855520156,0.566843819,0.433156181,0.144479844,0.708215081,0.41261379,0.206733456,0.083735238,0.083735238
auto,30,80,1,uniform,None,0.360762089,0.186867122,0.68944508,0.740706766,0.638183393,0.361816607,0.259293234,0.273398639,0.374612259,0.027098359,0.059918826,0.059918826
auto,30,50,3,uniform,OneSidedSelection,0.503107684,0.159652685,0.758267307,0.731421771,0.785112844,0.214887156,0.268578229,0.419274314,0.591613799,0.070078482,0.104515243,0.104515243
auto,30,65,2,distance,SMOTEENN,0.425549328,0.193292486,0.720556897,0.706601971,0.734511823,0.265488177,0.293398029,0.547609631,0.544086944,0.103631699,0.192088864,0.192088864
auto,30,50,3,distance,OneSidedSelection,0.517257481,0.159193449,0.764567938,0.731214257,0.797921619,0.202078381,0.268785743,0.509064054,0.616170456,0.07844113,0.128731423,0.128731423
auto,30,65,3,uniform,ClusterCentroids,0.357023634,0.291231501,0.670816767,0.932193842,0.409439692,0.590560308,0.067806158,0.805475907,0.263996938,0.39653334,0.037331014,0.037331014
auto,30,65,2,distance,SMOTETomek,0.40427379,0.21192599,0.710345045,0.848659404,0.572030686,0.427969314,0.151340596,0.698732949,0.416318335,0.198900413,0.085350179,0.085350179
auto,30,80,1,distance,None,0.380192762,0.186243095,0.699764974,0.768752785,0.630777164,0.369222836,0.231247215,0.470525802,0.40626307,0.058326898,0.087364277,0.087364277
auto,30,65,3,distance,ClusterCentroids,0.339074759,0.307665232,0.659633499,0.932798682,0.386468317,0.613531683,0.067201318,0.824239373,0.253622698,0.415268041,0.038137874,0.038137874
auto,30,80,1,uniform,ClusterCentroids,0.079781462,0.472611064,0.510638864,0.997779609,0.02349812,0.97650188,0.002220391,0.981837712,0.011749228,0.889384679,0,0
