class_weight,criterion,max_depth,max_features,max_leaf_nodes,min_samples_leaf,min_samples_split,splitter,Data balancer,Matthews correlation coefficient,Brier Score,Balanced Accuracy,AUC Score,Average true positive rate,Average true negative rate,Average false positive rate,Average false negative rate,Average true positive with cutoff,Average true negative rate with cutoff,Average false positive rate with cutoff,Average false negative rate with cutoff
balanced,entropy,,auto,,2,3,best,EditedNearestNeighbours,0.4873575,0.222972757,0.756017079,0.844633648,0.66740051,0.33259949,0.155366352,0.793177698,0.572143404,0.277240938,0.096245232,0.096245232
balanced,entropy,,auto,,3,2,best,ClusterCentroids,0.421900466,0.263325892,0.719306285,0.863196314,0.575416257,0.424583743,0.136803686,0.752798071,0.50354388,0.341909472,0.086571455,0.086571455
balanced,entropy,,auto,,2,3,random,EditedNearestNeighbours,0.447090388,0.212052567,0.731741529,0.851344869,0.612138189,0.387861811,0.148655131,0.708805273,0.4879821,0.234381777,0.075669688,0.075669688
balanced,entropy,,auto,,3,2,best,EditedNearestNeighbours,0.474772496,0.216213003,0.748740921,0.852516708,0.644965133,0.355034867,0.147483292,0.768158931,0.557002381,0.274275452,0.094835973,0.094835973
balanced,entropy,,auto,,3,2,random,ClusterCentroids,0.376912489,0.224566337,0.697684474,0.789353352,0.606015595,0.393984405,0.210646648,0.691722054,0.496231694,0.286567576,0.137786322,0.137786322
balanced,entropy,,auto,,3,3,best,ClusterCentroids,0.421900466,0.263325892,0.719306285,0.863196314,0.575416257,0.424583743,0.136803686,0.752798071,0.50354388,0.341909472,0.086571455,0.086571455
balanced,entropy,,auto,,3,2,random,EditedNearestNeighbours,0.424371296,0.208139671,0.719759836,0.775614758,0.663904913,0.336095087,0.224385242,0.668492172,0.425953853,0.213836357,0.070619183,0.070619183
balanced,entropy,,auto,,3,3,best,EditedNearestNeighbours,0.474772496,0.216213003,0.748740921,0.852516708,0.644965133,0.355034867,0.147483292,0.768158931,0.557002381,0.274275452,0.094835973,0.094835973
balanced,entropy,,auto,,3,3,random,ClusterCentroids,0.376912489,0.224566337,0.697684474,0.789353352,0.606015595,0.393984405,0.210646648,0.691722054,0.496231694,0.286567576,0.137786322,0.137786322
balanced,entropy,,auto,,3,3,random,EditedNearestNeighbours,0.424371296,0.208139671,0.719759836,0.775614758,0.663904913,0.336095087,0.224385242,0.668492172,0.425953853,0.213836357,0.070619183,0.070619183
balanced,entropy,,auto,,2,2,best,InstanceHardnessThreshold,0.476592699,0.242791598,0.750199553,0.853103238,0.647295867,0.352704133,0.146896762,0.828279777,0.571711543,0.315972443,0.094619305,0.094619305
balanced,entropy,,auto,,2,2,best,NearMiss,0.35229881,0.253023781,0.683525567,0.805498489,0.561552645,0.438447355,0.194501511,0.602091001,0.490524474,0.265376974,0.116213494,0.116213494
balanced,entropy,,auto,,2,2,random,InstanceHardnessThreshold,0.441323663,0.236062543,0.730022155,0.851513931,0.608530379,0.391469621,0.148486069,0.762507858,0.552015713,0.276166755,0.113000092,0.113000092
balanced,entropy,,auto,,2,2,random,NearMiss,0.354817222,0.237005855,0.6840338,0.8169935,0.551074099,0.448925901,0.1830065,0.61943239,0.468191216,0.306225385,0.106528121,0.106528121
balanced,entropy,,auto,,2,2,best,NeighbourhoodCleaningRule,0.501212262,0.20608447,0.763392264,0.841809637,0.684974891,0.315025109,0.158190363,0.783503921,0.60347238,0.253949916,0.109363118,0.109363118
balanced,entropy,,auto,,2,3,best,InstanceHardnessThreshold,0.476592699,0.242791598,0.750199553,0.853103238,0.647295867,0.352704133,0.146896762,0.828279777,0.571711543,0.315972443,0.094619305,0.094619305
balanced,entropy,,auto,,2,3,random,InstanceHardnessThreshold,0.441323663,0.236062543,0.730022155,0.851513931,0.608530379,0.391469621,0.148486069,0.762507858,0.552015713,0.276166755,0.113000092,0.113000092
balanced,entropy,,auto,,2,3,best,NearMiss,0.35229881,0.253023781,0.683525567,0.805498489,0.561552645,0.438447355,0.194501511,0.602091001,0.490524474,0.265376974,0.116213494,0.116213494
balanced,entropy,,auto,,2,3,random,NearMiss,0.354817222,0.237005855,0.6840338,0.8169935,0.551074099,0.448925901,0.1830065,0.61943239,0.468191216,0.306225385,0.106528121,0.106528121
balanced,entropy,,auto,,2,2,random,NeighbourhoodCleaningRule,0.462619784,0.201448702,0.742254336,0.807901981,0.676606691,0.323393309,0.192098019,0.709628612,0.501104971,0.209586561,0.077686228,0.077686228
balanced,entropy,,auto,,2,2,best,OneSidedSelection,0.53937874,0.16972568,0.781221399,0.807922732,0.754520066,0.245479934,0.192077268,0.673521926,0.67650474,0.154867641,0.143865849,0.143865849
balanced,entropy,,auto,,2,2,best,RandomUnderSampler,0.494260873,0.192810527,0.758450541,0.788943209,0.727957874,0.272042126,0.211056791,0.702779456,0.597012306,0.205679293,0.112990326,0.112990326
balanced,entropy,,auto,,3,2,best,InstanceHardnessThreshold,0.488579709,0.232180963,0.756663219,0.855130764,0.658195675,0.341804325,0.144869236,0.824643413,0.589914789,0.31111027,0.101477616,0.101477616
balanced,entropy,,auto,,2,3,best,NeighbourhoodCleaningRule,0.501212262,0.20608447,0.763392264,0.841809637,0.684974891,0.315025109,0.158190363,0.783503921,0.60347238,0.253949916,0.109363118,0.109363118
balanced,entropy,,auto,,3,2,best,NearMiss,0.345863029,0.249843684,0.679369808,0.814959871,0.543779746,0.456220254,0.185040129,0.564366932,0.465335588,0.246534938,0.100486435,0.100486435
balanced,entropy,,auto,,2,3,random,NeighbourhoodCleaningRule,0.462619784,0.201448702,0.742254336,0.807901981,0.676606691,0.323393309,0.192098019,0.709628612,0.501104971,0.209586561,0.077686228,0.077686228
balanced,entropy,,auto,,2,2,random,OneSidedSelection,0.49343653,0.166988081,0.7565586,0.782311941,0.730805259,0.269194741,0.217688059,0.596050536,0.553927541,0.105648674,0.10410632,0.10410632
balanced,entropy,,auto,,2,2,best,TomekLinks,0.533782028,0.169721,0.778045509,0.799452531,0.756638487,0.243361513,0.200547469,0.668262687,0.66634601,0.153808935,0.138207452,0.138207452
balanced,entropy,,auto,,2,2,random,RandomUnderSampler,0.482201303,0.177157046,0.750182213,0.773582349,0.726782076,0.273217924,0.226417651,0.59701181,0.529159075,0.123846367,0.089171473,0.089171473
balanced,entropy,,auto,,2,3,best,OneSidedSelection,0.53937874,0.16972568,0.781221399,0.807922732,0.754520066,0.245479934,0.192077268,0.673521926,0.67650474,0.154867641,0.143865849,0.143865849
balanced,entropy,,auto,,3,2,best,NeighbourhoodCleaningRule,0.503588478,0.20125644,0.764705385,0.85088956,0.67852121,0.32147879,0.14911044,0.763715097,0.600296767,0.243145498,0.106138729,0.106138729
balanced,entropy,,auto,,2,3,best,RandomUnderSampler,0.494260873,0.192810527,0.758450541,0.788943209,0.727957874,0.272042126,0.211056791,0.702779456,0.597012306,0.205679293,0.112990326,0.112990326
balanced,entropy,,auto,,2,3,random,OneSidedSelection,0.49343653,0.166988081,0.7565586,0.782311941,0.730805259,0.269194741,0.217688059,0.596050536,0.553927541,0.105648674,0.10410632,0.10410632
balanced,entropy,,auto,,2,3,random,RandomUnderSampler,0.482201303,0.177157046,0.750182213,0.773582349,0.726782076,0.273217924,0.226417651,0.59701181,0.529159075,0.123846367,0.089171473,0.089171473
balanced,entropy,,auto,,2,2,random,TomekLinks,0.499044121,0.166170801,0.758186356,0.771799567,0.744573145,0.255426855,0.228200433,0.597262046,0.552340912,0.104591482,0.101496536,0.101496536
balanced,entropy,,auto,,2,3,best,TomekLinks,0.533782028,0.169721,0.778045509,0.799452531,0.756638487,0.243361513,0.200547469,0.668262687,0.66634601,0.153808935,0.138207452,0.138207452
balanced,entropy,,auto,,3,2,best,OneSidedSelection,0.526265274,0.167546754,0.774746181,0.810323782,0.73916858,0.26083142,0.189676218,0.622056212,0.634588875,0.136223619,0.121271324,0.121271324
balanced,entropy,,auto,,2,3,random,TomekLinks,0.499044121,0.166170801,0.758186356,0.771799567,0.744573145,0.255426855,0.228200433,0.597262046,0.552340912,0.104591482,0.101496536,0.101496536
balanced,entropy,,auto,,3,2,best,RandomUnderSampler,0.505537153,0.182332206,0.764984974,0.822863682,0.707106266,0.292893734,0.177136318,0.639971925,0.577749178,0.165230777,0.094831701,0.094831701
balanced,entropy,,auto,,3,2,random,InstanceHardnessThreshold,0.430261666,0.224109009,0.723786223,0.830335378,0.617237069,0.382762931,0.169664622,0.694713906,0.512756622,0.225476569,0.102695841,0.102695841
balanced,entropy,,auto,,3,3,best,InstanceHardnessThreshold,0.488579709,0.232180963,0.756663219,0.855130764,0.658195675,0.341804325,0.144869236,0.824643413,0.589914789,0.31111027,0.101477616,0.101477616
balanced,entropy,,auto,,3,2,random,NearMiss,0.325336746,0.237017089,0.667555221,0.796621197,0.538489246,0.461510754,0.203378803,0.59440935,0.447856428,0.308158074,0.110359181,0.110359181
balanced,entropy,,auto,,3,2,best,TomekLinks,0.532442335,0.167499219,0.777810992,0.808723489,0.746898495,0.253101505,0.191276511,0.637769843,0.642423768,0.142686552,0.128932833,0.128932833
balanced,entropy,,auto,,3,3,best,NearMiss,0.345863029,0.249843684,0.679369808,0.814959871,0.543779746,0.456220254,0.185040129,0.564366932,0.465335588,0.246534938,0.100486435,0.100486435
balanced,entropy,,auto,,2,2,best,ADASYN,0.525019936,0.170785512,0.773368377,0.793596387,0.753140367,0.246859633,0.206403613,0.645268394,0.65788343,0.139719888,0.146493332,0.146493332
balanced,entropy,,auto,,2,2,best,RandomOverSampler,0.535467219,0.167451954,0.777807061,0.786905917,0.768708204,0.231291796,0.213094083,0.633177698,0.695674162,0.133376402,0.159003937,0.159003937
balanced,entropy,,auto,,2,2,best,SMOTE,0.505022473,0.174329853,0.762165891,0.764942476,0.759389305,0.240610695,0.235057524,0.607555311,0.681910314,0.14247222,0.158591352,0.158591352
balanced,entropy,,auto,,3,3,random,InstanceHardnessThreshold,0.430261666,0.224109009,0.723786223,0.830335378,0.617237069,0.382762931,0.169664622,0.694713906,0.512756622,0.225476569,0.102695841,0.102695841
balanced,entropy,,auto,,3,2,random,NeighbourhoodCleaningRule,0.433358425,0.196868175,0.726120811,0.812571027,0.639670595,0.360329405,0.187428973,0.639849858,0.465532591,0.169894096,0.067590711,0.067590711
balanced,entropy,,auto,,3,3,random,NearMiss,0.325336746,0.237017089,0.667555221,0.796621197,0.538489246,0.461510754,0.203378803,0.59440935,0.447856428,0.308158074,0.110359181,0.110359181
balanced,entropy,,auto,,3,3,best,NeighbourhoodCleaningRule,0.503588478,0.20125644,0.764705385,0.85088956,0.67852121,0.32147879,0.14911044,0.763715097,0.600296767,0.243145498,0.106138729,0.106138729
balanced,entropy,,auto,,2,2,random,ADASYN,0.49148068,0.170922866,0.756247316,0.797263267,0.715231366,0.284768634,0.202736733,0.577888248,0.546089114,0.105114526,0.093426714,0.093426714
balanced,entropy,,auto,,2,2,random,RandomOverSampler,0.502140456,0.166327894,0.75701058,0.737476884,0.776544275,0.223455725,0.262523116,0.560949068,0.570557616,0.090715926,0.116434435,0.116434435
balanced,entropy,,auto,,2,3,best,ADASYN,0.525019936,0.170785512,0.773368377,0.793596387,0.753140367,0.246859633,0.206403613,0.645268394,0.65788343,0.139719888,0.146493332,0.146493332
balanced,entropy,,auto,,2,2,random,SMOTE,0.503139631,0.162800959,0.753616132,0.705823797,0.801408467,0.198591533,0.294176203,0.550235894,0.539448019,0.082571479,0.099270042,0.099270042
balanced,entropy,,auto,,2,2,best,SMOTEENN,0.489625003,0.177035659,0.745143046,0.669915469,0.820370623,0.179629377,0.330084531,0.524840551,0.765012912,0.103421405,0.256261711,0.256261711
balanced,entropy,,auto,,2,3,best,RandomOverSampler,0.535467219,0.167451954,0.777807061,0.786905917,0.768708204,0.231291796,0.213094083,0.633177698,0.695674162,0.133376402,0.159003937,0.159003937
balanced,entropy,,auto,,2,3,random,ADASYN,0.49148068,0.170922866,0.756247316,0.797263267,0.715231366,0.284768634,0.202736733,0.577888248,0.546089114,0.105114526,0.093426714,0.093426714
balanced,entropy,,auto,,2,3,random,RandomOverSampler,0.502140456,0.166327894,0.75701058,0.737476884,0.776544275,0.223455725,0.262523116,0.560949068,0.570557616,0.090715926,0.116434435,0.116434435
balanced,entropy,,auto,,2,3,best,SMOTE,0.505022473,0.174329853,0.762165891,0.764942476,0.759389305,0.240610695,0.235057524,0.607555311,0.681910314,0.14247222,0.158591352,0.158591352
balanced,entropy,,auto,,3,2,random,OneSidedSelection,0.486558223,0.167387805,0.750364207,0.743127956,0.757600458,0.242399542,0.256872044,0.566604413,0.493269404,0.097600121,0.079703378,0.079703378
balanced,entropy,,auto,,3,3,random,NeighbourhoodCleaningRule,0.433358425,0.196868175,0.726120811,0.812571027,0.639670595,0.360329405,0.187428973,0.639849858,0.465532591,0.169894096,0.067590711,0.067590711
balanced,entropy,,auto,,3,2,random,RandomUnderSampler,0.472053746,0.175943034,0.743207987,0.724577497,0.761838477,0.238161523,0.275422503,0.550225518,0.461942951,0.110727871,0.074654704,0.074654704
balanced,entropy,,auto,,3,3,best,OneSidedSelection,0.526265274,0.167546754,0.774746181,0.810323782,0.73916858,0.26083142,0.189676218,0.622056212,0.634588875,0.136223619,0.121271324,0.121271324
balanced,entropy,,auto,,2,3,random,SMOTE,0.503139631,0.162800959,0.753616132,0.705823797,0.801408467,0.198591533,0.294176203,0.550235894,0.539448019,0.082571479,0.099270042,0.099270042
balanced,entropy,,auto,,3,3,best,RandomUnderSampler,0.505537153,0.182332206,0.764984974,0.822863682,0.707106266,0.292893734,0.177136318,0.639971925,0.577749178,0.165230777,0.094831701,0.094831701
balanced,entropy,,auto,,2,2,random,SMOTEENN,0.500711348,0.164583514,0.743594579,0.633379719,0.85380944,0.14619056,0.366620281,0.529252647,0.698308392,0.079922443,0.218722573,0.218722573
balanced,entropy,,auto,,3,2,best,ADASYN,0.523922198,0.169249486,0.773317454,0.806715493,0.739919415,0.260080585,0.193284507,0.632954927,0.630774977,0.143331567,0.13215356,0.13215356
balanced,entropy,,auto,,3,2,best,RandomOverSampler,0.522408376,0.164952642,0.771534971,0.781877994,0.761191948,0.238808052,0.218122006,0.600283194,0.665927104,0.126596681,0.135799078,0.135799078
balanced,entropy,,auto,,2,3,best,SMOTEENN,0.489625003,0.177035659,0.745143046,0.669915469,0.820370623,0.179629377,0.330084531,0.524840551,0.765012912,0.103421405,0.256261711,0.256261711
balanced,entropy,,auto,,2,2,best,SMOTETomek,0.51262423,0.173653813,0.767184166,0.788746071,0.745622261,0.254377739,0.211253929,0.563141384,0.673012845,0.121201369,0.160829442,0.160829442
balanced,entropy,,auto,,3,3,random,OneSidedSelection,0.486558223,0.167387805,0.750364207,0.743127956,0.757600458,0.242399542,0.256872044,0.566604413,0.493269404,0.097600121,0.079703378,0.079703378
balanced,entropy,,auto,,3,2,random,TomekLinks,0.481463147,0.167044713,0.748284247,0.750619183,0.745949311,0.254050689,0.249380817,0.564794776,0.494648766,0.096436941,0.07768928,0.07768928
balanced,entropy,,auto,3,2,2,best,None,0.164228081,0.241076933,0.554144032,0.639151027,0.469137036,0.530862964,0.360848973,0.054696207,0.0678391,0.018098603,0.00604962,0.00604962
balanced,entropy,,auto,,3,2,best,SMOTE,0.498492371,0.172682383,0.75998755,0.780267326,0.739707775,0.260292225,0.219732674,0.559519668,0.651843945,0.11887114,0.147286155,0.147286155
balanced,entropy,,auto,,3,3,random,RandomUnderSampler,0.472053746,0.175943034,0.743207987,0.724577497,0.761838477,0.238161523,0.275422503,0.550225518,0.461942951,0.110727871,0.074654704,0.074654704
balanced,entropy,,auto,,3,3,best,TomekLinks,0.532442335,0.167499219,0.777810992,0.808723489,0.746898495,0.253101505,0.191276511,0.637769843,0.642423768,0.142686552,0.128932833,0.128932833
balanced,entropy,,auto,,2,3,random,SMOTEENN,0.500711348,0.164583514,0.743594579,0.633379719,0.85380944,0.14619056,0.366620281,0.529252647,0.698308392,0.079922443,0.218722573,0.218722573
balanced,entropy,,auto,,2,2,random,SMOTETomek,0.509386233,0.163680779,0.759583652,0.726005066,0.793162238,0.206837762,0.273994934,0.571212426,0.570239315,0.095266191,0.114612591,0.114612591
balanced,entropy,,auto,,3,3,random,TomekLinks,0.481463147,0.167044713,0.748284247,0.750619183,0.745949311,0.254050689,0.249380817,0.564794776,0.494648766,0.096436941,0.07768928,0.07768928
balanced,entropy,,auto,3,2,2,random,None,0.153803671,0.242131404,0.534640189,0.334464891,0.734815488,0.265184512,0.665535109,0.070215142,0.019053676,0.01354817,0.002014709,0.002014709
balanced,entropy,,auto,,3,2,best,SMOTEENN,0.483666036,0.171468846,0.744317586,0.683832891,0.804802281,0.195197719,0.316167109,0.507685312,0.734724136,0.093263011,0.226389576,0.226389576
balanced,entropy,,auto,,2,3,best,SMOTETomek,0.51262423,0.173653813,0.767184166,0.788746071,0.745622261,0.254377739,0.211253929,0.563141384,0.673012845,0.121201369,0.160829442,0.160829442
balanced,entropy,,auto,3,2,3,best,None,0.164228081,0.241076933,0.554144032,0.639151027,0.469137036,0.530862964,0.360848973,0.054696207,0.0678391,0.018098603,0.00604962,0.00604962
balanced,entropy,,auto,,2,3,random,SMOTETomek,0.509386233,0.163680779,0.759583652,0.726005066,0.793162238,0.206837762,0.273994934,0.571212426,0.570239315,0.095266191,0.114612591,0.114612591
balanced,entropy,,auto,3,2,3,random,None,0.153803671,0.242131404,0.534640189,0.334464891,0.734815488,0.265184512,0.665535109,0.070215142,0.019053676,0.01354817,0.002014709,0.002014709
balanced,entropy,,auto,,3,2,best,SMOTETomek,0.494816232,0.170157215,0.758873119,0.795400531,0.722345707,0.277654293,0.204599469,0.530464158,0.662429993,0.100878357,0.151123928,0.151123928
balanced,entropy,,auto,,3,2,random,ADASYN,0.471450808,0.173296278,0.745237164,0.764749611,0.725724716,0.274275284,0.235250389,0.554273856,0.483115048,0.101831916,0.07728646,0.07728646
balanced,entropy,,auto,3,3,2,best,None,0.164228081,0.241076933,0.554144032,0.639151027,0.469137036,0.530862964,0.360848973,0.054696207,0.0678391,0.018098603,0.00604962,0.00604962
balanced,entropy,,auto,,3,3,best,ADASYN,0.523922198,0.169249486,0.773317454,0.806715493,0.739919415,0.260080585,0.193284507,0.632954927,0.630774977,0.143331567,0.13215356,0.13215356
balanced,entropy,,auto,,3,2,random,RandomOverSampler,0.481409675,0.164172691,0.748683626,0.752036376,0.745330877,0.254669123,0.247963624,0.556511337,0.537206955,0.087222685,0.09362019,0.09362019
balanced,entropy,,auto,,3,3,best,RandomOverSampler,0.522408376,0.164952642,0.771534971,0.781877994,0.761191948,0.238808052,0.218122006,0.600283194,0.665927104,0.126596681,0.135799078,0.135799078
balanced,entropy,,auto,,3,2,random,SMOTE,0.488916602,0.166596935,0.749393455,0.708050291,0.790736619,0.209263381,0.291949709,0.565585767,0.476126883,0.098764647,0.085146327,0.085146327
balanced,entropy,,auto,,3,3,best,SMOTE,0.498492371,0.172682383,0.75998755,0.780267326,0.739707775,0.260292225,0.219732674,0.559519668,0.651843945,0.11887114,0.147286155,0.147286155
balanced,entropy,,auto,,3,3,random,ADASYN,0.471450808,0.173296278,0.745237164,0.764749611,0.725724716,0.274275284,0.235250389,0.554273856,0.483115048,0.101831916,0.07728646,0.07728646
balanced,entropy,,auto,,3,3,random,RandomOverSampler,0.481409675,0.164172691,0.748683626,0.752036376,0.745330877,0.254669123,0.247963624,0.556511337,0.537206955,0.087222685,0.09362019,0.09362019
balanced,entropy,,auto,,3,3,random,SMOTE,0.488916602,0.166596935,0.749393455,0.708050291,0.790736619,0.209263381,0.291949709,0.565585767,0.476126883,0.098764647,0.085146327,0.085146327
balanced,entropy,,auto,,3,2,random,SMOTEENN,0.48420372,0.165257726,0.734473818,0.616401477,0.85254616,0.14745384,0.383598523,0.50524276,0.676481355,0.075257947,0.234870762,0.234870762
balanced,entropy,,auto,,3,3,best,SMOTEENN,0.483666036,0.171468846,0.744317586,0.683832891,0.804802281,0.195197719,0.316167109,0.507685312,0.734724136,0.093263011,0.226389576,0.226389576
balanced,entropy,,auto,,3,3,random,SMOTEENN,0.48420372,0.165257726,0.734473818,0.616401477,0.85254616,0.14745384,0.383598523,0.50524276,0.676481355,0.075257947,0.234870762,0.234870762
balanced,entropy,,auto,,3,2,random,SMOTETomek,0.494513122,0.163985464,0.751367848,0.705244591,0.797491105,0.202508895,0.294755409,0.55022979,0.494881941,0.087542332,0.087380146,0.087380146
balanced,entropy,,auto,,3,3,best,SMOTETomek,0.494816232,0.170157215,0.758873119,0.795400531,0.722345707,0.277654293,0.204599469,0.530464158,0.662429993,0.100878357,0.151123928,0.151123928
balanced,entropy,,auto,3,3,2,random,None,0.153803671,0.242131404,0.534640189,0.334464891,0.734815488,0.265184512,0.665535109,0.070215142,0.019053676,0.01354817,0.002014709,0.002014709
balanced,entropy,,auto,3,3,3,best,None,0.164228081,0.241076933,0.554144032,0.639151027,0.469137036,0.530862964,0.360848973,0.054696207,0.0678391,0.018098603,0.00604962,0.00604962
balanced,entropy,,auto,,3,3,random,SMOTETomek,0.494513122,0.163985464,0.751367848,0.705244591,0.797491105,0.202508895,0.294755409,0.55022979,0.494881941,0.087542332,0.087380146,0.087380146
balanced,entropy,,auto,3,3,3,random,None,0.153803671,0.242131404,0.534640189,0.334464891,0.734815488,0.265184512,0.665535109,0.070215142,0.019053676,0.01354817,0.002014709,0.002014709
balanced,entropy,,auto,3,2,2,best,ClusterCentroids,0.206437606,0.246420037,0.570223224,0.763149318,0.377297129,0.622702871,0.236850682,0.077663646,0.124069616,0.015028979,0.042191095,0.042191095
balanced,entropy,,auto,3,2,2,best,EditedNearestNeighbours,0.171241619,0.244103657,0.55891456,0.722502365,0.395326755,0.604673245,0.277497635,0.021798041,0.076533677,0.008783069,0.005446001,0.005446001
balanced,entropy,,auto,3,2,2,random,ClusterCentroids,0.169848224,0.24050048,0.543921589,0.541390338,0.546452839,0.453547161,0.458609662,0.103928713,0.037043598,0.015349131,0.009266075,0.009266075
balanced,entropy,,auto,3,2,3,best,ClusterCentroids,0.206437606,0.246420037,0.570223224,0.763149318,0.377297129,0.622702871,0.236850682,0.077663646,0.124069616,0.015028979,0.042191095,0.042191095
balanced,entropy,,auto,3,2,3,random,ClusterCentroids,0.169848224,0.24050048,0.543921589,0.541390338,0.546452839,0.453547161,0.458609662,0.103928713,0.037043598,0.015349131,0.009266075,0.009266075
balanced,entropy,,auto,3,2,2,random,EditedNearestNeighbours,0.162520223,0.244181377,0.549225979,0.66401416,0.434437799,0.565562201,0.33598584,0.040947847,0.042343856,0.007302092,0.004438341,0.004438341
balanced,entropy,,auto,3,2,3,best,EditedNearestNeighbours,0.171241619,0.244103657,0.55891456,0.722502365,0.395326755,0.604673245,0.277497635,0.021798041,0.076533677,0.008783069,0.005446001,0.005446001
balanced,entropy,,auto,3,2,3,random,EditedNearestNeighbours,0.162520223,0.244181377,0.549225979,0.66401416,0.434437799,0.565562201,0.33598584,0.040947847,0.042343856,0.007302092,0.004438341,0.004438341
balanced,entropy,,auto,3,3,2,best,ClusterCentroids,0.206437606,0.246420037,0.570223224,0.763149318,0.377297129,0.622702871,0.236850682,0.077663646,0.124069616,0.015028979,0.042191095,0.042191095
balanced,entropy,,auto,3,3,2,best,EditedNearestNeighbours,0.171241619,0.244103657,0.55891456,0.722502365,0.395326755,0.604673245,0.277497635,0.021798041,0.076533677,0.008783069,0.005446001,0.005446001
balanced,entropy,,auto,3,3,2,random,ClusterCentroids,0.169848224,0.24050048,0.543921589,0.541390338,0.546452839,0.453547161,0.458609662,0.103928713,0.037043598,0.015349131,0.009266075,0.009266075
balanced,entropy,,auto,3,3,3,best,ClusterCentroids,0.206437606,0.246420037,0.570223224,0.763149318,0.377297129,0.622702871,0.236850682,0.077663646,0.124069616,0.015028979,0.042191095,0.042191095
balanced,entropy,,auto,3,3,2,random,EditedNearestNeighbours,0.162520223,0.244181377,0.549225979,0.66401416,0.434437799,0.565562201,0.33598584,0.040947847,0.042343856,0.007302092,0.004438341,0.004438341
balanced,entropy,,auto,3,3,3,best,EditedNearestNeighbours,0.171241619,0.244103657,0.55891456,0.722502365,0.395326755,0.604673245,0.277497635,0.021798041,0.076533677,0.008783069,0.005446001,0.005446001
balanced,entropy,,auto,3,3,3,random,ClusterCentroids,0.169848224,0.24050048,0.543921589,0.541390338,0.546452839,0.453547161,0.458609662,0.103928713,0.037043598,0.015349131,0.009266075,0.009266075
balanced,entropy,,auto,3,3,3,random,EditedNearestNeighbours,0.162520223,0.244181377,0.549225979,0.66401416,0.434437799,0.565562201,0.33598584,0.040947847,0.042343856,0.007302092,0.004438341,0.004438341
balanced,entropy,,auto,3,2,2,best,InstanceHardnessThreshold,0.177668603,0.247072834,0.563351199,0.731487687,0.395214711,0.604785289,0.268512313,0.189261802,0.06573868,0.103004854,0.005449663,0.005449663
balanced,entropy,,auto,3,2,2,best,NearMiss,0.114750004,0.272452368,0.554963061,0.502782508,0.607143614,0.392856386,0.497217492,0.373285117,0.019171945,0.278694998,0.003835943,0.003835943
balanced,entropy,,auto,3,2,2,random,InstanceHardnessThreshold,0.105501358,0.249522879,0.521893098,0.540607892,0.503178304,0.496821696,0.459392108,0.037329183,0.047205357,0.009845476,0.019160792,0.019160792
balanced,entropy,,auto,3,2,3,best,InstanceHardnessThreshold,0.177668603,0.247072834,0.563351199,0.731487687,0.395214711,0.604785289,0.268512313,0.189261802,0.06573868,0.103004854,0.005449663,0.005449663
balanced,entropy,,auto,3,2,2,random,NearMiss,0.078605759,0.260394715,0.514844825,0.500082395,0.529607254,0.470392746,0.499917605,0.103919558,0.018950884,0.089449449,0.001009491,0.001009491
balanced,entropy,,auto,3,2,3,random,InstanceHardnessThreshold,0.105501358,0.249522879,0.521893098,0.540607892,0.503178304,0.496821696,0.459392108,0.037329183,0.047205357,0.009845476,0.019160792,0.019160792
balanced,entropy,,auto,3,2,3,best,NearMiss,0.114750004,0.272452368,0.554963061,0.502782508,0.607143614,0.392856386,0.497217492,0.373285117,0.019171945,0.278694998,0.003835943,0.003835943
balanced,entropy,,auto,3,2,2,best,NeighbourhoodCleaningRule,0.184903082,0.241815207,0.55937956,0.644609845,0.474149275,0.525850725,0.355390155,0.046822912,0.074413573,0.010904013,0.005849431,0.005849431
balanced,entropy,,auto,3,2,3,random,NearMiss,0.078605759,0.260394715,0.514844825,0.500082395,0.529607254,0.470392746,0.499917605,0.103919558,0.018950884,0.089449449,0.001009491,0.001009491
balanced,entropy,,auto,3,2,2,random,NeighbourhoodCleaningRule,0.161260643,0.243276247,0.543947133,0.496741432,0.591152834,0.408847166,0.503258568,0.052058958,0.037370311,0.009843793,0.00342824,0.00342824
balanced,entropy,,auto,3,2,3,best,NeighbourhoodCleaningRule,0.184903082,0.241815207,0.55937956,0.644609845,0.474149275,0.525850725,0.355390155,0.046822912,0.074413573,0.010904013,0.005849431,0.005849431
balanced,entropy,,auto,3,2,2,best,OneSidedSelection,0.171360505,0.241301458,0.553793719,0.709877628,0.397709811,0.602290189,0.290122372,0.043403216,0.073557086,0.013652644,0.005848821,0.005848821
balanced,entropy,,auto,3,3,2,best,InstanceHardnessThreshold,0.177668603,0.247072834,0.563351199,0.731487687,0.395214711,0.604785289,0.268512313,0.189261802,0.06573868,0.103004854,0.005449663,0.005449663
balanced,entropy,,auto,3,2,2,best,RandomUnderSampler,0.187239378,0.237999964,0.56903898,0.498512008,0.639565953,0.360434047,0.501487992,0.072075437,0.05048864,0.017149418,0.00221734,0.00221734
balanced,entropy,,auto,3,2,3,random,NeighbourhoodCleaningRule,0.161260643,0.243276247,0.543947133,0.496741432,0.591152834,0.408847166,0.503258568,0.052058958,0.037370311,0.009843793,0.00342824,0.00342824
