Feature selection strategy,Classifier description,Matthews correlation coefficient,Cohen Kappa score,Average true rate,Average true positive rate,Average true negative rate,Average false positive rate,Average false negative rate,initialisation_values
Bernoulli Naive Bayes,SVM (linear),0.30848531411490276,0.28191537260942284,0.7049417358340869,0.59842735042735,0.8114561212408237,0.18854387875917594,0.4015726495726496,"[1376828152, 1541316946, 990523308, 600075587, 294976744, 1194596873, 144620823, 1160649019, 1286741578, 1789908567, 646876727, 2031326477, 1309352117, 1420399196, 890394338, 1194030569, 357650346, 238474318, 840258736, 487442518, 1026239392, 1006173273, 2046040485, 1109116575, 1984340147, 670690076, 930964573, 38099514, 2080595313, 1486827578, 1992549476, 2146343220, 1140305355, 1786735543, 2115769245, 1069077591, 31535998, 56692567, 898274843, 855588089, 1164551158, 1101774516, 1384178846, 2129556748, 1722792301, 576923284, 139123585, 858478381, 1887781625, 1805736741, 1827264663, 474482382, 2029572209, 117075333, 270697303, 1488157344, 1072602567, 1522884015, 1641432860, 907277245, 450383361, 1997899283, 621824765, 677171228, 1889667969, 1930359164, 1845104038, 1376696621, 1885101232, 197649490, 62979851, 1694716792, 1283359926, 529871231, 1265239209]"
Bernoulli Naive Bayes,SVM (polynomial),0.32796190106618611,0.3128370663255724,0.7033150407066263,0.5546818613485281,0.851948220064725,0.14805177993527507,0.4453181386514719,"[1376828152, 1541316946, 990523308, 600075587, 294976744, 1194596873, 144620823, 1160649019, 1286741578, 1789908567, 646876727, 2031326477, 1309352117, 1420399196, 890394338, 1194030569, 357650346, 238474318, 840258736, 487442518, 1026239392, 1006173273, 2046040485, 1109116575, 1984340147, 670690076, 930964573, 38099514, 2080595313, 1486827578, 1992549476, 2146343220, 1140305355, 1786735543, 2115769245, 1069077591, 31535998, 56692567, 898274843, 855588089, 1164551158, 1101774516, 1384178846, 2129556748, 1722792301, 576923284, 139123585, 858478381, 1887781625, 1805736741, 1827264663, 474482382, 2029572209, 117075333, 270697303, 1488157344, 1072602567, 1522884015, 1641432860, 907277245, 450383361, 1997899283, 621824765, 677171228, 1889667969, 1930359164, 1845104038, 1376696621, 1885101232, 197649490, 62979851, 1694716792, 1283359926, 529871231, 1265239209]"
SVM (linear),AdaBoost,0.28301848170272442,0.24730864197404268,0.6974525679592535,0.6233808167141502,0.7715243192043572,0.22847568079564293,0.37661918328585,"[1376828152, 1541316946, 990523308, 600075587, 294976744, 1194596873, 144620823, 1160649019, 1286741578, 1789908567, 646876727, 2031326477, 1309352117, 1420399196, 890394338, 1194030569, 357650346, 238474318, 840258736, 487442518, 1026239392, 1006173273, 2046040485, 1109116575, 1984340147, 670690076, 930964573, 38099514, 2080595313, 1486827578, 1992549476, 2146343220, 1140305355, 1786735543, 2115769245, 1069077591, 31535998, 56692567, 898274843, 855588089, 1164551158, 1101774516, 1384178846, 2129556748, 1722792301, 576923284, 139123585, 858478381, 1887781625, 1805736741, 1827264663, 474482382, 2029572209, 117075333, 270697303, 1488157344, 1072602567, 1522884015, 1641432860, 907277245, 450383361, 1997899283, 621824765, 677171228, 1889667969, 1930359164, 1845104038, 1376696621, 1885101232, 197649490, 62979851, 1694716792, 1283359926, 529871231, 1265239209]"
SVM (linear),Artificial neural network,0.27403928639463437,0.23510981059707031,0.6943491817409252,0.6327141500474833,0.7559842134343672,0.24401578656563264,0.3672858499525167,"[1376828152, 1541316946, 990523308, 600075587, 294976744, 1194596873, 144620823, 1160649019, 1286741578, 1789908567, 646876727, 2031326477, 1309352117, 1420399196, 890394338, 1194030569, 357650346, 238474318, 840258736, 487442518, 1026239392, 1006173273, 2046040485, 1109116575, 1984340147, 670690076, 930964573, 38099514, 2080595313, 1486827578, 1992549476, 2146343220, 1140305355, 1786735543, 2115769245, 1069077591, 31535998, 56692567, 898274843, 855588089, 1164551158, 1101774516, 1384178846, 2129556748, 1722792301, 576923284, 139123585, 858478381, 1887781625, 1805736741, 1827264663, 474482382, 2029572209, 117075333, 270697303, 1488157344, 1072602567, 1522884015, 1641432860, 907277245, 450383361, 1997899283, 621824765, 677171228, 1889667969, 1930359164, 1845104038, 1376696621, 1885101232, 197649490, 62979851, 1694716792, 1283359926, 529871231, 1265239209]"
SVM (linear),Bernoulli Naive Bayes,0.31453966722147936,0.29018257194685976,0.7063100966331213,0.5923038936372269,0.8203162996290156,0.1796837003709843,0.407696106362773,"[1376828152, 1541316946, 990523308, 600075587, 294976744, 1194596873, 144620823, 1160649019, 1286741578, 1789908567, 646876727, 2031326477, 1309352117, 1420399196, 890394338, 1194030569, 357650346, 238474318, 840258736, 487442518, 1026239392, 1006173273, 2046040485, 1109116575, 1984340147, 670690076, 930964573, 38099514, 2080595313, 1486827578, 1992549476, 2146343220, 1140305355, 1786735543, 2115769245, 1069077591, 31535998, 56692567, 898274843, 855588089, 1164551158, 1101774516, 1384178846, 2129556748, 1722792301, 576923284, 139123585, 858478381, 1887781625, 1805736741, 1827264663, 474482382, 2029572209, 117075333, 270697303, 1488157344, 1072602567, 1522884015, 1641432860, 907277245, 450383361, 1997899283, 621824765, 677171228, 1889667969, 1930359164, 1845104038, 1376696621, 1885101232, 197649490, 62979851, 1694716792, 1283359926, 529871231, 1265239209]"
SVM (linear),Decision Tree,0.27177719817988055,0.25260541381340013,0.6750799648917576,0.5330712250712252,0.81708870471229,0.1829112952877102,0.466928774928775,"[1376828152, 1541316946, 990523308, 600075587, 294976744, 1194596873, 144620823, 1160649019, 1286741578, 1789908567, 646876727, 2031326477, 1309352117, 1420399196, 890394338, 1194030569, 357650346, 238474318, 840258736, 487442518, 1026239392, 1006173273, 2046040485, 1109116575, 1984340147, 670690076, 930964573, 38099514, 2080595313, 1486827578, 1992549476, 2146343220, 1140305355, 1786735543, 2115769245, 1069077591, 31535998, 56692567, 898274843, 855588089, 1164551158, 1101774516, 1384178846, 2129556748, 1722792301, 576923284, 139123585, 858478381, 1887781625, 1805736741, 1827264663, 474482382, 2029572209, 117075333, 270697303, 1488157344, 1072602567, 1522884015, 1641432860, 907277245, 450383361, 1997899283, 621824765, 677171228, 1889667969, 1930359164, 1845104038, 1376696621, 1885101232, 197649490, 62979851, 1694716792, 1283359926, 529871231, 1265239209]"
SVM (linear),Extreme Learning Machine,0.26297374017848069,0.2270897176427735,0.6854050410416972,0.6123190883190883,0.7584909937643066,0.2415090062356934,0.3876809116809117,"[1376828152, 1541316946, 990523308, 600075587, 294976744, 1194596873, 144620823, 1160649019, 1286741578, 1789908567, 646876727, 2031326477, 1309352117, 1420399196, 890394338, 1194030569, 357650346, 238474318, 840258736, 487442518, 1026239392, 1006173273, 2046040485, 1109116575, 1984340147, 670690076, 930964573, 38099514, 2080595313, 1486827578, 1992549476, 2146343220, 1140305355, 1786735543, 2115769245, 1069077591, 31535998, 56692567, 898274843, 855588089, 1164551158, 1101774516, 1384178846, 2129556748, 1722792301, 576923284, 139123585, 858478381, 1887781625, 1805736741, 1827264663, 474482382, 2029572209, 117075333, 270697303, 1488157344, 1072602567, 1522884015, 1641432860, 907277245, 450383361, 1997899283, 621824765, 677171228, 1889667969, 1930359164, 1845104038, 1376696621, 1885101232, 197649490, 62979851, 1694716792, 1283359926, 529871231, 1265239209]"
SVM (linear),Gaussian Naive Bayes,0.072419238828009186,0.013720398946380682,0.5280432521314676,0.9839734093067434,0.07211309495619228,0.927886905043808,0.01602659069325737,"[1376828152, 1541316946, 990523308, 600075587, 294976744, 1194596873, 144620823, 1160649019, 1286741578, 1789908567, 646876727, 2031326477, 1309352117, 1420399196, 890394338, 1194030569, 357650346, 238474318, 840258736, 487442518, 1026239392, 1006173273, 2046040485, 1109116575, 1984340147, 670690076, 930964573, 38099514, 2080595313, 1486827578, 1992549476, 2146343220, 1140305355, 1786735543, 2115769245, 1069077591, 31535998, 56692567, 898274843, 855588089, 1164551158, 1101774516, 1384178846, 2129556748, 1722792301, 576923284, 139123585, 858478381, 1887781625, 1805736741, 1827264663, 474482382, 2029572209, 117075333, 270697303, 1488157344, 1072602567, 1522884015, 1641432860, 907277245, 450383361, 1997899283, 621824765, 677171228, 1889667969, 1930359164, 1845104038, 1376696621, 1885101232, 197649490, 62979851, 1694716792, 1283359926, 529871231, 1265239209]"
SVM (linear),Logistic regression,0.26846147611181576,0.22946430881403604,0.6910158798008192,0.6297321937321939,0.7522995658694452,0.24770043413055495,0.3702678062678063,"[1376828152, 1541316946, 990523308, 600075587, 294976744, 1194596873, 144620823, 1160649019, 1286741578, 1789908567, 646876727, 2031326477, 1309352117, 1420399196, 890394338, 1194030569, 357650346, 238474318, 840258736, 487442518, 1026239392, 1006173273, 2046040485, 1109116575, 1984340147, 670690076, 930964573, 38099514, 2080595313, 1486827578, 1992549476, 2146343220, 1140305355, 1786735543, 2115769245, 1069077591, 31535998, 56692567, 898274843, 855588089, 1164551158, 1101774516, 1384178846, 2129556748, 1722792301, 576923284, 139123585, 858478381, 1887781625, 1805736741, 1827264663, 474482382, 2029572209, 117075333, 270697303, 1488157344, 1072602567, 1522884015, 1641432860, 907277245, 450383361, 1997899283, 621824765, 677171228, 1889667969, 1930359164, 1845104038, 1376696621, 1885101232, 197649490, 62979851, 1694716792, 1283359926, 529871231, 1265239209]"
SVM (linear),Random forest,0.29484275784419717,0.26641651057334365,0.6983089304062071,0.597105413105413,0.7995124477070011,0.2004875522929987,0.4028945868945869,"[1376828152, 1541316946, 990523308, 600075587, 294976744, 1194596873, 144620823, 1160649019, 1286741578, 1789908567, 646876727, 2031326477, 1309352117, 1420399196, 890394338, 1194030569, 357650346, 238474318, 840258736, 487442518, 1026239392, 1006173273, 2046040485, 1109116575, 1984340147, 670690076, 930964573, 38099514, 2080595313, 1486827578, 1992549476, 2146343220, 1140305355, 1786735543, 2115769245, 1069077591, 31535998, 56692567, 898274843, 855588089, 1164551158, 1101774516, 1384178846, 2129556748, 1722792301, 576923284, 139123585, 858478381, 1887781625, 1805736741, 1827264663, 474482382, 2029572209, 117075333, 270697303, 1488157344, 1072602567, 1522884015, 1641432860, 907277245, 450383361, 1997899283, 621824765, 677171228, 1889667969, 1930359164, 1845104038, 1376696621, 1885101232, 197649490, 62979851, 1694716792, 1283359926, 529871231, 1265239209]"
SVM (linear),SVM (RDF),0.29156879531980173,0.26604953165066364,0.6934723960655921,0.5810294396961064,0.8059153524350778,0.19408464756492225,0.41897056030389357,"[1376828152, 1541316946, 990523308, 600075587, 294976744, 1194596873, 144620823, 1160649019, 1286741578, 1789908567, 646876727, 2031326477, 1309352117, 1420399196, 890394338, 1194030569, 357650346, 238474318, 840258736, 487442518, 1026239392, 1006173273, 2046040485, 1109116575, 1984340147, 670690076, 930964573, 38099514, 2080595313, 1486827578, 1992549476, 2146343220, 1140305355, 1786735543, 2115769245, 1069077591, 31535998, 56692567, 898274843, 855588089, 1164551158, 1101774516, 1384178846, 2129556748, 1722792301, 576923284, 139123585, 858478381, 1887781625, 1805736741, 1827264663, 474482382, 2029572209, 117075333, 270697303, 1488157344, 1072602567, 1522884015, 1641432860, 907277245, 450383361, 1997899283, 621824765, 677171228, 1889667969, 1930359164, 1845104038, 1376696621, 1885101232, 197649490, 62979851, 1694716792, 1283359926, 529871231, 1265239209]"
SVM (linear),SVM (linear),0.33555548634985277,0.31710774365500244,0.7118069466735661,0.5793580246913576,0.844255868655774,0.15574413134422607,0.42064197530864206,"[1376828152, 1541316946, 990523308, 600075587, 294976744, 1194596873, 144620823, 1160649019, 1286741578, 1789908567, 646876727, 2031326477, 1309352117, 1420399196, 890394338, 1194030569, 357650346, 238474318, 840258736, 487442518, 1026239392, 1006173273, 2046040485, 1109116575, 1984340147, 670690076, 930964573, 38099514, 2080595313, 1486827578, 1992549476, 2146343220, 1140305355, 1786735543, 2115769245, 1069077591, 31535998, 56692567, 898274843, 855588089, 1164551158, 1101774516, 1384178846, 2129556748, 1722792301, 576923284, 139123585, 858478381, 1887781625, 1805736741, 1827264663, 474482382, 2029572209, 117075333, 270697303, 1488157344, 1072602567, 1522884015, 1641432860, 907277245, 450383361, 1997899283, 621824765, 677171228, 1889667969, 1930359164, 1845104038, 1376696621, 1885101232, 197649490, 62979851, 1694716792, 1283359926, 529871231, 1265239209]"
SVM (linear),SVM (polynomial),0.33787920232753116,0.32848748801029515,0.7002039379610456,0.5277872744539412,0.8726206014681509,0.12737939853184946,0.4722127255460588,"[1376828152, 1541316946, 990523308, 600075587, 294976744, 1194596873, 144620823, 1160649019, 1286741578, 1789908567, 646876727, 2031326477, 1309352117, 1420399196, 890394338, 1194030569, 357650346, 238474318, 840258736, 487442518, 1026239392, 1006173273, 2046040485, 1109116575, 1984340147, 670690076, 930964573, 38099514, 2080595313, 1486827578, 1992549476, 2146343220, 1140305355, 1786735543, 2115769245, 1069077591, 31535998, 56692567, 898274843, 855588089, 1164551158, 1101774516, 1384178846, 2129556748, 1722792301, 576923284, 139123585, 858478381, 1887781625, 1805736741, 1827264663, 474482382, 2029572209, 117075333, 270697303, 1488157344, 1072602567, 1522884015, 1641432860, 907277245, 450383361, 1997899283, 621824765, 677171228, 1889667969, 1930359164, 1845104038, 1376696621, 1885101232, 197649490, 62979851, 1694716792, 1283359926, 529871231, 1265239209]"
Decision Tree,AdaBoost,0.29148311383906556,0.25644872483645542,0.7020517183181955,0.6260132953466285,0.7780901412897621,0.22190985871023755,0.3739867046533712,"[1376828152, 1541316946, 990523308, 600075587, 294976744, 1194596873, 144620823, 1160649019, 1286741578, 1789908567, 646876727, 2031326477, 1309352117, 1420399196, 890394338, 1194030569, 357650346, 238474318, 840258736, 487442518, 1026239392, 1006173273, 2046040485, 1109116575, 1984340147, 670690076, 930964573, 38099514, 2080595313, 1486827578, 1992549476, 2146343220, 1140305355, 1786735543, 2115769245, 1069077591, 31535998, 56692567, 898274843, 855588089, 1164551158, 1101774516, 1384178846, 2129556748, 1722792301, 576923284, 139123585, 858478381, 1887781625, 1805736741, 1827264663, 474482382, 2029572209, 117075333, 270697303, 1488157344, 1072602567, 1522884015, 1641432860, 907277245, 450383361, 1997899283, 621824765, 677171228, 1889667969, 1930359164, 1845104038, 1376696621, 1885101232, 197649490, 62979851, 1694716792, 1283359926, 529871231, 1265239209]"
Decision Tree,Artificial neural network,0.28985412744616001,0.25593027166115212,0.7002831198661336,0.619639126305793,0.7809271134264739,0.2190728865735259,0.38036087369420696,"[1376828152, 1541316946, 990523308, 600075587, 294976744, 1194596873, 144620823, 1160649019, 1286741578, 1789908567, 646876727, 2031326477, 1309352117, 1420399196, 890394338, 1194030569, 357650346, 238474318, 840258736, 487442518, 1026239392, 1006173273, 2046040485, 1109116575, 1984340147, 670690076, 930964573, 38099514, 2080595313, 1486827578, 1992549476, 2146343220, 1140305355, 1786735543, 2115769245, 1069077591, 31535998, 56692567, 898274843, 855588089, 1164551158, 1101774516, 1384178846, 2129556748, 1722792301, 576923284, 139123585, 858478381, 1887781625, 1805736741, 1827264663, 474482382, 2029572209, 117075333, 270697303, 1488157344, 1072602567, 1522884015, 1641432860, 907277245, 450383361, 1997899283, 621824765, 677171228, 1889667969, 1930359164, 1845104038, 1376696621, 1885101232, 197649490, 62979851, 1694716792, 1283359926, 529871231, 1265239209]"
Decision Tree,Bernoulli Naive Bayes,0.32758242652138886,0.30073152619444188,0.716387835169365,0.6145868945868947,0.818188775751835,0.18181122424816487,0.3854131054131055,"[1376828152, 1541316946, 990523308, 600075587, 294976744, 1194596873, 144620823, 1160649019, 1286741578, 1789908567, 646876727, 2031326477, 1309352117, 1420399196, 890394338, 1194030569, 357650346, 238474318, 840258736, 487442518, 1026239392, 1006173273, 2046040485, 1109116575, 1984340147, 670690076, 930964573, 38099514, 2080595313, 1486827578, 1992549476, 2146343220, 1140305355, 1786735543, 2115769245, 1069077591, 31535998, 56692567, 898274843, 855588089, 1164551158, 1101774516, 1384178846, 2129556748, 1722792301, 576923284, 139123585, 858478381, 1887781625, 1805736741, 1827264663, 474482382, 2029572209, 117075333, 270697303, 1488157344, 1072602567, 1522884015, 1641432860, 907277245, 450383361, 1997899283, 621824765, 677171228, 1889667969, 1930359164, 1845104038, 1376696621, 1885101232, 197649490, 62979851, 1694716792, 1283359926, 529871231, 1265239209]"
Decision Tree,Decision Tree,0.25283120079767318,0.226123900994846,0.6715582963012439,0.5590579297245962,0.7840586628778907,0.21594133712210908,0.4409420702754037,"[1376828152, 1541316946, 990523308, 600075587, 294976744, 1194596873, 144620823, 1160649019, 1286741578, 1789908567, 646876727, 2031326477, 1309352117, 1420399196, 890394338, 1194030569, 357650346, 238474318, 840258736, 487442518, 1026239392, 1006173273, 2046040485, 1109116575, 1984340147, 670690076, 930964573, 38099514, 2080595313, 1486827578, 1992549476, 2146343220, 1140305355, 1786735543, 2115769245, 1069077591, 31535998, 56692567, 898274843, 855588089, 1164551158, 1101774516, 1384178846, 2129556748, 1722792301, 576923284, 139123585, 858478381, 1887781625, 1805736741, 1827264663, 474482382, 2029572209, 117075333, 270697303, 1488157344, 1072602567, 1522884015, 1641432860, 907277245, 450383361, 1997899283, 621824765, 677171228, 1889667969, 1930359164, 1845104038, 1376696621, 1885101232, 197649490, 62979851, 1694716792, 1283359926, 529871231, 1265239209]"
Decision Tree,Extreme Learning Machine,0.26615318208392474,0.22771252688303092,0.6891582806496059,0.6262943969610637,0.7520221643381481,0.2479778356618518,0.3737056030389365,"[1376828152, 1541316946, 990523308, 600075587, 294976744, 1194596873, 144620823, 1160649019, 1286741578, 1789908567, 646876727, 2031326477, 1309352117, 1420399196, 890394338, 1194030569, 357650346, 238474318, 840258736, 487442518, 1026239392, 1006173273, 2046040485, 1109116575, 1984340147, 670690076, 930964573, 38099514, 2080595313, 1486827578, 1992549476, 2146343220, 1140305355, 1786735543, 2115769245, 1069077591, 31535998, 56692567, 898274843, 855588089, 1164551158, 1101774516, 1384178846, 2129556748, 1722792301, 576923284, 139123585, 858478381, 1887781625, 1805736741, 1827264663, 474482382, 2029572209, 117075333, 270697303, 1488157344, 1072602567, 1522884015, 1641432860, 907277245, 450383361, 1997899283, 621824765, 677171228, 1889667969, 1930359164, 1845104038, 1376696621, 1885101232, 197649490, 62979851, 1694716792, 1283359926, 529871231, 1265239209]"
Decision Tree,Gaussian Naive Bayes,0.31976164371129379,0.30720619453277026,0.6939890035551258,0.5309021842355175,0.8570758228747335,0.14292417712526634,0.46909781576448223,"[1376828152, 1541316946, 990523308, 600075587, 294976744, 1194596873, 144620823, 1160649019, 1286741578, 1789908567, 646876727, 2031326477, 1309352117, 1420399196, 890394338, 1194030569, 357650346, 238474318, 840258736, 487442518, 1026239392, 1006173273, 2046040485, 1109116575, 1984340147, 670690076, 930964573, 38099514, 2080595313, 1486827578, 1992549476, 2146343220, 1140305355, 1786735543, 2115769245, 1069077591, 31535998, 56692567, 898274843, 855588089, 1164551158, 1101774516, 1384178846, 2129556748, 1722792301, 576923284, 139123585, 858478381, 1887781625, 1805736741, 1827264663, 474482382, 2029572209, 117075333, 270697303, 1488157344, 1072602567, 1522884015, 1641432860, 907277245, 450383361, 1997899283, 621824765, 677171228, 1889667969, 1930359164, 1845104038, 1376696621, 1885101232, 197649490, 62979851, 1694716792, 1283359926, 529871231, 1265239209]"
Decision Tree,Logistic regression,0.28642708605344608,0.25227863888829333,0.6984341623978847,0.6184729344729344,0.7783953903228352,0.2216046096771648,0.38152706552706567,"[1376828152, 1541316946, 990523308, 600075587, 294976744, 1194596873, 144620823, 1160649019, 1286741578, 1789908567, 646876727, 2031326477, 1309352117, 1420399196, 890394338, 1194030569, 357650346, 238474318, 840258736, 487442518, 1026239392, 1006173273, 2046040485, 1109116575, 1984340147, 670690076, 930964573, 38099514, 2080595313, 1486827578, 1992549476, 2146343220, 1140305355, 1786735543, 2115769245, 1069077591, 31535998, 56692567, 898274843, 855588089, 1164551158, 1101774516, 1384178846, 2129556748, 1722792301, 576923284, 139123585, 858478381, 1887781625, 1805736741, 1827264663, 474482382, 2029572209, 117075333, 270697303, 1488157344, 1072602567, 1522884015, 1641432860, 907277245, 450383361, 1997899283, 621824765, 677171228, 1889667969, 1930359164, 1845104038, 1376696621, 1885101232, 197649490, 62979851, 1694716792, 1283359926, 529871231, 1265239209]"
Decision Tree,Random forest,0.28532410964704286,0.25125215993730698,0.6974064316987043,0.6175080721747389,0.7773047912226697,0.22269520877733048,0.3824919278252612,"[1376828152, 1541316946, 990523308, 600075587, 294976744, 1194596873, 144620823, 1160649019, 1286741578, 1789908567, 646876727, 2031326477, 1309352117, 1420399196, 890394338, 1194030569, 357650346, 238474318, 840258736, 487442518, 1026239392, 1006173273, 2046040485, 1109116575, 1984340147, 670690076, 930964573, 38099514, 2080595313, 1486827578, 1992549476, 2146343220, 1140305355, 1786735543, 2115769245, 1069077591, 31535998, 56692567, 898274843, 855588089, 1164551158, 1101774516, 1384178846, 2129556748, 1722792301, 576923284, 139123585, 858478381, 1887781625, 1805736741, 1827264663, 474482382, 2029572209, 117075333, 270697303, 1488157344, 1072602567, 1522884015, 1641432860, 907277245, 450383361, 1997899283, 621824765, 677171228, 1889667969, 1930359164, 1845104038, 1376696621, 1885101232, 197649490, 62979851, 1694716792, 1283359926, 529871231, 1265239209]"
Decision Tree,SVM (RDF),0.27690906124205172,0.24428302704960156,0.6911610972247801,0.6051358024691357,0.7771863919804247,0.22281360801957537,0.3948641975308644,"[1376828152, 1541316946, 990523308, 600075587, 294976744, 1194596873, 144620823, 1160649019, 1286741578, 1789908567, 646876727, 2031326477, 1309352117, 1420399196, 890394338, 1194030569, 357650346, 238474318, 840258736, 487442518, 1026239392, 1006173273, 2046040485, 1109116575, 1984340147, 670690076, 930964573, 38099514, 2080595313, 1486827578, 1992549476, 2146343220, 1140305355, 1786735543, 2115769245, 1069077591, 31535998, 56692567, 898274843, 855588089, 1164551158, 1101774516, 1384178846, 2129556748, 1722792301, 576923284, 139123585, 858478381, 1887781625, 1805736741, 1827264663, 474482382, 2029572209, 117075333, 270697303, 1488157344, 1072602567, 1522884015, 1641432860, 907277245, 450383361, 1997899283, 621824765, 677171228, 1889667969, 1930359164, 1845104038, 1376696621, 1885101232, 197649490, 62979851, 1694716792, 1283359926, 529871231, 1265239209]"
Decision Tree,SVM (linear),0.29340906956363549,0.27229847209938013,0.6907470899085392,0.5593504273504275,0.822143752466651,0.17785624753334905,0.44064957264957266,"[1376828152, 1541316946, 990523308, 600075587, 294976744, 1194596873, 144620823, 1160649019, 1286741578, 1789908567, 646876727, 2031326477, 1309352117, 1420399196, 890394338, 1194030569, 357650346, 238474318, 840258736, 487442518, 1026239392, 1006173273, 2046040485, 1109116575, 1984340147, 670690076, 930964573, 38099514, 2080595313, 1486827578, 1992549476, 2146343220, 1140305355, 1786735543, 2115769245, 1069077591, 31535998, 56692567, 898274843, 855588089, 1164551158, 1101774516, 1384178846, 2129556748, 1722792301, 576923284, 139123585, 858478381, 1887781625, 1805736741, 1827264663, 474482382, 2029572209, 117075333, 270697303, 1488157344, 1072602567, 1522884015, 1641432860, 907277245, 450383361, 1997899283, 621824765, 677171228, 1889667969, 1930359164, 1845104038, 1376696621, 1885101232, 197649490, 62979851, 1694716792, 1283359926, 529871231, 1265239209]"
Decision Tree,SVM (polynomial),0.32667105832681476,0.30904484016484923,0.7057737451423143,0.567513770180437,0.8440337201041914,0.15596627989580866,0.4324862298195631,"[1376828152, 1541316946, 990523308, 600075587, 294976744, 1194596873, 144620823, 1160649019, 1286741578, 1789908567, 646876727, 2031326477, 1309352117, 1420399196, 890394338, 1194030569, 357650346, 238474318, 840258736, 487442518, 1026239392, 1006173273, 2046040485, 1109116575, 1984340147, 670690076, 930964573, 38099514, 2080595313, 1486827578, 1992549476, 2146343220, 1140305355, 1786735543, 2115769245, 1069077591, 31535998, 56692567, 898274843, 855588089, 1164551158, 1101774516, 1384178846, 2129556748, 1722792301, 576923284, 139123585, 858478381, 1887781625, 1805736741, 1827264663, 474482382, 2029572209, 117075333, 270697303, 1488157344, 1072602567, 1522884015, 1641432860, 907277245, 450383361, 1997899283, 621824765, 677171228, 1889667969, 1930359164, 1845104038, 1376696621, 1885101232, 197649490, 62979851, 1694716792, 1283359926, 529871231, 1265239209]"
Random forest,AdaBoost,0.30167295852085591,0.26517049971425827,0.7093610831473014,0.6394643874643877,0.7792577788302156,0.22074222116978456,0.36053561253561245,"[1376828152, 1541316946, 990523308, 600075587, 294976744, 1194596873, 144620823, 1160649019, 1286741578, 1789908567, 646876727, 2031326477, 1309352117, 1420399196, 890394338, 1194030569, 357650346, 238474318, 840258736, 487442518, 1026239392, 1006173273, 2046040485, 1109116575, 1984340147, 670690076, 930964573, 38099514, 2080595313, 1486827578, 1992549476, 2146343220, 1140305355, 1786735543, 2115769245, 1069077591, 31535998, 56692567, 898274843, 855588089, 1164551158, 1101774516, 1384178846, 2129556748, 1722792301, 576923284, 139123585, 858478381, 1887781625, 1805736741, 1827264663, 474482382, 2029572209, 117075333, 270697303, 1488157344, 1072602567, 1522884015, 1641432860, 907277245, 450383361, 1997899283, 621824765, 677171228, 1889667969, 1930359164, 1845104038, 1376696621, 1885101232, 197649490, 62979851, 1694716792, 1283359926, 529871231, 1265239209]"
Random forest,Artificial neural network,0.31113883876773346,0.27437040700429732,0.7152506387150005,0.6472934472934473,0.7832078301365537,0.21679216986344613,0.35270655270655277,"[1376828152, 1541316946, 990523308, 600075587, 294976744, 1194596873, 144620823, 1160649019, 1286741578, 1789908567, 646876727, 2031326477, 1309352117, 1420399196, 890394338, 1194030569, 357650346, 238474318, 840258736, 487442518, 1026239392, 1006173273, 2046040485, 1109116575, 1984340147, 670690076, 930964573, 38099514, 2080595313, 1486827578, 1992549476, 2146343220, 1140305355, 1786735543, 2115769245, 1069077591, 31535998, 56692567, 898274843, 855588089, 1164551158, 1101774516, 1384178846, 2129556748, 1722792301, 576923284, 139123585, 858478381, 1887781625, 1805736741, 1827264663, 474482382, 2029572209, 117075333, 270697303, 1488157344, 1072602567, 1522884015, 1641432860, 907277245, 450383361, 1997899283, 621824765, 677171228, 1889667969, 1930359164, 1845104038, 1376696621, 1885101232, 197649490, 62979851, 1694716792, 1283359926, 529871231, 1265239209]"
Random forest,Bernoulli Naive Bayes,0.31629142078679695,0.29203575565674511,0.7072807275492887,0.5933295346628681,0.8212319204357091,0.17876807956429083,0.4066704653371321,"[1376828152, 1541316946, 990523308, 600075587, 294976744, 1194596873, 144620823, 1160649019, 1286741578, 1789908567, 646876727, 2031326477, 1309352117, 1420399196, 890394338, 1194030569, 357650346, 238474318, 840258736, 487442518, 1026239392, 1006173273, 2046040485, 1109116575, 1984340147, 670690076, 930964573, 38099514, 2080595313, 1486827578, 1992549476, 2146343220, 1140305355, 1786735543, 2115769245, 1069077591, 31535998, 56692567, 898274843, 855588089, 1164551158, 1101774516, 1384178846, 2129556748, 1722792301, 576923284, 139123585, 858478381, 1887781625, 1805736741, 1827264663, 474482382, 2029572209, 117075333, 270697303, 1488157344, 1072602567, 1522884015, 1641432860, 907277245, 450383361, 1997899283, 621824765, 677171228, 1889667969, 1930359164, 1845104038, 1376696621, 1885101232, 197649490, 62979851, 1694716792, 1283359926, 529871231, 1265239209]"
