Data balancer,Classifier description,Matthews correlation coefficient,Brier Score,Balanced Accuracy,AUC Score,H-measure,Average true positive rate,Average true negative rate,Average false positive rate,Average false negative rate,Standard Deviation of MCC,Standard Deviation of BS,Standard Deviation of BACC,Standard Deviation of AUC,Standard Deviation of H-measure,Standard Deviation of TPR,Standard Deviation of TNR,initialisation_values
EditedNearestNeighbours,Gaussian Naive Bayes,0.14247071921348603,0.56242413779044287,0.6021155954402462,0.75073662768824179,0.31985400895434896,0.8928774928774931,0.31135369800299945,0.6886463019970005,0.10712250712250712,0.05306223723467246,0.07650472475153851,0.03982463234576866,0.04863641195055439,0.09015587532737238,0.05335120762806776,0.0786447863971537,
InstanceHardnessThreshold,Gaussian Naive Bayes,0.18982659207723043,0.41266029437051899,0.6269272686835241,0.73001336910722037,0.27705342065048844,0.7000949667616333,0.5537595706054148,0.44624042939458525,0.29990503323836654,0.09255856386479869,0.22561915598858667,0.06647120139991859,0.04112139157944039,0.07620285507702325,0.18053918225625046,0.2913472529211798,
NearMiss,Gaussian Naive Bayes,0.082986208575574857,0.30924576584561497,0.5571362135495057,0.64772732148531331,0.12412397951702554,0.38537511870845204,0.7288973083905598,0.2711026916094404,0.6146248812915479,0.07177376543681531,0.06301949267992772,0.04716776272514884,0.04967172835852523,0.0502431035257919,0.11921964008945775,0.07932231021425466,
NeighbourhoodCleaningRule,Gaussian Naive Bayes,0.13672927618659261,0.57576668452012814,0.5968745141189691,0.75236369863491193,0.3227319111795438,0.8953466286799622,0.2984023995579762,0.7015976004420238,0.10465337132003799,0.05238215179500707,0.07316651388444877,0.0393953278139765,0.04780348203291583,0.08904902616966312,0.052240869439322796,0.07887936110048815,
OneSidedSelection,Gaussian Naive Bayes,0.12190905746148913,0.60509854212960268,0.5827766207709376,0.75177448868505781,0.3216038105367747,0.902849002849003,0.2627042386928723,0.7372957613071276,0.09715099715099715,0.0424639313411511,0.06663188923528084,0.03020630040150945,0.0482272216970854,0.08505190382923218,0.04539729075322249,0.07041631903976313,
RandomUnderSampler,Gaussian Naive Bayes,0.16211007566831803,0.53856525332207583,0.5943327421242015,0.75203241013407562,0.309643032637133,0.8255460588793923,0.36311942536901104,0.6368805746309891,0.17445394112060778,0.12129818864764974,0.254746157242346,0.08156819469683807,0.05093514347713377,0.09261757403779214,0.2088488587824783,0.3351073521674371,
TomekLinks,Gaussian Naive Bayes,0.12424776649741291,0.60028197676472062,0.5848857059394592,0.75151121284675626,0.32246162923378985,0.902849002849003,0.26692240902991554,0.7330775909700845,0.09715099715099715,0.043921123280584916,0.0671799230926258,0.03150506316590317,0.048597697672683675,0.08861516632093869,0.04539729075322249,0.07030364590821588,
ADASYN,Gaussian Naive Bayes,0.22742654874332532,0.34643009058016222,0.6582391345363956,0.7477926490824115,0.3004096952912739,0.7207027540360873,0.5957755150367038,0.4042244849632963,0.2792972459639127,0.10098703205698203,0.1929916771269899,0.07271322478329924,0.05020168734304099,0.08889331017284334,0.14365159684188733,0.2651406769471011,
RandomOverSampler,Gaussian Naive Bayes,0.090046680608213109,0.70962060374293523,0.5482054655249067,0.75167994694634521,0.32616092963601323,0.9475783475783478,0.1488325834714658,0.8511674165285341,0.05242165242165242,0.034475576259303566,0.03763405777438171,0.019161746332243407,0.04772358287232809,0.09149340197422923,0.04115206857041091,0.03491283724976659,
SMOTE,Gaussian Naive Bayes,0.09330779180227379,0.7052785751139049,0.5547964376332835,0.73364841474321296,0.2966725899497799,0.9227920227920227,0.18680085247454417,0.8131991475254557,0.0772079772079772,0.03215860910830527,0.03775697769672155,0.01893330476418825,0.03753697036058763,0.07025385232918568,0.050113844037340455,0.040820628208792085,
SMOTEENN,Gaussian Naive Bayes,0.10496294033178501,0.62942115910972585,0.5697989821488124,0.74024987299910339,0.3074762111211091,0.8905033238366572,0.2490946404609677,0.7509053595390323,0.10949667616334283,0.0400337171110039,0.06617995747497034,0.029569429381936675,0.04693555443027956,0.08080186661865665,0.048421502077867606,0.06950244370836123,
SMOTETomek,Gaussian Naive Bayes,0.09330779180227379,0.7052785751139049,0.5547964376332835,0.73364841474321296,0.2966725899497799,0.9227920227920227,0.18680085247454417,0.8131991475254557,0.0772079772079772,0.03215860910830527,0.03775697769672155,0.01893330476418825,0.03753697036058763,0.07025385232918568,0.050113844037340455,0.040820628208792085,
None,K-nearest neighbours,0.15813926349746657,0.11361029117246628,0.5471092054792426,0.64658985220671228,0.15310424207798828,0.11918328584995254,0.9750351251085326,0.02496487489146736,0.8808167141500474,0.08031728790918657,0.009073832083744541,0.023669145927596117,0.0378021248894723,0.05113633638691974,0.049350745732751215,0.009191391326771513,
ClusterCentroids,K-nearest neighbours,0.26461378903772648,0.20962820790700187,0.6817921192654793,0.72316393583817995,0.27346284915936875,0.5863247863247864,0.7772594522061725,0.2227405477938275,0.41367521367521365,0.07113181878779808,0.0036745952255079675,0.04695612515112412,0.04882683183806102,0.08536931917515746,0.08707235098032572,0.03083590151935759,
EditedNearestNeighbours,K-nearest neighbours,0.2437101967965927,0.11237729031365262,0.6057322009283491,0.68211088645613871,0.17972161742849613,0.2734093067426401,0.9380550951140579,0.06194490488594207,0.7265906932573599,0.0817209835899075,0.0110074513826381,0.03693361000539019,0.052545418972234366,0.06842240696319572,0.06921076991147242,0.02183546284731786,
InstanceHardnessThreshold,K-nearest neighbours,0.29970967472593718,0.18242248842944817,0.67989974406424,0.71153513781424427,0.2704109713852389,0.4969610636277303,0.8628384245007499,0.13716157549925015,0.5030389363722698,0.09118443524969978,0.010942122364543918,0.059656106412504656,0.0649166566873822,0.0938109015367469,0.12571483110934287,0.02674773723949483,
NearMiss,K-nearest neighbours,0.24128262337535952,0.18467068112265334,0.66130047793715,0.71440179148285554,0.24315236356057485,0.5294396961063629,0.7931612597679375,0.2068387402320625,0.4705603038936372,0.07342811900499902,0.012641242599512001,0.04924033556592471,0.043391263945784575,0.07078879228492324,0.09496723646604939,0.0346048106903365,
NeighbourhoodCleaningRule,K-nearest neighbours,0.18414520995413325,0.16059550884176355,0.5961791271468436,0.66263383105991047,0.16218785404178557,0.2983855650522317,0.8939726892414556,0.10602731075854448,0.7016144349477683,0.09229492990590067,0.02023234410513764,0.049874522905498646,0.050385703900130197,0.0664474434994821,0.09565590411847939,0.022117850357384033,
OneSidedSelection,K-nearest neighbours,0.20814047204563157,0.11456755324578216,0.5699801363626449,0.64470184866980196,0.16235855378464337,0.1714150047483381,0.9685452679769514,0.03145473202304839,0.828584995251662,0.08326423387890959,0.010081863958242454,0.029714066634187332,0.0504314535924437,0.060086639169063816,0.05883418906306972,0.009544295686979998,
RandomUnderSampler,K-nearest neighbours,0.26534711489304585,0.2103416211631407,0.6822588011790001,0.71163901431562648,0.23691380931028572,0.5840455840455839,0.7804720183124161,0.21952798168758392,0.415954415954416,0.07894734112075344,0.016045445891392472,0.054515819467533,0.05468267874058353,0.09984352249958002,0.09828027527441788,0.02138962784494111,
