layers,Data balancer,Matthews correlation coefficient,Cohen Kappa Score,Balanced Accuracy,Average true positive rate,Average true negative rate,Average false positive rate,Average false negative rate,Average true positive with cutoff,Average true negative rate with cutoff,Average false positive rate with cutoff,Average false negative rate with cutoff,Average unclassified from cutoff,
"[(100, 'tanh')]",EditedNearestNeighbours,0.297943733,0.297847234,0.647788925,0.375023742,0.920554108,0.079445892,0.624976258,0.21642925,0.822664772,0.039240666,0.458404558,0.458404558,0.065665086
"[(100, 'tanh')]",InstanceHardnessThreshold,0.051972563,0.028021613,0.5395797,0.671225071,0.407934328,0.592065672,0.328774929,0.504273504,0.257150525,0.430947983,0.206837607,0.206837607,0.135277907
"[(100, 'tanh')]",NearMiss,0.066947678,0.042769759,0.552715179,0.590218424,0.515211935,0.484788065,0.409781576,0.535517569,0.445822085,0.444252901,0.367426401,0.367426401,0.05037864
"[(100, 'tanh')]",NeighbourhoodCleaningRule,0.278124266,0.277095442,0.632675569,0.337986705,0.927364433,0.072635567,0.662013295,0.17625831,0.826248323,0.034050043,0.468376068,0.468376068,0.068040371
"[(100, 'tanh')]",OneSidedSelection,0.235765207,0.21678251,0.583267059,0.201234568,0.96529955,0.03470045,0.798765432,0.064767331,0.88588681,0.012322993,0.558024691,0.558024691,0.140231848
"[(100, 'tanh')]",RandomUnderSampler,0.171317988,0.134856646,0.627886282,0.581291548,0.674481017,0.325518983,0.418708452,0.43988604,0.4948299,0.202980504,0.284140551,0.284140551,0.169133902
"[(100, 'tanh')]",TomekLinks,0.242901963,0.2204687,0.583493538,0.198765432,0.968221643,0.031778357,0.801234568,0.059734093,0.886532481,0.012002526,0.57037037,0.57037037,0.121736844
"[(100, 'tanh')]",ADASYN,0.253502142,0.239622255,0.659508174,0.486609687,0.832406662,0.167593338,0.513390313,0.238461538,0.567081853,0.058045623,0.259259259,0.259259259,0.468599876
"[(100, 'tanh')]",RandomOverSampler,0.249940468,0.225119074,0.668997333,0.547103514,0.790891152,0.209108848,0.452896486,0.310541311,0.558042466,0.094672034,0.268660969,0.268660969,0.358969212
"[(100, 'tanh')]",SMOTE,0.190589271,0.17748278,0.623153407,0.437606838,0.808699976,0.191300024,0.562393162,0.255935423,0.588156918,0.078146657,0.3328585,0.3328585,0.172619104
"[(100, 'tanh')]",SMOTEENN,0.222397951,0.216645249,0.630906702,0.402849003,0.858964401,0.141035599,0.597150997,0.221462488,0.680288894,0.060626727,0.405318139,0.405318139,0.183921814
"[(100, 'tanh')]",SMOTETomek,0.190589271,0.17748278,0.623153407,0.437606838,0.808699976,0.191300024,0.562393162,0.255935423,0.588156918,0.078146657,0.3328585,0.3328585,0.136242469
"[(20, 'lin'), (20, 'lin')]",None,-0.006260678,-0.001330071,0.499658403,0.002564103,0.996752703,0.003247297,0.997435897,0,0.903354645,0,0.542545109,0.542545109,0.666958014
"[(20, 'lin'), (20, 'lin')]",ClusterCentroids,0.274370829,0.244488088,0.687972524,0.589933523,0.786011524,0.213988476,0.410066477,0.338081671,0.287264978,0.074588365,0.131528965,0.131528965,0.129053752
"[(20, 'lin'), (20, 'lin')]",EditedNearestNeighbours,0.286510636,0.286294639,0.639655171,0.355840456,0.923469887,0.076530113,0.644159544,0.047388414,0.873208619,0.007138685,0.47008547,0.47008547,0.119894505
"[(20, 'lin'), (20, 'lin')]",InstanceHardnessThreshold,0.114883488,0.065017244,0.588755,0.731339031,0.446170969,0.553829031,0.268660969,0.479867047,0.192285105,0.264549688,0.069610636,0.069610636,0.17707475
"[(20, 'lin'), (20, 'lin')]",NearMiss,0.157143276,0.103283701,0.623015281,0.699430199,0.546600363,0.453399637,0.300569801,0.551946819,0.303480938,0.286993449,0.131718898,0.131718898,0.219821374
"[(20, 'lin'), (20, 'lin')]",NeighbourhoodCleaningRule,0.282498878,0.281297613,0.631351566,0.33048433,0.932218802,0.067781198,0.66951567,0.017378917,0.877747257,0.004868577,0.477682811,0.477682811,0.025761366
"[(20, 'lin'), (20, 'lin')]",OneSidedSelection,0.065000181,0.033026312,0.510036658,0.027540361,0.992532954,0.007467046,0.972459639,0,0.893956903,0,0.522507123,0.522507123,0.269633849
"[(20, 'lin'), (20, 'lin')]",RandomUnderSampler,0.296591094,0.267728478,0.699780072,0.599620133,0.799940011,0.200059989,0.400379867,0.415384615,0.359599021,0.089820822,0.121747388,0.121747388,0.276875814
"[(20, 'lin'), (20, 'lin')]",TomekLinks,0.053751638,0.024263002,0.507212018,0.01994302,0.994481017,0.005518983,0.98005698,0,0.894926198,0,0.517473884,0.517473884,0.034112453
"[(20, 'lin'), (20, 'lin')]",ADASYN,0.298128766,0.269792155,0.700771174,0.6,0.801542347,0.198457653,0.4,0.395251662,0.284282895,0.08236167,0.109021842,0.109021842,0.287007491
"[(20, 'lin'), (20, 'lin')]",RandomOverSampler,0.310774873,0.28746481,0.703211302,0.585090218,0.821332386,0.178667614,0.414909782,0.397815764,0.398175073,0.088860999,0.158879392,0.158879392,0.195932865
"[(20, 'lin'), (20, 'lin')]",SMOTE,0.297690822,0.267714311,0.701809858,0.607217474,0.796402242,0.203597758,0.392782526,0.385185185,0.428632094,0.087233404,0.166381766,0.166381766,0.118596395
"[(20, 'lin'), (20, 'lin')]",SMOTEENN,0.327674268,0.314259354,0.701009767,0.545014245,0.857005288,0.142994712,0.454985755,0.367901235,0.63136317,0.079128582,0.246058879,0.246058879,0.063333988
"[(20, 'lin'), (20, 'lin')]",SMOTETomek,0.297690822,0.267714311,0.701809858,0.607217474,0.796402242,0.203597758,0.392782526,0.385185185,0.428632094,0.087233404,0.166381766,0.166381766,0.087751389
"[(20, 'lin')]",None,-0.006260678,-0.001330071,0.499658403,0.002564103,0.996752703,0.003247297,0.997435897,0,0.903354645,0,0.542545109,0.542545109,0.17718331
"[(20, 'lin')]",ClusterCentroids,0.274370829,0.244488088,0.687972524,0.589933523,0.786011524,0.213988476,0.410066477,0.338081671,0.287264978,0.074588365,0.131528965,0.131528965,0.055553436
"[(20, 'lin')]",EditedNearestNeighbours,0.286510636,0.286294639,0.639655171,0.355840456,0.923469887,0.076530113,0.644159544,0.047388414,0.873208619,0.007138685,0.47008547,0.47008547,0.043549458
"[(20, 'lin')]",InstanceHardnessThreshold,0.114883488,0.065017244,0.588755,0.731339031,0.446170969,0.553829031,0.268660969,0.479867047,0.192285105,0.264549688,0.069610636,0.069610636,0.131132603
"[(20, 'lin')]",NearMiss,0.157143276,0.103283701,0.623015281,0.699430199,0.546600363,0.453399637,0.300569801,0.551946819,0.303480938,0.286993449,0.131718898,0.131718898,0.098630985
"[(20, 'lin')]",NeighbourhoodCleaningRule,0.282498878,0.281297613,0.631351566,0.33048433,0.932218802,0.067781198,0.66951567,0.017378917,0.877747257,0.004868577,0.477682811,0.477682811,0.031461557
"[(20, 'lin')]",OneSidedSelection,0.065000181,0.033026312,0.510036658,0.027540361,0.992532954,0.007467046,0.972459639,0,0.893956903,0,0.522507123,0.522507123,0.044068495
"[(20, 'lin')]",RandomUnderSampler,0.296591094,0.267728478,0.699780072,0.599620133,0.799940011,0.200059989,0.400379867,0.415384615,0.359599021,0.089820822,0.121747388,0.121747388,0.138256629
"[(20, 'lin')]",TomekLinks,0.053751638,0.024263002,0.507212018,0.01994302,0.994481017,0.005518983,0.98005698,0,0.894926198,0,0.517473884,0.517473884,0.06066068
"[(20, 'lin')]",ADASYN,0.298128766,0.269792155,0.700771174,0.6,0.801542347,0.198457653,0.4,0.395251662,0.284282895,0.08236167,0.109021842,0.109021842,0.28436319
"[(20, 'lin')]",RandomOverSampler,0.310774873,0.28746481,0.703211302,0.585090218,0.821332386,0.178667614,0.414909782,0.397815764,0.398175073,0.088860999,0.158879392,0.158879392,0.263162295
"[(20, 'lin')]",SMOTE,0.297690822,0.267714311,0.701809858,0.607217474,0.796402242,0.203597758,0.392782526,0.385185185,0.428632094,0.087233404,0.166381766,0.166381766,0.129802783
"[(20, 'lin')]",SMOTEENN,0.327674268,0.314259354,0.701009767,0.545014245,0.857005288,0.142994712,0.454985755,0.367901235,0.63136317,0.079128582,0.246058879,0.246058879,0.098263025
"[(20, 'lin')]",SMOTETomek,0.297690822,0.267714311,0.701809858,0.607217474,0.796402242,0.203597758,0.392782526,0.385185185,0.428632094,0.087233404,0.166381766,0.166381766,0.041763306
"[(20, 'rbf_l1')]",None,0,0,0.5,0,1,0,1,0.002469136,0.206494593,0,0.216334283,0.216334283,0.190231721
"[(20, 'rbf_l1')]",ClusterCentroids,0.092854928,0.082057224,0.55968155,0.351851852,0.767511248,0.232488752,0.648148148,0.062393162,0.080746705,0.009737154,0.034947768,0.034947768,0.049381256
"[(20, 'rbf_l1')]",EditedNearestNeighbours,0.031758545,0.027930716,0.511025972,0.044729345,0.977322598,0.022677402,0.955270655,0.007502374,0.19581656,0,0.18622982,0.18622982,0.035852035
"[(20, 'rbf_l1')]",InstanceHardnessThreshold,0.074093673,0.052394463,0.557179989,0.569895537,0.544464441,0.455535559,0.430104463,0.089933523,0.0752293,0.032119346,0.032383666,0.032383666,0.150876284
"[(20, 'rbf_l1')]",NearMiss,0.117132467,0.076604461,0.587580324,0.642735043,0.532425606,0.467574394,0.357264957,0.141975309,0.136749546,0.043788776,0.04957265,0.04957265,0.023090998
"[(20, 'rbf_l1')]",NeighbourhoodCleaningRule,0.012468567,0.018183006,0.507191664,0.032193732,0.982189597,0.017810403,0.967806268,0.007407407,0.195492936,0,0.186324786,0.186324786,0.039530198
"[(20, 'rbf_l1')]",OneSidedSelection,0.0270961,0.004376274,0.501234568,0.002469136,1,0,0.997530864,0.002469136,0.209077275,0,0.211206078,0.211206078,0.029405355
"[(20, 'rbf_l1')]",RandomUnderSampler,0.094924353,0.065361338,0.573980735,0.567996201,0.57996527,0.42003473,0.432003799,0.107312441,0.105354803,0.022371142,0.042260209,0.042260209,0.113753716
"[(20, 'rbf_l1')]",TomekLinks,0.0270961,0.004376274,0.501234568,0.002469136,1,0,0.997530864,0.002469136,0.204866998,0,0.208736942,0.208736942,0.056737979
"[(20, 'rbf_l1')]",ADASYN,0.124591119,0.110019317,0.584127359,0.416334283,0.751920436,0.248079564,0.583665717,0.08005698,0.100178388,0.012005683,0.039791073,0.039791073,0.26332593
"[(20, 'rbf_l1')]",RandomOverSampler,0.119502972,0.08700216,0.59214774,0.560588794,0.623706686,0.376293314,0.439411206,0.097435897,0.084945931,0.019780567,0.02991453,0.02991453,0.288800875
"[(20, 'rbf_l1')]",SMOTE,0.138055252,0.102262513,0.605019188,0.585944919,0.624093456,0.375906544,0.414055081,0.092212726,0.079445892,0.023673534,0.024976258,0.024976258,0.119629145
"[(20, 'rbf_l1')]",SMOTEENN,0.14186139,0.122207636,0.599375335,0.464007597,0.734743074,0.265256926,0.535992403,0.077302944,0.102450075,0.018806536,0.042260209,0.042260209,0.124501864
"[(20, 'rbf_l1')]",SMOTETomek,0.138055252,0.102262513,0.605019188,0.585944919,0.624093456,0.375906544,0.414055081,0.092212726,0.079445892,0.023673534,0.024976258,0.024976258,0.051544428
"[(20, 'rbf_l2')]",None,0.129394641,0.082018173,0.525705643,0.062108262,0.989303023,0.010696977,0.937891738,0.002469136,0.925747889,0.000323625,0.594871795,0.594871795,0.193393866
"[(20, 'rbf_l2')]",ClusterCentroids,0.160673588,0.108403392,0.62533317,0.686419753,0.564246586,0.435753414,0.313580247,0.435232669,0.204330255,0.145586866,0.077207977,0.077207977,0.050326188
"[(20, 'rbf_l2')]",EditedNearestNeighbours,0.305015674,0.30161901,0.636103446,0.330579297,0.941627595,0.058372405,0.669420703,0.111965812,0.866079406,0.019131739,0.455175689,0.455175689,0.047049681
"[(20, 'rbf_l2')]",InstanceHardnessThreshold,0.159635162,0.097915017,0.624639546,0.745963913,0.503315179,0.496684821,0.254036087,0.494491928,0.203023127,0.226223064,0.104558405,0.104558405,0.097222726
"[(20, 'rbf_l2')]",NearMiss,0.167858923,0.105193534,0.631234755,0.746248813,0.516220696,0.483779304,0.253751187,0.534757835,0.283053122,0.268816797,0.084520418,0.084520418,0.037968079
"[(20, 'rbf_l2')]",NeighbourhoodCleaningRule,0.296082692,0.291226041,0.628286137,0.310731244,0.945841029,0.054158971,0.689268756,0.071794872,0.874833057,0.01330176,0.475308642,0.475308642,0.042624474
"[(20, 'rbf_l2')]",OneSidedSelection,0.138749103,0.100529863,0.533013417,0.082241216,0.983785618,0.016214382,0.917758784,0.004938272,0.913099692,0.001297656,0.557264957,0.557264957,0.02775232
"[(20, 'rbf_l2')]",RandomUnderSampler,0.280036195,0.242222842,0.697000694,0.631623932,0.762377457,0.237622543,0.368376068,0.422412156,0.416724288,0.093379114,0.112250712,0.112250712,0.092903137
"[(20, 'rbf_l2')]",TomekLinks,0.140938041,0.099711482,0.532380194,0.079677113,0.985083274,0.014916726,0.920322887,0.002469136,0.917961954,0.001297656,0.559924027,0.559924027,0.055025975
"[(20, 'rbf_l2')]",ADASYN,0.287307355,0.266603158,0.686579861,0.552136752,0.821022969,0.178977031,0.447863248,0.228869896,0.419930539,0.042159602,0.166761633,0.166761633,0.236472766
"[(20, 'rbf_l2')]",RandomOverSampler,0.303453685,0.266092973,0.710978117,0.644349478,0.777606757,0.222393243,0.355650522,0.402469136,0.441346594,0.079437998,0.141975309,0.141975309,0.256400983
"[(20, 'rbf_l2')]",SMOTE,0.28123664,0.254340037,0.6894323,0.579867047,0.798997553,0.201002447,0.420132953,0.310731244,0.478935985,0.068412661,0.168945869,0.168945869,0.059011936
"[(20, 'rbf_l2')]",SMOTEENN,0.305057915,0.292939727,0.686531017,0.517663818,0.855398216,0.144601784,0.482336182,0.285754986,0.629108848,0.056421186,0.268376068,0.268376068,0.063803911
"[(20, 'rbf_l2')]",SMOTETomek,0.28123664,0.254340037,0.6894323,0.579867047,0.798997553,0.201002447,0.420132953,0.310731244,0.478935985,0.068412661,0.168945869,0.168945869,0.107310216
"[(20, 'rbf_linf')]",None,0.142346333,0.087936266,0.527423279,0.064577398,0.990269161,0.009730839,0.935422602,0.009876543,0.928996764,0.001944905,0.637796771,0.637796771,0.205303272
"[(20, 'rbf_linf')]",ClusterCentroids,0.154209531,0.106190668,0.619757615,0.676923077,0.562592154,0.437407846,0.323076923,0.388034188,0.170586471,0.131628384,0.099620133,0.099620133,0.053203344
"[(20, 'rbf_linf')]",EditedNearestNeighbours,0.271463814,0.264487998,0.612571171,0.275403609,0.949738732,0.050261268,0.724596391,0.104178538,0.873200726,0.018809693,0.510161443,0.510161443,0.028763215
"[(20, 'rbf_linf')]",InstanceHardnessThreshold,0.114314391,0.070674257,0.589253217,0.678727445,0.499778988,0.500221012,0.321272555,0.45982906,0.216667456,0.242789486,0.134377968,0.134377968,0.146329562
"[(20, 'rbf_linf')]",NearMiss,0.176715037,0.11112263,0.638249938,0.753846154,0.522653722,0.477346278,0.246153846,0.574358974,0.298588681,0.279179099,0.086894587,0.086894587,0.014959971
"[(20, 'rbf_linf')]",NeighbourhoodCleaningRule,0.267827767,0.257851035,0.606427961,0.257929725,0.954926198,0.045073802,0.742070275,0.081766382,0.879701634,0.015565554,0.525356125,0.525356125,0.034374475
"[(20, 'rbf_linf')]",OneSidedSelection,0.178319598,0.128366023,0.541736264,0.09677113,0.986701397,0.013298603,0.90322887,0.017283951,0.914716236,0.00421817,0.602849003,0.602849003,0.03822128
"[(20, 'rbf_linf')]",RandomUnderSampler,0.25477281,0.219401499,0.680251542,0.604653371,0.755849712,0.244150288,0.395346629,0.384425451,0.3933728,0.096642197,0.11699905,0.11699905,0.092678308
"[(20, 'rbf_linf')]",TomekLinks,0.163263587,0.114629193,0.536912321,0.08679962,0.987025022,0.012974978,0.91320038,0.017283951,0.91763833,0.003245718,0.61291548,0.61291548,0.105671167
"[(20, 'rbf_linf')]",ADASYN,0.231995021,0.214769066,0.651277252,0.492212726,0.810341779,0.189658221,0.507787274,0.220702754,0.376801642,0.038563423,0.141880342,0.141880342,0.338808537
"[(20, 'rbf_linf')]",RandomOverSampler,0.2805113,0.24969627,0.692205801,0.5997151,0.784696503,0.215303497,0.4002849,0.374738841,0.412531376,0.080738811,0.152041785,0.152041785,0.269366026
"[(20, 'rbf_linf')]",SMOTE,0.268147666,0.244010909,0.67908871,0.557264957,0.800912463,0.199087537,0.442735043,0.302849003,0.419854764,0.069063067,0.174169041,0.174169041,0.126171986
"[(20, 'rbf_linf')]",SMOTEENN,0.277052361,0.266431367,0.668679521,0.484900285,0.852458758,0.147541242,0.515099715,0.270560304,0.615780251,0.054476281,0.271320038,0.271320038,0.066613833
"[(20, 'rbf_linf')]",SMOTETomek,0.268147666,0.244010909,0.67908871,0.557264957,0.800912463,0.199087537,0.442735043,0.302849003,0.419854764,0.069063067,0.174169041,0.174169041,0.135208289
"[(20, 'sigm'), (2, 'rbf_l2')]",None,0.202606814,0.1349521,0.542771015,0.094301994,0.991240035,0.008759965,0.905698006,0.002469136,0.925416371,0,0.614814815,0.614814815,0.478716691
"[(20, 'sigm'), (2, 'rbf_l2')]",ClusterCentroids,0.22825151,0.182745901,0.668877697,0.646153846,0.691601547,0.308398453,0.353846154,0.345299145,0.301532876,0.096312258,0.139316239,0.139316239,0.125742277
"[(20, 'sigm'), (2, 'rbf_l2')]",EditedNearestNeighbours,0.319740674,0.315990373,0.641623889,0.338366572,0.944881206,0.055118794,0.661633428,0.156410256,0.862206962,0.014269477,0.467996201,0.467996201,0.078247547
"[(20, 'sigm'), (2, 'rbf_l2')]",InstanceHardnessThreshold,0.150104158,0.091759493,0.616955689,0.741310541,0.492600837,0.507399163,0.258689459,0.512250712,0.221813876,0.247648591,0.101994302,0.101994302,0.149103642
"[(20, 'sigm'), (2, 'rbf_l2')]",NearMiss,0.179197034,0.112391608,0.639967568,0.761158594,0.518776541,0.481223459,0.238841406,0.534947768,0.301869129,0.278896519,0.091927825,0.091927825,0.041073481
"[(20, 'sigm'), (2, 'rbf_l2')]",NeighbourhoodCleaningRule,0.307575936,0.300876096,0.629599397,0.308167142,0.951031652,0.048968348,0.691832858,0.109021842,0.871288973,0.00876628,0.475403609,0.475403609,0.050275803
"[(20, 'sigm'), (2, 'rbf_l2')]",OneSidedSelection,0.233922735,0.177794328,0.559066119,0.131433998,0.98669824,0.01330176,0.868566002,0.002469136,0.91212724,0.001300813,0.574928775,0.574928775,0.052714427
"[(20, 'sigm'), (2, 'rbf_l2')]",RandomUnderSampler,0.291972827,0.251911485,0.706054946,0.649097816,0.763012077,0.236987923,0.350902184,0.400189934,0.413096535,0.095949167,0.136847104,0.136847104,0.155326446
"[(20, 'sigm'), (2, 'rbf_l2')]",TomekLinks,0.2244854,0.16215793,0.552747072,0.116524217,0.988969927,0.011030073,0.883475783,0.002469136,0.916987923,0.000650407,0.587559354,0.587559354,0.076220671
"[(20, 'sigm'), (2, 'rbf_l2')]",ADASYN,0.292244804,0.269503777,0.691814495,0.5671415,0.816487489,0.183512511,0.4328585,0.287939221,0.413710632,0.048949404,0.164197531,0.164197531,0.250667334
"[(20, 'sigm'), (2, 'rbf_l2')]",RandomOverSampler,0.293262369,0.26165018,0.700258203,0.611585945,0.78893046,0.21106954,0.388414055,0.362773029,0.436107033,0.073922172,0.154320988,0.154320988,0.286888123
"[(20, 'sigm'), (2, 'rbf_l2')]",SMOTE,0.271166269,0.239907973,0.686966418,0.594396961,0.779535875,0.220464125,0.405603039,0.362867996,0.44715605,0.070996922,0.189363723,0.189363723,0.181829453
"[(20, 'sigm'), (2, 'rbf_l2')]",SMOTEENN,0.299855347,0.282859379,0.689867056,0.542165242,0.837568869,0.162431131,0.457834758,0.310446344,0.59470045,0.055443997,0.2665717,0.2665717,0.147821744
"[(20, 'sigm'), (2, 'rbf_l2')]",SMOTETomek,0.271166269,0.239907973,0.686966418,0.594396961,0.779535875,0.220464125,0.405603039,0.362867996,0.44715605,0.070996922,0.189363723,0.189363723,0.054995298
"[(20, 'sigm'), (20, 'sigm')]",None,0.183306163,0.141158575,0.547295312,0.111775878,0.982814745,0.017185255,0.888224122,0.010066477,0.926077828,0.001622859,0.564957265,0.564957265,0.553638776
"[(20, 'sigm'), (20, 'sigm')]",ClusterCentroids,0.2155008,0.173191479,0.65971205,0.621937322,0.697486779,0.302513221,0.378062678,0.379962013,0.342077512,0.120274686,0.159259259,0.159259259,0.052490711
"[(20, 'sigm'), (20, 'sigm')]",EditedNearestNeighbours,0.347261502,0.345290015,0.660434823,0.380531814,0.940337833,0.059662167,0.619468186,0.153941121,0.857985634,0.021075065,0.420322887,0.420322887,0.079520464
"[(20, 'sigm'), (20, 'sigm')]",InstanceHardnessThreshold,0.117787718,0.064754139,0.59042641,0.753466287,0.427386534,0.572613466,0.246533713,0.524501425,0.211134265,0.310562791,0.096866097,0.096866097,0.174640735
"[(20, 'sigm'), (20, 'sigm')]",NearMiss,0.151757178,0.085055301,0.617160818,0.788509022,0.445812613,0.554187387,0.211490978,0.616619183,0.26458284,0.354435236,0.077302944,0.077302944,0.064201037
"[(20, 'sigm'), (20, 'sigm')]",NeighbourhoodCleaningRule,0.324466695,0.32059718,0.643198286,0.340550807,0.945845765,0.054154235,0.659449193,0.114150047,0.860584103,0.016541163,0.455175689,0.455175689,0.094328721
"[(20, 'sigm'), (20, 'sigm')]",OneSidedSelection,0.207638884,0.174607383,0.561544419,0.146438746,0.976650091,0.023349909,0.853561254,0.015004748,0.909861868,0.00259689,0.527730294,0.527730294,0.051924626
"[(20, 'sigm'), (20, 'sigm')]",RandomUnderSampler,0.282748792,0.239017653,0.70276933,0.659069326,0.746469335,0.253530665,0.340930674,0.422697056,0.449733996,0.108627358,0.136752137,0.136752137,0.126982927
"[(20, 'sigm'), (20, 'sigm')]",TomekLinks,0.199885616,0.164958921,0.557370093,0.136467236,0.97827295,0.02172705,0.863532764,0.012535613,0.913759571,0.003244139,0.535232669,0.535232669,0.085211674
"[(20, 'sigm'), (20, 'sigm')]",ADASYN,0.312016295,0.282118083,0.709994266,0.616809117,0.803179414,0.196820586,0.383190883,0.325166192,0.474395769,0.05835504,0.144349478,0.144349478,0.353819688
"[(20, 'sigm'), (20, 'sigm')]",RandomOverSampler,0.284988207,0.253413438,0.695640657,0.604938272,0.786343042,0.213656958,0.395061728,0.387179487,0.501967006,0.072633988,0.166476733,0.166476733,0.259614468
"[(20, 'sigm'), (20, 'sigm')]",SMOTE,0.272762595,0.243473337,0.686481366,0.584995252,0.78796748,0.21203252,0.415004748,0.31320038,0.504513379,0.074266319,0.205887939,0.205887939,0.279265642
"[(20, 'sigm'), (20, 'sigm')]",SMOTEENN,0.289484989,0.274847173,0.681320054,0.52022792,0.842412187,0.157587813,0.47977208,0.285660019,0.635571868,0.05350225,0.258309592,0.258309592,0.111071269
"[(20, 'sigm'), (20, 'sigm')]",SMOTETomek,0.272762595,0.243473337,0.686481366,0.584995252,0.78796748,0.21203252,0.415004748,0.31320038,0.504513379,0.074266319,0.205887939,0.205887939,0.046895663
"[(20, 'sigm')]",None,0.137036915,0.08433227,0.526350524,0.062108262,0.990592786,0.009407214,0.937891738,0,0.927700687,0.000648828,0.61965812,0.61965812,0.19968915
"[(20, 'sigm')]",ClusterCentroids,0.271155873,0.235741741,0.690023165,0.614150047,0.765896282,0.234103718,0.385849953,0.320417854,0.349566659,0.068731549,0.144064577,0.144064577,0.047257264
"[(20, 'sigm')]",EditedNearestNeighbours,0.30013226,0.293475774,0.628469868,0.308167142,0.948772595,0.051227405,0.691832858,0.101994302,0.861881759,0.014269477,0.45308642,0.45308642,0.04499499
"[(20, 'sigm')]",InstanceHardnessThreshold,0.146442054,0.091574874,0.614266634,0.718423552,0.510109717,0.489890283,0.281576448,0.489458689,0.222475333,0.238606046,0.102279202,0.102279202,0.118542115
"[(20, 'sigm')]",NearMiss,0.198855323,0.126709856,0.655590857,0.778822412,0.532359302,0.467640698,0.221177588,0.545014245,0.278224011,0.260776699,0.079582146,0.079582146,0.023289601
"[(20, 'sigm')]",NeighbourhoodCleaningRule,0.303240692,0.293954105,0.624049821,0.293162393,0.954937248,0.045062752,0.706837607,0.072079772,0.867075539,0.009085169,0.468091168,0.468091168,0.030629555
"[(20, 'sigm')]",OneSidedSelection,0.184384289,0.133957295,0.544024225,0.101994302,0.986054148,0.013945852,0.898005698,0.007407407,0.910837477,0.000974031,0.569990503,0.569990503,0.034988403
"[(20, 'sigm')]",RandomUnderSampler,0.276922872,0.236015715,0.696873952,0.64339981,0.750348094,0.249651906,0.35660019,0.414909782,0.417295761,0.098246113,0.141595442,0.141595442,0.037433863
"[(20, 'sigm')]",TomekLinks,0.165098121,0.112902333,0.536258946,0.084520418,0.987997474,0.012002526,0.915479582,0.004938272,0.917647802,0.000974031,0.582526116,0.582526116,0.066520055
"[(20, 'sigm')]",ADASYN,0.291029132,0.260109922,0.69825556,0.606647673,0.789863446,0.210136554,0.393352327,0.340550807,0.392615045,0.061929118,0.144254511,0.144254511,0.345790148
"[(20, 'sigm')]",RandomOverSampler,0.296855704,0.260263017,0.706460245,0.63665717,0.77626332,0.22373668,0.36334283,0.377397911,0.438023522,0.073604862,0.156695157,0.156695157,0.324841499
"[(20, 'sigm')]",SMOTE,0.286107562,0.249132788,0.699973846,0.631433998,0.768513695,0.231486305,0.368566002,0.362488129,0.438055095,0.080730918,0.174169041,0.174169041,0.092953682
"[(20, 'sigm')]",SMOTEENN,0.311294385,0.290511772,0.700426478,0.571699905,0.829153051,0.170846949,0.428300095,0.317853751,0.5911169,0.063553556,0.231339031,0.231339031,0.028426011
"[(20, 'sigm')]",SMOTETomek,0.286107562,0.249132788,0.699973846,0.631433998,0.768513695,0.231486305,0.368566002,0.362488129,0.438055095,0.080730918,0.174169041,0.174169041,0.037504117
"[(20, 'tanh')]",None,0.12153185,0.070810285,0.521945172,0.052326686,0.991563659,0.008436341,0.947673314,0.002469136,0.935480306,0,0.644159544,0.644159544,0.163790464
"[(20, 'tanh')]",ClusterCentroids,0.231504053,0.198059634,0.664375845,0.581671415,0.747080275,0.252919725,0.418328585,0.300569801,0.305182729,0.066785066,0.141500475,0.141500475,0.046319405
"[(20, 'tanh')]",EditedNearestNeighbours,0.286608939,0.275841504,0.61498155,0.273409307,0.956553793,0.043446207,0.726590693,0.087274454,0.866093614,0.012324572,0.517473884,0.517473884,0.045001507
"[(20, 'tanh')]",InstanceHardnessThreshold,0.140555322,0.088636745,0.609736994,0.70351377,0.515960218,0.484039782,0.29648623,0.457359924,0.220219433,0.214613624,0.11965812,0.11965812,0.158689578
"[(20, 'tanh')]",NearMiss,0.185299879,0.117933216,0.644888971,0.758689459,0.531088484,0.468911516,0.241310541,0.549952517,0.281191886,0.253614334,0.091927825,0.091927825,0.0240496
"[(20, 'tanh')]",NeighbourhoodCleaningRule,0.259506966,0.246922102,0.599667203,0.240835708,0.958498698,0.041501302,0.759164292,0.04985755,0.873881127,0.008114295,0.534852802,0.534852802,0.076601744
"[(20, 'tanh')]",OneSidedSelection,0.162695137,0.110324302,0.535397065,0.082146249,0.988647881,0.011352119,0.917853751,0.004938272,0.920565159,0.001297656,0.614339981,0.614339981,0.078399022
"[(20, 'tanh')]",RandomUnderSampler,0.244651434,0.202138067,0.678094154,0.63665717,0.719531139,0.280468861,0.36334283,0.402089269,0.387787513,0.096621675,0.13665717,0.13665717,0.158467293
"[(20, 'tanh')]",TomekLinks,0.179283498,0.122492996,0.53926337,0.089553656,0.988973084,0.011026916,0.910446344,0.004938272,0.925427421,0.000974031,0.624406458,0.624406458,0.065770547
"[(20, 'tanh')]",ADASYN,0.270654778,0.23790794,0.68764961,0.601994302,0.773304918,0.226695082,0.398005698,0.325546059,0.366388823,0.064200805,0.129154796,0.129154796,0.390368541
