layers,Data balancer,Matthews correlation coefficient,Cohen Kappa Score,Balanced Accuracy,Average true positive rate,Average true negative rate,Average false positive rate,Average false negative rate,Average true positive with cutoff,Average true negative rate with cutoff,Average false positive rate with cutoff,Average false negative rate with cutoff,Average unclassified from cutoff,
"[(50, 'tanh')]",NeighbourhoodCleaningRule,0.330484525,0.326372738,0.645878296,0.345584046,0.946172547,0.053827453,0.654415954,0.138936372,0.860584103,0.019786881,0.463152896,0.463152896,0.05181551
"[(50, 'tanh')]",OneSidedSelection,0.253998652,0.218124457,0.578175784,0.178727445,0.977624122,0.022375878,0.821272555,0.039981007,0.916351725,0.007460731,0.565242165,0.565242165,0.082637787
"[(50, 'tanh')]",RandomUnderSampler,0.213098065,0.171627258,0.657545522,0.616619183,0.69847186,0.30152814,0.383380817,0.410161443,0.458522377,0.132294577,0.189078822,0.189078822,0.133776188
"[(50, 'tanh')]",TomekLinks,0.233465806,0.195722959,0.568805618,0.158689459,0.978921778,0.021078222,0.841310541,0.032573599,0.923147841,0.005514247,0.58005698,0.58005698,0.091252565
"[(50, 'tanh')]",ADASYN,0.261155393,0.235004611,0.676722839,0.561918329,0.79152735,0.20847265,0.438081671,0.288414055,0.494825164,0.058056674,0.198765432,0.198765432,0.428062439
"[(50, 'tanh')]",RandomOverSampler,0.275258206,0.242039991,0.690725121,0.60645774,0.774992501,0.225007499,0.39354226,0.372839506,0.49837872,0.078135607,0.201234568,0.201234568,0.230156104
"[(50, 'tanh')]",SMOTE,0.257240255,0.230111886,0.675203441,0.564387464,0.786019417,0.213980583,0.435612536,0.332668566,0.500637777,0.077815139,0.226210826,0.226210826,0.283306837
"[(50, 'tanh')]",SMOTEENN,0.280907706,0.26483141,0.677664162,0.521652422,0.833675902,0.166324098,0.478347578,0.295251662,0.618017207,0.058688136,0.271320038,0.271320038,0.076970498
"[(50, 'tanh')]",SMOTETomek,0.257240255,0.230111886,0.675203441,0.564387464,0.786019417,0.213980583,0.435612536,0.332668566,0.500637777,0.077815139,0.226210826,0.226210826,0.103044113
"[(75, 'lin'), (75, 'lin')]",None,0.169316057,0.105897593,0.533057862,0.074548908,0.991566817,0.008433183,0.925451092,0,0.920233641,0,0.545204179,0.545204179,0.254709323
"[(75, 'lin'), (75, 'lin')]",ClusterCentroids,0.264228972,0.226882619,0.687287052,0.619373219,0.755200884,0.244799116,0.380626781,0.323361823,0.367405478,0.060299945,0.144159544,0.144159544,0.10424153
"[(75, 'lin'), (75, 'lin')]",EditedNearestNeighbours,0.323488812,0.322072167,0.650638166,0.365147198,0.936129134,0.063870866,0.634852802,0.134283001,0.859276975,0.017838819,0.442735043,0.442735043,0.154912154
"[(75, 'lin'), (75, 'lin')]",InstanceHardnessThreshold,0.145841955,0.083824773,0.613142363,0.766096866,0.46018786,0.53981214,0.233903134,0.51699905,0.214051622,0.263234667,0.099525166,0.099525166,0.202380339
"[(75, 'lin'), (75, 'lin')]",NearMiss,0.149538661,0.088527696,0.6162981,0.75337132,0.47922488,0.52077512,0.24662868,0.581766382,0.272979714,0.271773621,0.089553656,0.089553656,0.271169504
"[(75, 'lin'), (75, 'lin')]",NeighbourhoodCleaningRule,0.316689749,0.313641151,0.642302752,0.342640076,0.941965427,0.058034573,0.657359924,0.109116809,0.863174678,0.01200884,0.450332384,0.450332384,0.05801328
"[(75, 'lin'), (75, 'lin')]",OneSidedSelection,0.223149721,0.171414239,0.557582742,0.129439696,0.985725787,0.014274213,0.870560304,0,0.9059689,0.000650407,0.5328585,0.5328585,0.051065604
"[(75, 'lin'), (75, 'lin')]",RandomUnderSampler,0.279333206,0.242333546,0.696194007,0.626780627,0.765607388,0.234392612,0.373219373,0.415194682,0.434844108,0.086232536,0.121842355,0.121842355,0.151976903
"[(75, 'lin'), (75, 'lin')]",TomekLinks,0.205185528,0.150567934,0.549354545,0.111680912,0.987028179,0.012971821,0.888319088,0,0.90921304,0.000650407,0.537796771,0.537796771,0.064303001
"[(75, 'lin'), (75, 'lin')]",ADASYN,0.300581476,0.269437633,0.704433513,0.614434948,0.794432078,0.205567922,0.385565052,0.37037037,0.421877023,0.057376273,0.104463438,0.104463438,0.311350981
"[(75, 'lin'), (75, 'lin')]",RandomOverSampler,0.292026296,0.259036092,0.700815291,0.616904084,0.784726498,0.215273502,0.383095916,0.402564103,0.478302944,0.068726813,0.13960114,0.13960114,0.317810933
"[(75, 'lin'), (75, 'lin')]",SMOTE,0.284197786,0.250043653,0.697183049,0.617094017,0.777272081,0.222727919,0.382905983,0.387749288,0.4717973,0.073915858,0.134283001,0.134283001,0.214309772
"[(75, 'lin'), (75, 'lin')]",SMOTEENN,0.307097017,0.290689883,0.693115742,0.544444444,0.841787039,0.158212961,0.455555556,0.370275404,0.613518036,0.060955087,0.221652422,0.221652422,0.14866217
"[(75, 'lin'), (75, 'lin')]",SMOTETomek,0.284197786,0.250043653,0.697183049,0.617094017,0.777272081,0.222727919,0.382905983,0.387749288,0.4717973,0.073915858,0.134283001,0.134283001,0.027964671
"[(75, 'lin')]",None,0.169316057,0.105897593,0.533057862,0.074548908,0.991566817,0.008433183,0.925451092,0,0.920233641,0,0.545204179,0.545204179,0.167920351
"[(75, 'lin')]",ClusterCentroids,0.264228972,0.226882619,0.687287052,0.619373219,0.755200884,0.244799116,0.380626781,0.323361823,0.367405478,0.060299945,0.144159544,0.144159544,0.068085353
"[(75, 'lin')]",EditedNearestNeighbours,0.323488812,0.322072167,0.650638166,0.365147198,0.936129134,0.063870866,0.634852802,0.134283001,0.859276975,0.017838819,0.442735043,0.442735043,0.01916337
"[(75, 'lin')]",InstanceHardnessThreshold,0.145841955,0.083824773,0.613142363,0.766096866,0.46018786,0.53981214,0.233903134,0.51699905,0.214051622,0.263234667,0.099525166,0.099525166,0.183063904
"[(75, 'lin')]",NearMiss,0.14974055,0.08868675,0.616459912,0.75337132,0.479548504,0.520451496,0.24662868,0.581766382,0.274278949,0.271773621,0.089553656,0.089553656,0.028898716
"[(75, 'lin')]",NeighbourhoodCleaningRule,0.316689749,0.313641151,0.642302752,0.342640076,0.941965427,0.058034573,0.657359924,0.109116809,0.863174678,0.01200884,0.450332384,0.450332384,0.092769305
"[(75, 'lin')]",OneSidedSelection,0.223149721,0.171414239,0.557582742,0.129439696,0.985725787,0.014274213,0.870560304,0,0.9059689,0.000650407,0.5328585,0.5328585,0.105991364
"[(75, 'lin')]",RandomUnderSampler,0.279333206,0.242333546,0.696194007,0.626780627,0.765607388,0.234392612,0.373219373,0.415194682,0.434844108,0.086232536,0.121842355,0.121842355,0.114111265
"[(75, 'lin')]",TomekLinks,0.205185528,0.150567934,0.549354545,0.111680912,0.987028179,0.012971821,0.888319088,0,0.90921304,0.000650407,0.537796771,0.537796771,0.176426252
"[(75, 'lin')]",ADASYN,0.300581476,0.269437633,0.704433513,0.614434948,0.794432078,0.205567922,0.385565052,0.37037037,0.421877023,0.057376273,0.104463438,0.104463438,0.372979085
"[(75, 'lin')]",RandomOverSampler,0.292026296,0.259036092,0.700815291,0.616904084,0.784726498,0.215273502,0.383095916,0.402564103,0.478302944,0.068726813,0.13960114,0.13960114,0.283436855
"[(75, 'lin')]",SMOTE,0.284197786,0.250043653,0.697183049,0.617094017,0.777272081,0.222727919,0.382905983,0.387749288,0.4717973,0.073915858,0.134283001,0.134283001,0.13639164
"[(75, 'lin')]",SMOTEENN,0.307097017,0.290689883,0.693115742,0.544444444,0.841787039,0.158212961,0.455555556,0.370275404,0.613518036,0.060955087,0.221652422,0.221652422,0.034737984
"[(75, 'lin')]",SMOTETomek,0.284197786,0.250043653,0.697183049,0.617094017,0.777272081,0.222727919,0.382905983,0.387749288,0.4717973,0.073915858,0.134283001,0.134283001,0.031430721
"[(75, 'rbf_l1'), (75, 'rbf_l1')]",None,0.157514564,0.106017223,0.534321941,0.079677113,0.988966769,0.011033231,0.920322887,0.062298196,0.617363644,0.004215013,0.507597341,0.507597341,0.454768499
"[(75, 'rbf_l1'), (75, 'rbf_l1')]",ClusterCentroids,0.236298581,0.206822263,0.664374464,0.561823362,0.766925566,0.233074434,0.438176638,0.219088319,0.167658063,0.042472176,0.107312441,0.107312441,0.100266218
"[(75, 'rbf_l1'), (75, 'rbf_l1')]",EditedNearestNeighbours,0.240475267,0.223417602,0.588582641,0.214150047,0.963015234,0.036984766,0.785849953,0.11699905,0.583964007,0.013953745,0.418233618,0.418233618,0.092459361
"[(75, 'rbf_l1'), (75, 'rbf_l1')]",InstanceHardnessThreshold,0.13185706,0.082828789,0.602684294,0.69620133,0.509167259,0.490832741,0.30379867,0.360873694,0.158299787,0.144931723,0.107597341,0.107597341,0.182306528
"[(75, 'rbf_l1'), (75, 'rbf_l1')]",NearMiss,0.144742719,0.087667627,0.612898661,0.733523267,0.492274055,0.507725945,0.266476733,0.460778727,0.260112085,0.202330097,0.104843305,0.104843305,0.033385674
"[(75, 'rbf_l1'), (75, 'rbf_l1')]",NeighbourhoodCleaningRule,0.217045031,0.197685448,0.576365316,0.18679962,0.965931013,0.034068987,0.81320038,0.0997151,0.587844344,0.011352119,0.430769231,0.430769231,0.1212732
"[(75, 'rbf_l1'), (75, 'rbf_l1')]",OneSidedSelection,0.146005431,0.10783223,0.535964043,0.087179487,0.984748599,0.015251401,0.912820513,0.067331434,0.604404452,0.00486542,0.485280152,0.485280152,0.090913455
"[(75, 'rbf_l1'), (75, 'rbf_l1')]",RandomUnderSampler,0.235665171,0.194878564,0.671424151,0.621367521,0.72148078,0.27851922,0.378632479,0.32345679,0.243480938,0.066500908,0.127350427,0.127350427,0.157214483
"[(75, 'rbf_l1'), (75, 'rbf_l1')]",TomekLinks,0.138083323,0.102406446,0.534243249,0.084710351,0.983776146,0.016223854,0.915289649,0.064767331,0.616391191,0.00486542,0.502754036,0.502754036,0.130406141
"[(75, 'rbf_l1'), (75, 'rbf_l1')]",ADASYN,0.279972089,0.258726888,0.68277408,0.549382716,0.816165443,0.183834557,0.450617284,0.27359924,0.269795564,0.042158024,0.127350427,0.127350427,0.700513681
"[(75, 'rbf_l1'), (75, 'rbf_l1')]",RandomOverSampler,0.255713774,0.225454397,0.676727072,0.579107312,0.774346831,0.225653169,0.420892688,0.278632479,0.246745599,0.047683321,0.127350427,0.127350427,0.558657567
"[(75, 'rbf_l1'), (75, 'rbf_l1')]",SMOTE,0.245001934,0.21102327,0.672846237,0.591452991,0.754239482,0.245760518,0.408547009,0.239031339,0.218852317,0.039892651,0.120037987,0.120037987,0.390295585
"[(75, 'rbf_l1'), (75, 'rbf_l1')]",SMOTEENN,0.284490336,0.265675991,0.682860672,0.539506173,0.826215171,0.173784829,0.460493827,0.203988604,0.284693346,0.030487016,0.164957265,0.164957265,0.308235248
"[(75, 'rbf_l1'), (75, 'rbf_l1')]",SMOTETomek,0.245001934,0.21102327,0.672846237,0.591452991,0.754239482,0.245760518,0.408547009,0.239031339,0.218852317,0.039892651,0.120037987,0.120037987,0.28751262
"[(75, 'rbf_l1')]",None,0.068067661,0.034117624,0.51031201,0.027445394,0.993178625,0.006821375,0.972554606,0.01994302,0.453868498,0.001949641,0.362773029,0.362773029,0.261489391
"[(75, 'rbf_l1')]",ClusterCentroids,0.190493219,0.167415034,0.631075124,0.502469136,0.759681111,0.240318889,0.497530864,0.126780627,0.137466256,0.021097166,0.034852802,0.034852802,0.099387248
"[(75, 'rbf_l1')]",EditedNearestNeighbours,0.169344927,0.132937585,0.545037651,0.109211776,0.980863525,0.019136475,0.890788224,0.037226971,0.429216197,0.004219749,0.330579297,0.330579297,0.05729413
"[(75, 'rbf_l1')]",InstanceHardnessThreshold,0.148327567,0.098451802,0.615120357,0.689078822,0.541161891,0.458838109,0.310921178,0.198765432,0.128698398,0.081742837,0.054795821,0.054795821,0.104076227
"[(75, 'rbf_l1')]",NearMiss,0.161452357,0.103258041,0.626401425,0.719373219,0.533429631,0.466570369,0.280626781,0.263722697,0.216266477,0.119321178,0.056790123,0.056790123,0.100010633
"[(75, 'rbf_l1')]",NeighbourhoodCleaningRule,0.157275297,0.119516504,0.539836474,0.096866097,0.982806851,0.017193149,0.903133903,0.037226971,0.434083195,0.003248875,0.330579297,0.330579297,0.041732232
"[(75, 'rbf_l1')]",OneSidedSelection,0.074230475,0.042476561,0.513044839,0.034852802,0.991236877,0.008763123,0.965147198,0.024881292,0.447724367,0.00259689,0.355365622,0.355365622,0.062554677
"[(75, 'rbf_l1')]",RandomUnderSampler,0.211491984,0.168405249,0.657540372,0.624786325,0.690294419,0.309705581,0.375213675,0.174074074,0.17504144,0.043806141,0.064672365,0.064672365,0.191702684
"[(75, 'rbf_l1')]",TomekLinks,0.081528502,0.046954816,0.51444043,0.037321937,0.991558923,0.008441077,0.962678063,0.024881292,0.454855158,0.002273265,0.360303894,0.360303894,0.088266373
"[(75, 'rbf_l1')]",ADASYN,0.234418213,0.217204305,0.652281591,0.49002849,0.814534691,0.185465309,0.50997151,0.144159544,0.192534533,0.026923988,0.082051282,0.082051282,0.37745134
"[(75, 'rbf_l1')]",RandomOverSampler,0.222123786,0.189666104,0.658126081,0.572079772,0.744172389,0.255827611,0.427920228,0.153941121,0.168905202,0.033727997,0.062203229,0.062203229,0.427384059
"[(75, 'rbf_l1')]",SMOTE,0.216991051,0.176441308,0.659680967,0.614434948,0.704926987,0.295073013,0.385565052,0.143969611,0.157231036,0.034708343,0.049762583,0.049762583,0.180365165
"[(75, 'rbf_l1')]",SMOTEENN,0.231685228,0.211820142,0.653880637,0.507502374,0.8002589,0.1997411,0.492497626,0.136562203,0.188344779,0.023354645,0.069610636,0.069610636,0.166105668
"[(75, 'rbf_l1')]",SMOTETomek,0.216991051,0.176441308,0.659680967,0.614434948,0.704926987,0.295073013,0.385565052,0.143969611,0.157231036,0.034708343,0.049762583,0.049762583,0.120275021
"[(75, 'rbf_l2'), (75, 'rbf_l2')]",None,0.212455272,0.198389183,0.57803012,0.196581197,0.959479043,0.040520957,0.803418803,0.094681861,0.903065751,0.020089983,0.639506173,0.639506173,0.437603633
"[(75, 'rbf_l2'), (75, 'rbf_l2')]",ClusterCentroids,0.024234518,0.010612339,0.517073717,0.741025641,0.293121793,0.706878207,0.258974359,0.604178538,0.135541874,0.479537454,0.151851852,0.151851852,0.08677117
"[(75, 'rbf_l2'), (75, 'rbf_l2')]",EditedNearestNeighbours,0.254185839,0.253906448,0.627036124,0.340645774,0.913426474,0.086573526,0.659354226,0.226495726,0.821998579,0.045717894,0.485185185,0.485185185,0.068091313
"[(75, 'rbf_l2'), (75, 'rbf_l2')]",InstanceHardnessThreshold,0.007453415,0.004542147,0.505750472,0.611680912,0.399820033,0.600179967,0.388319088,0.499810066,0.313232299,0.488330571,0.28357075,0.28357075,0.175357024
"[(75, 'rbf_l2'), (75, 'rbf_l2')]",NearMiss,0.09147049,0.057625409,0.571277927,0.641215575,0.501340279,0.498659721,0.358784425,0.566666667,0.395312969,0.413410688,0.282051282,0.282051282,0.088572979
"[(75, 'rbf_l2'), (75, 'rbf_l2')]",NeighbourhoodCleaningRule,0.248691976,0.248599939,0.621901193,0.325830959,0.917971426,0.082028574,0.674169041,0.213675214,0.821689163,0.045059594,0.512725546,0.512725546,0.10528032
"[(75, 'rbf_l2'), (75, 'rbf_l2')]",OneSidedSelection,0.238507009,0.22909373,0.594614672,0.236562203,0.95266714,0.04733286,0.763437797,0.119848053,0.893988476,0.022693188,0.604748338,0.604748338,0.128166119
"[(75, 'rbf_l2'), (75, 'rbf_l2')]",RandomUnderSampler,0.106659177,0.082154853,0.58083602,0.512820513,0.648851527,0.351148473,0.487179487,0.430579297,0.532108296,0.269416686,0.407502374,0.407502374,0.169537465
"[(75, 'rbf_l2'), (75, 'rbf_l2')]",TomekLinks,0.241100576,0.230480603,0.594208527,0.233808167,0.954608888,0.045391112,0.766191833,0.099620133,0.900800379,0.021714421,0.612345679,0.612345679,0.136585474
"[(75, 'rbf_l2'), (75, 'rbf_l2')]",ADASYN,0.210615594,0.207174094,0.619972338,0.370275404,0.869669271,0.130330729,0.629724596,0.171509972,0.638140343,0.036324888,0.370560304,0.370560304,0.431062778
"[(75, 'rbf_l2'), (75, 'rbf_l2')]",RandomOverSampler,0.202113005,0.185992899,0.633041671,0.465147198,0.800936143,0.199063857,0.534852802,0.295726496,0.598940721,0.089797143,0.330674264,0.330674264,0.393020709
"[(75, 'rbf_l2'), (75, 'rbf_l2')]",SMOTE,0.209318048,0.209058702,0.603518614,0.29620133,0.910835899,0.089164101,0.70379867,0.146723647,0.736419607,0.032090931,0.464957265,0.464957265,0.346327623
"[(75, 'rbf_l2'), (75, 'rbf_l2')]",SMOTEENN,0.200443127,0.197305988,0.587863293,0.241215575,0.934511011,0.065488989,0.758784425,0.124121557,0.826867156,0.028516852,0.544824311,0.544824311,0.377263228
"[(75, 'rbf_l2'), (75, 'rbf_l2')]",SMOTETomek,0.209318048,0.209058702,0.603518614,0.29620133,0.910835899,0.089164101,0.70379867,0.146723647,0.736419607,0.032090931,0.464957265,0.464957265,0.499699354
"[(75, 'rbf_l2')]",None,0.244175076,0.209870203,0.575430507,0.173884141,0.976976873,0.023023127,0.826115859,0.032288699,0.922503749,0.01037651,0.59002849,0.59002849,0.307049592
"[(75, 'rbf_l2')]",ClusterCentroids,0.075489686,0.0276639,0.548743313,0.866001899,0.231484726,0.768515274,0.133998101,0.649097816,0.049956587,0.407948536,0.039696106,0.039696106,0.07618626
"[(75, 'rbf_l2')]",EditedNearestNeighbours,0.3473912,0.346465773,0.664312591,0.392497626,0.936127555,0.063872445,0.607502374,0.223646724,0.845657905,0.031454732,0.452896486,0.452896486,0.074248393
"[(75, 'rbf_l2')]",InstanceHardnessThreshold,0.086712362,0.047373735,0.566416771,0.713580247,0.419253295,0.580746705,0.286419753,0.539126306,0.227942221,0.365421107,0.157359924,0.157359924,0.143583775
"[(75, 'rbf_l2')]",NearMiss,0.142349634,0.080466635,0.610435284,0.771794872,0.449075697,0.550924303,0.228205128,0.612820513,0.301217144,0.41118636,0.131623932,0.131623932,0.075168848
"[(75, 'rbf_l2')]",NeighbourhoodCleaningRule,0.327605364,0.324843938,0.647656457,0.352706553,0.942606362,0.057393638,0.647293447,0.168660969,0.849558765,0.026597206,0.475403609,0.475403609,0.076518854
"[(75, 'rbf_l2')]",OneSidedSelection,0.258420509,0.236232122,0.590039064,0.211206078,0.96887205,0.03112795,0.788793922,0.054890788,0.908239009,0.012649775,0.562773029,0.562773029,0.068920692
"[(75, 'rbf_l2')]",RandomUnderSampler,0.23633231,0.191356399,0.674095163,0.641310541,0.706879785,0.293120215,0.358689459,0.425071225,0.481157155,0.150109717,0.207217474,0.207217474,0.179319938
"[(75, 'rbf_l2')]",TomekLinks,0.24969729,0.226047806,0.585444568,0.201044634,0.969844502,0.030155498,0.798955366,0.049762583,0.914400505,0.010701713,0.57008547,0.57008547,0.128024578
"[(75, 'rbf_l2')]",ADASYN,0.292136393,0.285913926,0.669536682,0.464862298,0.874211066,0.125788934,0.535137702,0.13665717,0.582372721,0.026264109,0.269040836,0.269040836,0.504190048
"[(75, 'rbf_l2')]",RandomOverSampler,0.2707935,0.248610888,0.678817613,0.547293447,0.810341779,0.189658221,0.452706553,0.355460589,0.540200489,0.076506433,0.226590693,0.226590693,0.385114113
"[(75, 'rbf_l2')]",SMOTE,0.255025974,0.254017632,0.61928439,0.310541311,0.928027469,0.071972531,0.689458689,0.094396961,0.722120136,0.016539585,0.411016144,0.411016144,0.223596017
"[(75, 'rbf_l2')]",SMOTEENN,0.247481607,0.239647498,0.600717243,0.250712251,0.950722235,0.049277765,0.749287749,0.059639126,0.822964717,0.014589944,0.495346629,0.495346629,0.168936253
"[(75, 'rbf_l2')]",SMOTETomek,0.255025974,0.254017632,0.61928439,0.310541311,0.928027469,0.071972531,0.689458689,0.094396961,0.722120136,0.016539585,0.411016144,0.411016144,0.246469657
"[(75, 'rbf_linf'), (75, 'rbf_linf')]",None,0.215099254,0.204057365,0.582191209,0.209116809,0.955265609,0.044734391,0.790883191,0.094586895,0.905318494,0.021389218,0.637037037,0.637037037,0.455759048
"[(75, 'rbf_linf'), (75, 'rbf_linf')]",ClusterCentroids,0.026069893,0.0099083,0.517470785,0.804083571,0.230858,0.769142,0.195916429,0.651756885,0.106030468,0.57102218,0.116524217,0.116524217,0.12028861
"[(75, 'rbf_linf'), (75, 'rbf_linf')]",EditedNearestNeighbours,0.286325339,0.2859556,0.64143649,0.362962963,0.919910017,0.080089983,0.637037037,0.246058879,0.836899519,0.045719473,0.490503324,0.490503324,0.228483995
"[(75, 'rbf_linf'), (75, 'rbf_linf')]",InstanceHardnessThreshold,0.018445624,0.010345286,0.514387928,0.607312441,0.421463415,0.578536585,0.392687559,0.517663818,0.329048859,0.462402715,0.325735992,0.325735992,0.340010087
"[(75, 'rbf_linf'), (75, 'rbf_linf')]",NearMiss,0.080609982,0.050358118,0.562964018,0.624311491,0.501616544,0.498383456,0.375688509,0.527350427,0.413731155,0.438733917,0.288509022,0.288509022,0.183431625
"[(75, 'rbf_linf'), (75, 'rbf_linf')]",NeighbourhoodCleaningRule,0.263890851,0.263416382,0.626837027,0.33019943,0.923474623,0.076525377,0.66980057,0.216239316,0.840462546,0.04150446,0.49297246,0.49297246,0.179011106
"[(75, 'rbf_linf'), (75, 'rbf_linf')]",OneSidedSelection,0.228255858,0.219604568,0.591033001,0.231339031,0.950726971,0.049273029,0.768660969,0.126780627,0.896555371,0.024956982,0.619848053,0.619848053,0.138579289
"[(75, 'rbf_linf'), (75, 'rbf_linf')]",RandomUnderSampler,0.105412381,0.081126066,0.579637809,0.509781576,0.649494041,0.350505959,0.490218424,0.454985755,0.532141448,0.262963138,0.423266857,0.423266857,0.376156171
"[(75, 'rbf_linf'), (75, 'rbf_linf')]",TomekLinks,0.231302545,0.221805474,0.591515281,0.231339031,0.951691531,0.048308469,0.768660969,0.116904084,0.901744416,0.023660905,0.617378917,0.617378917,0.347778797
